,2012-06-30,2012-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
EarningsPerShareBasicAndDiluted,-0.006,-0.001,0.000,-0.000,-0.000,0.000,-0.000,0.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1576.000,,,,1079.000,
LitigationSettlementExpense,,,500.000,,,,,
NetIncomeLoss,-21189.000,-4504.000,-1576.000,-1166.000,-1166.000,-1567.000,-1079.000,-1078.000
OperatingExpenses,21189.000,4504.000,-1576.000,-1166.000,1166.000,7051.000,1079.000,1078.000
OperatingIncomeLoss,-21189.000,-4504.000,,,,,,
ProfessionalFees,21125.000,4450.000,-1000.000,-1000.000,-1000.000,7400.000,1000.000,1000.000
Revenues,0.000,0.000,,,,,,
SalesRevenueNet,0.000,0.000,,,,,,
SellingGeneralAndAdministrativeExpense,64.000,54.000,-576.000,-166.000,-166.000,1983.000,79.000,78.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,3800000.000,3800000.000,3800000.000,-7600000.000,3800000.000,3800000.000
WeightedAverageNumberOfSharesOutstandingBasic,3800000.000,3800000.000,,,,,,
