,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,177000.000
AccountsPayableAndAccruedLiabilitiesCurrent,,857000.000
AccountsPayableCurrent,41706.000,
AccountsPayableRelatedPartiesCurrent,,43000.000
AccountsPayableTradeCurrent,,548000.000
AccruedLiabilitiesCurrent,313.000,
AdditionalPaidInCapital,5090.000,20752000.000
Assets,67.000,7398000.000
AssetsCurrent,67.000,7318000.000
AssetsNoncurrent,,80000.000
CashAndCashEquivalentsAtCarryingValue,41.000,7141000.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,103200.000,6290663.000
CommonStockSharesOutstanding,103200.000,6290663.000
CommonStockValue,10.000,1000.000
DebtCurrent,,27000.000
DeferredTaxAssetsGrossNoncurrent,78338.000,
DeferredTaxAssetsNet,26634.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,-78338.000,
DerivativeLiabilitiesNoncurrent,,4886000.000
Liabilities,73613.000,6526000.000
LiabilitiesAndStockholdersEquity,67.000,7398000.000
LiabilitiesCurrent,73613.000,1640000.000
LiabilitiesNoncurrent,,4886000.000
NotesPayableCurrent,2600.000,
NotesPayableRelatedPartiesClassifiedCurrent,,208000.000
OtherAssetsCurrent,26.000,
OtherLiabilitiesCurrent,28994.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PropertyPlantAndEquipmentNet,,80000.000
RetainedEarningsAccumulatedDeficit,-78646.000,-19856000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,206000.000
SharesIssued,110000000.000,
StockholdersEquity,-73546.000,872000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-73546.000,872000.000
TreasuryStockValue,,25000.000
