,2011-07-31,2011-10-31,2012-01-31,2012-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-5307.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000
GeneralAndAdministrativeExpense,33.000,27.000,790.000,50.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5898.000,-4658.000,-7600.000,-3209.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncomeTaxesPaid,0.000,,,
IncreaseDecreaseInAccruedLiabilities,591.000,,,
InterestPaid,0.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,
NetCashProvidedByUsedInOperatingActivities,-5307.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5307.000,,,
OperatingExpenses,5898.000,4658.000,7600.000,3209.000
ProceedsFromContributedCapital,0.000,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,
ProfessionalFees,5275.000,4050.000,6324.000,2709.000
ProfitLoss,-5898.000,-4658.000,-7600.000,-3209.000
