,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,339817.000,366720.000
AllocatedShareBasedCompensationExpense,,0.000,,
AmortizationOfDebtDiscountPremium,207035.000,91365.000,8609.000,12410.000
AssetImpairmentCharges,298784.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-15621.000,294.000,3558.000,-4031.000
CurrentFederalTaxExpenseBenefit,,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000,0.000,0.000
DebtConversionOriginalDebtAmount1,43500.000,,,
DepreciationDepletionAndAmortization,2128.000,2127.000,2128.000,2129.000
DerivativeGainLossOnDerivativeNet,,,-70000.000,-30000.000
EarningsPerShareBasic,-0.010,0.000,-2.740,-1.330
EarningsPerShareBasicAndDiluted,-0.010,0.000,-2.740,-1.330
FairValueAssumptionsExpectedVolatilityRate,,,5.859,6.074
FairValueAssumptionsRiskFreeInterestRate,,,0.030,0.020
FinancialServicesRevenue,299.000,1654.000,17896.000,20502.000
GainsLossesOnExtinguishmentOfDebt,,,72440.000,0.000
GeneralAndAdministrativeExpense,988136.000,497378.000,149421.000,125391.000
GeneralInsuranceExpense,,437.000,0.000,
GrossProfit,-2844.000,599.000,13436.000,19228.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2429465.000,-1483779.000,-1623783.000,-868727.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,504485.000,665019.000,370426.000
IncomeTaxReconciliationDeductionsOther,,504485.000,665019.000,370426.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,148150.000,149021.000,192883.000,-9317.000
IncreaseDecreaseInAccruedLiabilities,471017.000,538801.000,622090.000,57076.000
IncreaseDecreaseInDeposits,0.000,6711.000,0.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-152463.000,-50000.000,,
InterestExpense,306624.000,177705.000,91902.000,103229.000
InterestPaid,0.000,0.000,0.000,0.000
