,2012-07-01,2013-06-30,2014-06-29,2015-06-28,2016-07-03
AdvertisingExpense,22300000.000,17700000.000,18500000.000,17500000.000,18000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,3389000.000,3973000.000,4436000.000,3861000.000,3194000.000
AmortizationOfFinancingCostsAndDiscounts,1200000.000,1000000.000,1000000.000,1000000.000,900000.000
AmortizationOfIntangibleAssets,1900000.000,2500000.000,2200000.000,2800000.000,3400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3679000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-53564000.000,32370000.000,6223000.000,-76278000.000,-28551000.000
CommonStockDividendsPerShareCashPaid,0.440,0.480,0.480,0.500,0.540
ComprehensiveIncomeNetOfTax,,64119000.000,58018000.000,-38166000.000,-32779000.000
ConcentrationRiskPercentage1,,,0.290,0.260,0.260
CostOfGoodsSold,1685048000.000,1514597000.000,1506436000.000,1511363000.000,1438166000.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-13487000.000,,,,
CurrentFederalTaxExpenseBenefit,-8711000.000,10377000.000,9725000.000,-659000.000,2649000.000
CurrentForeignTaxExpenseBenefit,5222000.000,923000.000,3725000.000,3423000.000,3282000.000
CurrentIncomeTaxExpenseBenefit,-3059000.000,9430000.000,14183000.000,3623000.000,6601000.000
CurrentStateAndLocalTaxExpenseBenefit,430000.000,-1870000.000,733000.000,859000.000,670000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,6928000.000,2702000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,225000.000,-701000.000
DeferredIncomeTaxExpenseBenefit,3926000.000,-27914000.000,-5396000.000,7648000.000,2194000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,495000.000,193000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,-2800000.000,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,-2500000.000,-2100000.000,-1600000.000,1200000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,-100000.000,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,-100000.000,-100000.000,-100000.000,100000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,2500000.000,2300000.000,1900000.000,1600000.000,1100000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,100000.000,100000.000,100000.000,100000.000,100000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,700000.000,1914000.000,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,20245000.000
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.045,0.045,0.045,0.045,0.045
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,,0.000,0.000,0.000
DefinedContributionPlanCostRecognized,8300000.000,7900000.000,10800000.000,14200000.000,14500000.000
Depreciation,60300000.000,52300000.000,47200000.000,48500000.000,50000000.000
DepreciationDepletionAndAmortization,63714000.000,55752000.000,50343000.000,52260000.000,54400000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,6600000.000,-3000000.000,-400000.000,1700000.000,-1000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-3129000.000,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,-5411000.000,,,,
DerivativeInstrumentsGainRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,6000.000,,,,
DividendsCommonStockCash,,-23285000.000,-22798000.000,-22660000.000,23617000.000
EarningsPerShareBasic,0.580,-0.730,0.590,1.000,0.610
EarningsPerShareDiluted,0.570,-0.730,0.590,1.000,0.600
EffectOfExchangeRateOnCashAndCashEquivalents,-5666000.000,-74000.000,478000.000,-1909000.000,-3086000.000
EffectOfLIFOInventoryLiquidationOnIncome,1600000.000,,,1800000.000,
EffectiveIncomeTaxRateContinuingOperations,0.029,0.355,0.237,0.198,0.249
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsDividends,-0.022,0.011,-0.008,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.042,0.053,0.007,-0.012,-0.078
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,-0.108,,,0.076
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,-0.187,-0.021,0.000,0.000,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.012,-0.087,-0.062,-0.001,-0.018
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.018,0.011,0.020,0.024,0.034
EffectiveIncomeTaxRateReconciliationTaxContingencies,-0.160,-0.005,0.012,0.043,0.028
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,300000.000,20000000.000,5400000.000,5100000.000,12400000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,1.800,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,-2166000.000,-2541000.000,-2738000.000,-2366000.000,1915000.000
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,1440955000.000,1304964000.000,,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,625578000.000,557534000.000,,,
EntityWideRevenueMajorCustomerAmount,496634000.000,492131000.000,,,
EquityMethodInvestmentDividendsOrDistributions,4029000.000,4636000.000,4069000.000,4628000.000,6119000.000
EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,103254000.000,92844000.000,116158000.000,173603000.000,222426000.000
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,25809000.000,20608000.000,26849000.000,46301000.000,65302000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,9751000.000,8057000.000,13653000.000,14957000.000,20258000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,129063000.000,113452000.000,143007000.000,219904000.000,287728000.000
FiniteLivedIntangibleAssetsFutureAmortizationExpense,9391000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,-3900000.000,3700000.000,2600000.000
FutureAmortizationExpenseYearFive,1860000.000,,,,
FutureAmortizationExpenseYearFour,1860000.000,,,,
FutureAmortizationExpenseYearOne,1911000.000,,,,
FutureAmortizationExpenseYearThree,1860000.000,,,,
FutureAmortizationExpenseYearTwo,1900000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,-174000.000,-696000.000,-465000.000,-265000.000,-751000.000
GoodwillAcquiredDuringPeriod,-2692000.000,-15296000.000,0.000,24770000.000,4104000.000
GoodwillAndIntangibleAssetImpairment,,90080000.000,8460000.000,0.000,10334000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,-407000.000
GoodwillImpairmentLoss,0.000,71310000.000,-2960000.000,0.000,7651000.000
GoodwillTranslationAdjustments,-868000.000,-1398000.000,130000.000,-3770000.000,
GrossProfit,336725000.000,329140000.000,346783000.000,359099000.000,362455000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,18800000.000,5500000.000,0.000,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,0.000,2683000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-58625000.000,30291000.000,38615000.000,22203000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-52141000.000,37134000.000,56958000.000,35356000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,6484000.000,6843000.000,18343000.000,13153000.000
IncomeLossFromEquityMethodInvestments,5100000.000,4244000.000,6264000.000,7303000.000,4947000.000
IncomeTaxExpenseBenefit,867000.000,-18484000.000,8787000.000,11271000.000,8795000.000
IncomeTaxesPaidNet,-2388000.000,1171000.000,-12574000.000,-4122000.000,-5980000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-9755000.000,9196000.000,47867000.000,-2508000.000,-17120000.000
IncreaseDecreaseInAccountsReceivable,-6195000.000,-42121000.000,29211000.000,-21461000.000,-23917000.000
IncreaseDecreaseInDeferredIncomeTaxes,3926000.000,-27914000.000,5396000.000,-7648000.000,-2194000.000
IncreaseDecreaseInInventories,20693000.000,-34696000.000,-30775000.000,-12079000.000,7933000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-11309000.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6945000.000,-10232000.000,9304000.000,-5444000.000,-1231000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,944000.000,,,,
InterestExpense,18542000.000,18519000.000,18466000.000,19532000.000,20033000.000
InterestPaid,18630000.000,17338000.000,-17499000.000,-18535000.000,18804000.000
InvestmentIncomeInterest,512000.000,888000.000,1540000.000,1317000.000,695000.000
