,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilities,13482.000,19576.000,16884.000,25413.000,1635.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,28063.000,67352.000,48648.000,40155.000,26180.000,47976.000,87560.000,157249.000,345431.000,247204.000,136831.000
AccountsPayableInterestBearingCurrent,,,,,,,,,,,211282.000,230544.000,267960.000,20055.000,30137.000,51660.000
AccountsPayableInterestBearingInterestRate,,,,0.100,,,,,,,,,,,,0.100
AccountsPayableInterestBearingNoncurrent,,,,,,,,,,,555.000,,,,,
AccountsPayableOtherCurrent,,,,,,125167.000,141705.000,158828.000,176133.000,193764.000,,,,,,
AccountsPayableRelatedParties,,,17317.000,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,12918.000,7917.000,,4500.000,4500.000,4500.000,13200.000,13200.000,13200.000,13200.000,,,13200.000,,,106500.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,5.000,143.000,282.000,417.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,249853.000,295915.000,46898.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,277701.000,286450.000,28847.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,53007.000,,50866.000,51887.000,52919.000,53942.000,54914.000,,,,65342.000,68745.000,
AdditionalPaidInCapital,,,45000.000,135000.000,135000.000,180000.000,180000.000,180000.000,180000.000,6429500.000,6429500.000,6429500.000,8150332.000,6757955.000,6756000.000,9880912.000
Assets,53016.000,32869.000,91850.000,71580.000,57590.000,22737.000,26274.000,78331.000,11387.000,23330.000,36300.000,31825.000,365831.000,379285.000,450513.000,147809.000
AssetsCurrent,29602.000,11971.000,73197.000,57208.000,46014.000,10863.000,15421.000,68510.000,2589.000,15504.000,29408.000,25868.000,302381.000,287906.000,367609.000,73244.000
AssetsNoncurrent,,,,,,,,,,,6892.000,5957.000,63450.000,91379.000,82904.000,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,,,,,,,,60362.000,60362.000,60362.000
Cash,29602.000,11971.000,73197.000,57208.000,41522.000,10863.000,15421.000,68510.000,2589.000,15504.000,29408.000,25868.000,203072.000,17366.000,33399.000,15244.000
CashAndCashEquivalentsAtCarryingValue,,11971.000,73197.000,57208.000,41522.000,10863.000,15421.000,68510.000,2589.000,15504.000,29408.000,25868.000,203072.000,17366.000,33399.000,15244.000
CashEquivalentsAtCarryingValue,29602.000,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,2042296.000,,,,,,
CommonStockNoParValue,,,,,,,,,,0.000,0.000,0.000,0.000,,,
CommonStockSharesAuthorized,,,,500000000.000,500000000.000,500000000.000,500000000.000,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,5000000000.000,5000000000.000,10000000000.000
CommonStockSharesIssued,,,,,,,,,,135979802.000,126436052.000,128238890.000,162205494.000,274552929.000,371468831.000,998236.000
CommonStockSharesOutstanding,,,,,,,,,,135979802.000,126436052.000,128238890.000,162205494.000,274552929.000,371468831.000,998236.000
CommonStockSharesSubscriptions,,,178625.000,13500.000,13500.000,14625.000,,7125.000,,8812.000,150417.000,20109.000,55480.000,79333.000,79333.000,
CommonStockValue,774845.000,836660.000,815661.000,994286.000,994286.000,999536.000,1018661.000,1018661.000,1029161.000,1029161.000,1037973.000,1246320.000,2072814.000,3160263.000,3432169.000,3461300.000
ConvertibleDebt,,,,,,,,,,,,,300000.000,,,238.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,175152.000,127885.000,
ConvertibleNotesPayable,,,,,,,,,,,,,,,,1385974.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,166568.000,354115.000,668565.000,854396.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,-531578.000
DeferredCompensationEquity,,,,,,,,,,,,,,,,5380.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,,,3163345.000,,,
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,,,,,518139.000
DeferredTaxAssetsGrossCurrent,,,,,,-614549.000,,,,-2987956.000,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,-1755855.000,,,,-8537019.000,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,461558.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,,,3833589.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,,,,,,,,,,,,,,,704167.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,-3163345.000,,,-6227476.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,2987956.000,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,,,,,,,,,,824763.000,,,
DepositLiabilitiesAccruedInterest,,,,,,,,,,,,,,,,256.000
DerivativeLiabilities,,,,,,,,,,,,,,14667.000,3095.000,1955721.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,824763.000,1673811.000,2613518.000,1955721.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,,1673811.000,2613518.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1254627.000,-1395678.000,-1699223.000,-2006940.000,2120551.000,2307938.000,2490605.000,2639434.000,2736611.000,9091287.000,9356508.000,9520637.000,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,844854.000,844854.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,558500.000,558500.000,558500.000,400000.000,400000.000,505000.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,430788.000,506990.000,805788.000,773950.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,,0.300
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,-13340.000,-18412.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,57110.000,47022.000,41950.000,36934.000
InterestPayable,,,,9090.000,16751.000,,,,,,,,,,,
InterestPayableCurrent,,,,,,11141.000,24392.000,32028.000,42109.000,85816.000,99933.000,134575.000,82956.000,140978.000,170030.000,206635.000
InterestPayableCurrentAndNoncurrent,,,,,,14789.000,13210.000,20778.000,28604.000,8913.000,11318.000,,,,,
InterestReceivable,36398.000,49394.000,,,,,,,,,,,,,,
Liabilities,532798.000,591887.000,751787.000,935734.000,1035355.000,1136514.000,1318218.000,1511979.000,1538837.000,1646644.000,1774418.000,1856033.000,2501984.000,3616532.000,5063127.000,
