,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,188509.000,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,1885477.000,,,,4231438.000,,,,5357028.000,,,,1698965.000,,,,5995455.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,1344440.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,6242986.000,1240034.000,,1698965.000,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,10415859.000,,,,10103105.000,,,,8382986.000,,,,6869500.000,,,,3634008.000
CashAcquiredFromAcquisition,,0.000,,0.000,,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,11175259.000,,-1267828.000,,,,9110861.000,,,,30290661.000,,,,-18582909.000,,,,70606292.000
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,0.050,,,,0.050,,,,
Depreciation,,,,115.000,,,,706.000,,,,2419.000,,,,6380.000,,,,20416.000
DevelopmentStageEnterpriseCumulativeRevenue,0.000,,,,,,,,,,,,,,,,,,,
DividendsPreferredStock,0.000,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.160,-2.030,-0.160,-0.170,-0.290,-0.160,-0.190,-0.250,-0.360,-0.510,-0.520,-0.350,-0.380,-0.280,-0.370,-0.280,-0.330,-0.500,-0.490,-0.520
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,95427.000,,,,0.000,,,,,,,,
FairValueInputsDiscountRate,,,,0.200,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,-270400.000,,,,-175315.000,,,,-240641.000,,,,-301037.000,,,,-96966.000
GainLossOnDerivativeInstrumentsNetPretax,-2100898.000,,,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfIntangibleAssets,0.000,,,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,1225912.000,,,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,165946.000,644001.000,1153424.000,2182231.000,1639237.000,1375952.000,1460670.000,3233352.000,5145460.000,3785869.000,3622445.000,5023607.000,5888015.000,2289678.000,2423874.000,2412911.000,2527807.000,3165811.000,1782806.000,5022624.000
HeldToMaturitySecuritiesUnrecognizedHoldingGains,,,,,,,,,,,,,,,,51463.000,,,,607.000
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,,,,,,,,,,,,,,,,7019.000,,,,5255.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,-3673611.000,-6584552.000,-4556195.000,-5663852.000,-7547249.000,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,0.000,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,-16045.000,,,,4194.000,,,,-21915.000,,,,-61028.000
IncreaseDecreaseInDeferredRevenue,,,,-38095.000,,,,-38095.000,,,,-38095.000,,,,-38096.000,,,,-38095.000
IncreaseDecreaseInInterestPayableNet,,14852.000,,15910.000,,,,-94590.000,,,,0.000,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,-254604.000,,240985.000,,,,-3888453.000,,,,4434813.000,,,,-1575974.000,,,,2551726.000
IncreaseDecreaseInOtherCurrentAssets,,,,580691.000,,,,988252.000,,,,4159055.000,,,,2250490.000,,,,3584938.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,-8706.000,,,,-25913.000,,,,-5341.000,,,,-242372.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-8147.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidRent,,,,,,,,,,,,,,,,1151163.000,,,,-19587.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,1060.000,,,,1008.000,,,,1005.000
InterestAndOtherIncome,-196.000,,,,,,,,,,,,,,,,,,,
InterestExpense,-1165078.000,-220149.000,228585.000,231472.000,240014.000,240530.000,240872.000,226340.000,234787.000,234787.000,234787.000,237657.000,246526.000,246527.000,242026.000,242405.000,220756.000,211538.000,,
InterestIncomeOther,,,,,,,,13474.000,12727.000,12107.000,16741.000,22132.000,31551.000,55977.000,64993.000,84862.000,92629.000,87965.000,57576.000,44696.000
InvestmentIncomeAmortizationOfPremium,,,,,,,,15255.000,,,,80597.000,,,,128329.000,,,,30528.000
InvestmentIncomeNet,,-3668.000,4951.000,1502.000,1177.000,12375.000,15768.000,,,,,,,,,,,,,
LicensesRevenue,,,,38095.000,38095.000,38096.000,38095.000,38095.000,38095.000,38096.000,38095.000,38095.000,38095.000,38096.000,38095.000,38095.000,38095.000,38096.000,38095.000,38095.000
MarketableSecuritiesRealizedGainLoss,0.000,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,12036893.000,,936920.000,,,,17442917.000,,,,35329897.000,,,,14163.000,,,,86908656.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,12036893.000,,936920.000,,,,17442917.000,,,,35329897.000,,,,14163.000,,,,86908656.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,0.000,,,,-3165.000,,,,3843117.000,,,,-1923531.000,,,,6000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,0.000,,,,-3165.000,,,,3843117.000,,,,-1923531.000,,,,6000000.000
NetCashProvidedByUsedInOperatingActivities,,-861634.000,,-2204748.000,,,,-8328891.000,,,,-8882353.000,,,,-16673541.000,,,,-22302364.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-861634.000,,-2204748.000,,,,-8328891.000,,,,-8882353.000,,,,-16673541.000,,,,-22302364.000
NetIncomeLoss,-551739.000,-10256090.000,-2462239.000,-3673611.000,-6584552.000,-4556195.000,-5663852.000,-7547249.000,,,,,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,-7140448.000,-247962.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,-551739.000,,,,,,,,,,,,,,,,,,,
NonoperatingIncomeExpense,,11184.000,4025.000,40430.000,44213.000,91222.000,2311914.000,57876.000,-30933.000,-11823.000,-75305.000,25116.000,8397.000,169668.000,28189.000,143494.000,124381.000,94444.000,353915.000,-61087.000
OperatingExpenses,,17385354.000,2714226.000,3752136.000,6666860.000,4685513.000,8013861.000,7643220.000,11993592.000,17477442.000,18759219.000,14640946.000,17149675.000,13863680.000,17678096.000,14030251.000,16061538.000,24963567.000,24066153.000,27704517.000
OperatingIncomeLoss,-261843.000,-17385354.000,-2714226.000,-3714041.000,-6628765.000,-4647417.000,-7975766.000,-7605125.000,-11955497.000,-17439346.000,-18721124.000,-14602851.000,-17111580.000,-13825584.000,-17640001.000,-13992156.000,-16023443.000,-24925471.000,-24028058.000,-27666422.000
OtherGeneralAndAdministrativeExpense,,455492.000,462425.000,651457.000,631637.000,550639.000,662728.000,903524.000,706725.000,889872.000,913279.000,1004487.000,1004475.000,1085400.000,1095126.000,1100871.000,1446567.000,1251421.000,1322831.000,1333268.000
OtherIncome,,,0.000,0.000,0.000,0.000,108894.000,95427.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,33042.000,,-105783.000
OtherResearchAndDevelopmentExpense,,,,,,,,2508258.000,2336771.000,8352154.000,12807504.000,8279431.000,9902214.000,11538246.000,13725926.000,11230415.000,12966574.000,20878108.000,21414723.000,20375794.000
PaymentsForRepurchaseOfCommonStock,,,,0.000,,,,0.000,,,,,,,,,,,,
PaymentsOfFinancingCosts,,,,,,,,,,,,19438.000,,,,8000.000,,,,0.000
PaymentsOfStockIssuanceCosts,,20416.000,,0.000,,,,0.000,,,,611663.000,,,,,,,,
PaymentsToAcquireHeldToMaturitySecurities,,,,,,,,0.000,,,,,,,,,,,,
