,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,623129.000
AccountsPayableCurrent,303172.000
AccruedEmployeeBenefitsCurrent,32063.000
AccruedLiabilitiesCurrent,100136.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,291840.000
AdditionalPaidInCapital,11790318.000
Assets,545126.000
AssetsCurrent,265648.000
Cash,133679.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,50000000.000
CommonStockSharesIssued,723335.000
CommonStockSharesOutstanding,723335.000
CommonStockValue,72.000
ConvertibleNotesPayableCurrent,1149141.000
DebtInstrumentUnamortizedDiscountPremiumNet,359745.000
DeferredOfferingCosts,75000.000
EmployeeRelatedLiabilitiesCurrent,187758.000
InventoryNet,40237.000
Liabilities,1924832.000
LiabilitiesAndStockholdersEquity,545126.000
LiabilitiesCurrent,1924832.000
NotesPayableCurrent,50000.000
NotesPayableRelatedPartiesClassifiedCurrent,102562.000
OperatingLeasesFutureMinimumPaymentsDue,213103.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,56486.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,79269.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,77348.000
OtherAssetsCurrent,15593.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseCurrent,1139.000
PropertyPlantAndEquipmentGross,571318.000
PropertyPlantAndEquipmentNet,279478.000
RetainedEarningsAccumulatedDeficit,-13260096.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,151563.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,127995.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,10.010
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,151881.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,10.010
StockholdersEquity,-1379706.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1379706.000
