,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,27802.000,18440.000,37700.000,284413.000,1032306.000,2006729.000,240485.000,253204.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,203000.000,931000.000,,,
AccruedLiabilitiesCurrent,3240.000,,,,,,,,
Assets,120938.000,81492195.000,81340618.000,81279472.000,81237278.000,81310306.000,81085000.000,8260682.000,8131830.000
AssetsCurrent,,763487.000,595762.000,515037.000,444392.000,466458.000,182819.000,781084.000,647658.000
AssetsHeldInTrustNoncurrent,,80728708.000,80744856.000,80764435.000,80792886.000,80843848.000,80902181.000,7479598.000,7484172.000
BusinessAcquisitionSharePrice,,,,,,,0.020,,
BusinessCombinationContingentConsiderationLiability,,,,,1000000.000,1000000.000,1000000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeIncludingSubsequentAcquisitionPercentage,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,
CashAndCashEquivalentsAtCarryingValue,9977.000,487703.000,380300.000,357077.000,291491.000,78826.000,2862.000,595939.000,509997.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,,10.500,10.500,10.500,10.500,10.500,10.500,0.020,
CommonStockSharesIssued,2156250.000,3362607.000,3377551.000,3386904.000,3416859.000,3532972.000,3653816.000,,3413938.000
CommonStockSharesOutstanding,2156250.000,3362607.000,3377551.000,3386904.000,3416859.000,3532972.000,3653816.000,3400322.000,3413938.000
CommonStockValue,25000.000,5062231.000,5145526.000,5225932.000,5514839.000,6689704.000,7909433.000,5020569.000,5162140.000
DebtInstrumentConvertibleConversionPrice1,,,,10.000,,,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,2690625.000,
DeferredOfferingCosts,110961.000,5848382.000,5907302.000,5907302.000,,,,,
DueFromOfficersOrStockholders,,,,,,,,2852000.000,
Liabilities,99178.000,2718427.000,2709065.000,2728325.000,2975038.000,4222931.000,5217354.000,240485.000,253204.000
LiabilitiesAndStockholdersEquity,120938.000,81492195.000,81340618.000,81279472.000,81237278.000,81310306.000,81085000.000,8260682.000,8131830.000
NotesPayableCurrent,95938.000,,,,,,,,
PrepaidExpenseCurrent,,275784.000,215462.000,157960.000,152901.000,387632.000,179957.000,185145.000,137661.000
RetainedEarningsAccumulatedDeficit,-3240.000,-62230.000,-145525.000,-225931.000,-514838.000,-1689703.000,-2909432.000,-20568.000,-162139.000
SharePrice,,10.500,10.500,,10.180,10.000,10.000,,
SharesSubjectToMandatoryRedemptionSettlementTermsAmount,,,,,,,,73443711.000,
StockholdersEquity,21760.000,5000001.000,5000001.000,5000001.000,-514838.000,5000001.000,5000001.000,5000001.000,5000001.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,21760.000,78773768.000,78631553.000,78551147.000,78262240.000,77087375.000,75867646.000,8020197.000,7878626.000
TemporaryEquityCarryingAmountAttributableToParent,,73773767.000,73631552.000,73551146.000,73262239.000,72087374.000,70867645.000,3020196.000,2878625.000
