,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,697000000.000,659000000.000,663000000.000,759000000.000,710000000.000,687000000.000,,,,,,,,,,,,,,,,,,
AccountsNotesAndLoansReceivableNetCurrent,621000000.000,697000000.000,659000000.000,663000000.000,759000000.000,710000000.000,687000000.000,619000000.000,670000000.000,696000000.000,634000000.000,696000000.000,712000000.000,724000000.000,688000000.000,643000000.000,567000000.000,563000000.000,477000000.000,437000000.000,407000000.000,434000000.000,456000000.000,405000000.000,520000000.000
AccountsPayableAndAccruedLiabilitiesCurrent,413000000.000,429000000.000,461000000.000,421000000.000,496000000.000,440000000.000,606000000.000,504000000.000,501000000.000,518000000.000,534000000.000,487000000.000,528000000.000,537000000.000,512000000.000,437000000.000,386000000.000,387000000.000,389000000.000,376000000.000,336000000.000,332000000.000,364000000.000,369000000.000,377000000.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,429000000.000,461000000.000,421000000.000,496000000.000,440000000.000,606000000.000,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,330000000.000,,,,425000000.000,,,,398000000.000,,,,351000000.000,,,,274000000.000,,,,259000000.000,,
AccruedEmployeeBenefitsCurrent,,,44000000.000,,,,46000000.000,,,,41000000.000,,,,48000000.000,,,,34000000.000,,,,42000000.000,,
AccruedIncomeTaxesCurrent,27000000.000,20000000.000,34000000.000,30000000.000,55000000.000,43000000.000,59000000.000,27000000.000,26000000.000,20000000.000,30000000.000,38000000.000,35000000.000,39000000.000,49000000.000,48000000.000,36000000.000,27000000.000,28000000.000,24000000.000,10000000.000,20000000.000,25000000.000,20000000.000,32000000.000
AccruedIncomeTaxesNoncurrent,,,50000000.000,,,,53000000.000,,,,47000000.000,,,,33000000.000,,,,17000000.000,,,,19000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2060000000.000,2111000000.000,1931000000.000,1928000000.000,,,1959000000.000,,,,2071000000.000,,,,2129000000.000,,,,2002000000.000,,,,2143000000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,2000000.000,2000000.000,2000000.000,4000000.000,,2000000.000,2000000.000,2000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,58000000.000,,,,75000000.000,,,,53000000.000,53000000.000,52000000.000,52000000.000,,72000000.000,71000000.000,71000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,163000000.000,,,,167000000.000,,,,154000000.000,134000000.000,127000000.000,138000000.000,,-74000000.000,-204000000.000,-186000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,108000000.000,126000000.000,106000000.000,92000000.000,108000000.000,71000000.000,92000000.000,107000000.000,75000000.000,70000000.000,103000000.000,83000000.000,77000000.000,90000000.000,-68000000.000,-144000000.000,-273000000.000,-255000000.000,-299000000.000,-344000000.000,-279000000.000,-290000000.000,-325000000.000,-445000000.000,-389000000.000
AdditionalPaidInCapital,60000000.000,60000000.000,18000000.000,4000000.000,17000000.000,16000000.000,20000000.000,22000000.000,27000000.000,32000000.000,39000000.000,43000000.000,51000000.000,57000000.000,49000000.000,9000000.000,,,,,,,,,
AllowanceForNotesAndLoansReceivableCurrent,5000000.000,5000000.000,4000000.000,4000000.000,4000000.000,4000000.000,5000000.000,5000000.000,8000000.000,8000000.000,8000000.000,12000000.000,11000000.000,8000000.000,7000000.000,7000000.000,8000000.000,8000000.000,7000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,10000000.000
AssetRetirementObligation,,,7000000.000,,,,18000000.000,,,,16000000.000,,,,15000000.000,,,,20000000.000,,,,22000000.000,,
Assets,3014000000.000,3102000000.000,3141000000.000,3086000000.000,3429000000.000,3369000000.000,4399000000.000,4376000000.000,4360000000.000,4340000000.000,4233000000.000,4455000000.000,4487000000.000,4298000000.000,4084000000.000,3977000000.000,3732000000.000,3236000000.000,3075000000.000,2955000000.000,2998000000.000,3033000000.000,3044000000.000,2929000000.000,3081000000.000
AssetsCurrent,1530000000.000,1580000000.000,1555000000.000,1486000000.000,1648000000.000,1617000000.000,1443000000.000,1415000000.000,1647000000.000,1604000000.000,1495000000.000,1615000000.000,1688000000.000,1501000000.000,1364000000.000,1315000000.000,1171000000.000,1178000000.000,1048000000.000,999000000.000,1028000000.000,1079000000.000,1089000000.000,1001000000.000,1104000000.000
