,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,71000.000,,,,38000.000,,,,91000.000,,,,173000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,9000.000,,,,49000.000,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,155000.000,182000.000,,106000.000,80000.000,547000.000,149000.000,364000.000,623000.000,220000.000,34000.000,72000.000,104000.000,78000.000,235000.000,101000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,134000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,71000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,290000.000,400000.000,193000.000,329000.000,291000.000,255000.000,111000.000,200000.000,-228000.000,232000.000,76000.000,556000.000,149000.000,232000.000,1737000.000,71000.000,223000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,-21000.000,,925000.000,2625000.000,-1451000.000,1161000.000,818000.000,-2539000.000,1193000.000,-1141000.000,1874000.000,3917000.000,-2297000.000,-15809000.000,1065000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,589000.000,-5048000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,1304000.000,,,,424000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,4463000.000,,,,540000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,3159000.000,,,,116000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,177000.000,0.000,,
AvailableForSaleSecuritiesGrossRealizedGains,102000.000,24000.000,104000.000,231000.000,1402000.000,898000.000,450000.000,-1000.000,0.000,0.000,0.000,0.000,,177000.000,,,
AvailableForSaleSecuritiesGrossRealizedLosses,287000.000,5000.000,7000.000,225000.000,1043000.000,773000.000,396000.000,-1000.000,0.000,0.000,0.000,0.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,4463000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,1410000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1893000.000,,,,3770000.000,,,,11283000.000,,,,75792000.000,,,,13646000.000
