,2016-09-30,2017-03-31
AllocatedShareBasedCompensationExpense,400000.000,2900000.000
AmortizationOfDebtDiscountPremium,,26000.000
AmortizationOfFinancingCosts,197000.000,209000.000
AssetRetirementObligationAccretionExpense,12000.000,12000.000
AssetRetirementObligationRevisionOfEstimate,,0.000
CapitalExpendituresIncurredButNotYetPaid,,168000.000
CostOfRevenue,14295000.000,15714000.000
DeferredIncomeTaxExpenseBenefit,,754000.000
DepreciationDepletionAndAmortization,7702000.000,7807000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,5256000.000,5754000.000
EarningsPerShareBasicAndDiluted,,-0.230
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,0.000
GainLossOnDispositionOfAssets1,,-268000.000
GrossProfit,14563000.000,13294000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3437000.000,-5191000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.230
IncomeTaxExpenseBenefit,1275000.000,935000.000
IncomeTaxesPaidNet,,2582000.000
IncreaseDecreaseInAccountsReceivable,,-3503000.000
IncreaseDecreaseInAssetRetirementObligations,,12000.000
IncreaseDecreaseInInventories,,-551000.000
IncreaseDecreaseInOtherOperatingAssets,,602000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1323000.000
InterestIncomeExpenseNet,-2802000.000,-1815000.000
InterestPaidNet,,427000.000
InventoryWriteDown,,60000.000
NetCashProvidedByUsedInFinancingActivities,,-8111000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-8111000.000
NetCashProvidedByUsedInInvestingActivities,,-2497000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2497000.000
NetCashProvidedByUsedInOperatingActivities,,5300000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,5300000.000
NetIncomeLoss,-4712000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,-6126000.000
NonoperatingIncomeExpense,-2888000.000,-1997000.000
OperatingIncomeLoss,-549000.000,-3194000.000
OperatingLeasesIncomeStatementLeaseRevenue,12396000.000,12804000.000
OtherCostOfOperatingRevenue,1356000.000,1136000.000
OtherNonoperatingIncomeExpense,-86000.000,-182000.000
OtherSalesRevenueNet,2583000.000,1989000.000
PaymentsOfStockIssuanceCosts,,1167000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,2000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,186000.000
PaymentsToAcquireProductiveAssets,,3153000.000
PaymentsToAcquirePropertyPlantAndEquipment,4914000.000,3405000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,,1094000.000
ProceedsFromStockOptionsExercised,,2000.000
ProvisionForDoubtfulAccounts,,30000.000
RepaymentsOfLongTermDebt,,6944000.000
Revenues,28858000.000,29008000.000
SalesRevenueNet,28858000.000,29008000.000
SellingGeneralAndAdministrativeExpense,15112000.000,16488000.000
ShareBasedCompensation,,2854000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,26386000.000
