,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,,798488.000,798614.000,804268.000,,972604.000,1080604.000,976435.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,2034697.000,2034711.000,,,,,
AccountsPayableCurrent,792901.000,,,,972551.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,45613.000,45613.000,45244.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,432142.000,,,,518570.000,518570.000,518570.000,518570.000
AdditionalPaidInCapital,1667790.000,1667790.000,1667790.000,1667790.000,1667790.000,1667790.000,1667790.000,1667790.000
AlternativeExcessNetCapital,,-1711716.000,-1726605.000,1772781.000,-1973311.000,-1985282.000,-2120937.000,2203182.000
Assets,501319.000,495839.000,480964.000,475839.000,380178.000,363228.000,353163.000,363186.000
AssetsCurrent,328461.000,322981.000,308106.000,302981.000,293748.000,276798.000,266733.000,276756.000
BankOverdrafts,,,,2.000,,,,
Cash,9.000,14.000,14.000,,7.000,7.000,7.000,23535.000
CashCashEquivalentsAndShortTermInvestments,183003.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000
CommonStockSharesIssued,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000
CommonStockSharesOutstanding,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000,82073890.000
CommonStockValue,8207.000,8207.000,8207.000,8207.000,8207.000,8207.000,8207.000,8207.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,3562878.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3169914.000,3214855.000,3229744.000,3275920.000,3562878.000,3574849.000,3710504.000,3792749.000
InterestReceivable,8665.000,,,,,,,
LiabilitiesAndStockholdersEquity,501319.000,495839.000,480964.000,475839.000,380178.000,363228.000,353163.000,363186.000
LiabilitiesCurrent,1995236.000,1191312.000,1191716.000,2075762.000,2267059.000,2262080.000,2387670.000,2479938.000
MachineryAndEquipmentGross,605000.000,,,,605000.000,605000.000,605000.000,605000.000
NotesAndLoansPayable,1157954.000,,,1225425.000,1248156.000,1243863.000,1261453.000,1458259.000
NotesPayable,1157954.000,,,,1248156.000,,,
NotesPayableRelatedPartiesClassifiedCurrent,44381.000,44897.000,44381.000,46067.000,46352.000,45613.000,45613.000,45244.000
OperatingLossCarryforwardsValuationAllowance,3169914.000,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,145449.000,132982.000,120515.000,108048.000,95581.000,83109.000,70642.000,58175.000
PropertyPlantAndEquipmentNet,172858.000,172858.000,172858.000,172858.000,86430.000,86430.000,86430.000,86430.000
RetainedEarningsAccumulatedDeficit,-3169914.000,,,,-3562878.000,,,
ShortTermInvestments,183003.000,189985.000,187577.000,194933.000,198160.000,193682.000,196084.000,195046.000
StockholdersEquity,-1493917.000,-1538858.000,-1553747.000,-1599923.000,-1886881.000,-1898852.000,-2034507.000,-2116752.000
