,2011-12-31,2012-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,7153.000,8403.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,217630.000,,
AllocatedShareBasedCompensationExpense,,217630.000,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,0.000,
AmortizationOfIntangibleAssets,,,9534.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-7312.000,-338536.000,,
CashPeriodIncreaseDecrease,,,-63922.000,22923.000
CostOfGoodsSold,13439562.000,16129474.000,15303597.000,16076512.000
CurrentFederalTaxExpenseBenefit,,48000.000,5869.000,1822115.000
CurrentIncomeTaxExpenseBenefit,,267000.000,5869.000,-9885.000
CurrentStateAndLocalTaxExpenseBenefit,,219000.000,,
DeferredIncomeTaxExpenseBenefit,,-857500.000,0.000,1832000.000
Depreciation,125330.000,149666.000,125093.000,165525.000
DepreciationAmortizationAndAccretionNet,,,134627.000,178691.000
DepreciationAndAmortization,132483.000,158069.000,134627.000,178691.000
EarningsPerShareBasic,0.020,0.040,0.000,-0.040
EarningsPerShareDiluted,0.010,0.040,0.000,-0.040
EffectiveIncomeTaxRateContinuingOperations,,0.237,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.648,,
EffectiveIncomeTaxRateReconciliationDeductions,,,0.025,1.809
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.019,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,-0.301,-2.910
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.052,0.038,0.045
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,-366.000,
GainLossOnDispositionOfAssets1,,,0.000,
GainLossOnDispositionOfProperty,-25720.000,50.000,,
GainLossOnSaleOfPropertyPlantEquipment,26414.000,50.000,0.000,
GeneralAndAdministrativeExpense,2566152.000,3185662.000,3311254.000,3748712.000
GrossProfit,7961440.000,10050640.000,8278422.000,8910366.000
IncomeLossFromContinuingOperations,,,-145808.000,-962016.000
