,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,5283000.000,6176000.000,6585000.000,5979000.000,5601000.000,5688000.000,6264000.000,6413000.000,5026000.000,5069000.000,5661000.000,4976000.000,5427000.000,4508000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,9129000.000,,,,7903000.000,,,,8580000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,2117000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,541000.000,,,,233000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1849000.000,1606000.000,1870000.000,2117000.000,2523000.000,2040000.000,1641000.000,346000.000,-289000.000,-552000.000,-182000.000,158000.000,-101000.000,181000.000
AdditionalPaidInCapitalCommonStock,78634000.000,78742000.000,78874000.000,78995000.000,79135000.000,79565000.000,79779000.000,79926000.000,80161000.000,80241000.000,80313000.000,80389000.000,80474000.000,80908000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,967000.000,1017000.000,1023000.000,1010000.000,1048000.000,1061000.000,1076000.000,1100000.000,1139000.000,1142000.000,1169000.000,1184000.000,1201000.000,1176000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,112446000.000,,
Assets,566416000.000,568233000.000,611124000.000,615957000.000,646156000.000,647634000.000,667588000.000,652962000.000,696150000.000,694338000.000,717607000.000,701497000.000,705681000.000,711101000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,133652000.000,131341000.000,130511000.000
AvailableForSaleSecurities,109102000.000,106139000.000,131501000.000,143851000.000,141718000.000,149989000.000,144029000.000,138730000.000,139112000.000,142507000.000,145815000.000,133936000.000,131235000.000,130844000.000
AvailableForSaleSecuritiesAmortizedCost,,,,140538000.000,137736000.000,146750000.000,141425000.000,138189000.000,139563000.000,143370000.000,146099000.000,133703000.000,131392000.000,130562000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,,,133857000.000,131157000.000,130765000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,172000.000,32000.000,71000.000,285000.000,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,3485000.000,4014000.000,3310000.000,2889000.000,,,,,,,
BadDebtReserveForTaxPurposesOfQualifiedLender,,,,,,,,2200000.000,,,,2300000.000,,
BankOwnedLifeInsurance,10834000.000,15939000.000,16069000.000,16205000.000,16339000.000,16698000.000,16826000.000,16956000.000,17086000.000,17216000.000,17337000.000,17459000.000,17584000.000,17708000.000
Capital,,,,90146000.000,,,,88670000.000,,,,92586000.000,,
CapitalRequiredForCapitalAdequacy,,,,33961000.000,,,,37077000.000,,,,40547000.000,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,0.080,,,,0.080,,,,0.080,,
CapitalToRiskWeightedAssets,,,,0.212,,,,0.191,,,,0.183,,
CashAndCashEquivalentsAtCarryingValue,28570000.000,24944000.000,38315000.000,,,,,,,,,,,
CashAndDueFromBanks,11118000.000,11024000.000,17256000.000,12334000.000,11474000.000,19086000.000,11953000.000,13737000.000,11496000.000,10728000.000,11375000.000,9437000.000,11621000.000,9234000.000
CashCashEquivalentsAndFederalFundsSold,28570000.000,24944000.000,38315000.000,27923000.000,46401000.000,30279000.000,46250000.000,25618000.000,35674000.000,14942000.000,33471000.000,12667000.000,18356000.000,23801000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
