,2011-06-30,2011-09-30,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.000
GeneralAndAdministrativeExpense,1800.000,800.000,985.000
IncreaseDecreaseInDueToOfficersAndStockholders,1800.000,1800.000,3585.000
NetCashProvidedByUsedInOperatingActivities,0.000,-1800.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,-1800.000,
NetIncomeLoss,-1800.000,-800.000,-985.000
OperatingExpenses,,800.000,985.000
OperatingIncomeLoss,-1800.000,,
ProceedsFromIssuanceOfCommonStock,0.000,0.000,
Revenues,0.000,0.000,
SalesRevenueNet,0.000,0.000,
ShareBasedCompensation,0.000,0.000,
StockIssuedDuringPeriodValueShareBasedCompensation,0.000,,
