,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,253884000.000,221557000.000,246012000.000,299288000.000,368970000.000,304945000.000,290324000.000,263770000.000,244378000.000,259060000.000,271171000.000,263006000.000,268719000.000,207313000.000,178858000.000,149322000.000,134212000.000,107709000.000,112894000.000,108066000.000,94365000.000,83488000.000,93788000.000
AccountsPayableCurrentAndNoncurrent,,,,,,32000.000,,,,0.000,,,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,188065000.000,137060000.000,127861000.000,118072000.000,80082000.000,109131000.000,118661000.000,117875000.000,128566000.000,82557000.000,82648000.000,58180000.000,49291000.000,48501000.000,46686000.000,45379000.000,40741000.000,34770000.000,38246000.000
AccountsReceivableGrossCurrent,,,,,,396487000.000,,,,384862000.000,,,,350780000.000,,,,154235000.000,,,,114000000.000,
AccountsReceivableNet,,,,,,0.000,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,345441000.000,301515000.000,302349000.000,321763000.000,437045000.000,394267000.000,398345000.000,334405000.000,372389000.000,383461000.000,364513000.000,415277000.000,388359000.000,347137000.000,295774000.000,228960000.000,206392000.000,149753000.000,138893000.000,141904000.000,128008000.000,112037000.000,111189000.000
AccruedIncomeTaxesCurrent,3498000.000,4983000.000,5396000.000,4916000.000,8040000.000,8785000.000,4687000.000,5139000.000,3471000.000,10022000.000,6364000.000,3646000.000,3638000.000,2430000.000,2320000.000,0.000,1318000.000,3108000.000,3009000.000,2059000.000,2465000.000,311000.000,391000.000
AccruedInsuranceCurrent,,,,27483000.000,29500000.000,18559000.000,21807000.000,23058000.000,26488000.000,14785000.000,15194000.000,16356000.000,16110000.000,15915000.000,15880000.000,15972000.000,13353000.000,12128000.000,12115000.000,12392000.000,11757000.000,11210000.000,11431000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,201983000.000,,,,163462000.000,,,,167193000.000,,,,127420000.000,,,,124981000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,-1213000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,13944000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13471000.000,14570000.000,13449000.000,13088000.000,13709000.000,13504000.000,12731000.000,11373000.000,10131000.000,8807000.000,5959000.000,7190000.000,5123000.000,2788000.000,-2353000.000,-549000.000,-5723000.000,-6009000.000,-3826000.000,-3565000.000,-3787000.000,-4234000.000,-3748000.000
AdditionalPaidInCapitalCommonStock,678304000.000,680289000.000,682675000.000,684201000.000,685831000.000,687101000.000,685596000.000,687447000.000,689226000.000,691123000.000,693011000.000,694774000.000,698253000.000,703728000.000,738866000.000,740697000.000,742394000.000,745214000.000,746480000.000,747581000.000,748447000.000,749303000.000,750202000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,2220000.000,,,,1401000.000,,,,3643000.000,,,,4482000.000,,,,,
Assets,1036010000.000,861771000.000,857644000.000,868801000.000,975187000.000,978246000.000,888168000.000,863054000.000,864046000.000,870668000.000,865588000.000,842394000.000,784947000.000,692207000.000,613203000.000,557206000.000,513830000.000,445608000.000,431372000.000,416464000.000,382828000.000,363036000.000,366285000.000
AssetsCurrent,555491000.000,486916000.000,489098000.000,503976000.000,619693000.000,652782000.000,569703000.000,559392000.000,568189000.000,581870000.000,586319000.000,586415000.000,542770000.000,452856000.000,404510000.000,356305000.000,321938000.000,258179000.000,243274000.000,236268000.000,208048000.000,194166000.000,202895000.000
AssetsHeldForSaleCurrent,48995000.000,32758000.000,26699000.000,,,62804000.000,56351000.000,46932000.000,43948000.000,58723000.000,15999000.000,,,7057000.000,1700000.000,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,3774000.000,328000.000,86000.000,16000.000,9050000.000,
