,2012-03-31,2012-09-30
CashPeriodIncreaseDecrease,0.000,
EarningsPerShareBasicAndDiluted,-0.000,-0.000
GeneralAndAdministrativeExpense,450.000,5159.000
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccountsPayable,3896.000,
InterestExpense,3943.000,4213.000
InterestPaid,0.000,
NetCashProvidedByUsedInFinancingActivities,497.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,497.000,
NetCashProvidedByUsedInInvestingActivities,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInOperatingActivities,-497.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-497.000,
NetIncomeLoss,-4393.000,-9372.000
OperatingExpenses,450.000,5159.000
OperatingIncomeLoss,-450.000,-5159.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,497.000,
Revenues,0.000,
SalesRevenueNet,0.000,
ShareBasedCompensation,0.000,
StockIssuedDuringPeriodValueOther,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,283981284.000,283981284.000
