,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccretionOfDiscount,,,4889.000,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesPayments,,,,,,,,,,,9527.000,,,,
AmortizationOfFinancingCosts,4664.000,28461.000,159553.000,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,218631.000,,,,74818.000,,,,10933.000,,,,10933.000
AssetImpairmentCharges,,,,,,,,,,,,,,,6500000.000
AssetRetirementObligationAccretionExpense,,,,,,,34979.000,36723.000,37982.000,38680.000,36648.000,114437.000,17650.000,17038.000,34214.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,10036.000,,,,,,,,25939.000
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,-978.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-402555.000,,,,86342.000,,,,-698940.000,,,,358432.000
CurrentIncomeTaxExpenseBenefit,-54160.000,-50996.000,222869.000,-61932.000,194828.000,,618033.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,14317.000,7122.000,-222869.000,61932.000,-194828.000,,-618033.000,,,,,,,,
DepreciationAndAmortization,488601.000,972972.000,661469.000,991938.000,1339554.000,2678241.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,661469.000,,,,1115502.000,1679138.000,1082315.000,1064659.000,1140355.000,739941.000,6943555.000,330685.000,377369.000
DerivativeGainLossOnDerivativeNet,,,,,,,-210754.000,,,,-37039.000,,,,
EarningsPerShareBasic,,,,0.030,-0.020,,0.110,0.010,,,0.070,0.090,-0.370,0.070,0.000
EarningsPerShareBasicAndDiluted,-0.000,-0.020,0.040,0.030,-0.040,-0.180,,,0.040,,,,,,
EarningsPerShareDiluted,,,,0.030,-0.020,,0.090,0.010,,,0.060,0.070,-0.300,0.050,0.000
EnvironmentalRemediationExpense,,,,,,,,,,,11000.000,,,,
ExplorationAbandonmentAndImpairmentExpense,,49234.000,,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,75857.000,346555.000,-473913.000,1435824.000,-447010.000,60185.000,-130192.000,107635.000,-304858.000,57646.000,-50653.000,-82568.000,88068.000,41674.000,
GainLossOnSaleOfDerivatives,,,,,,,,,,,-13614.000,,,,
GainLossOnSaleOfOilAndGasProperty,599100.000,,,,-47607.000,,,,,,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,-900000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,858452.000,,,,,,,,
GasGatheringTransportationMarketingAndProcessingCosts,,,,,,,,42572.000,16750.000,,24623.000,47695.000,12541.000,17877.000,24145.000
GeneralAndAdministrativeExpense,1100147.000,862717.000,671070.000,1561920.000,500975.000,117038.000,322825.000,263407.000,251551.000,169282.000,209960.000,223694.000,203866.000,58093.000,55783.000
ImpairmentOfOilAndGasProperties,,,,1775796.000,,,,,,,,,6500000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-106440.000,-293429.000,658145.000,475252.000,-605973.000,-2886719.000,1817743.000,240284.000,673533.000,621176.000,1162491.000,1557628.000,-5979567.000,795819.000,-24423.000
IncomeTaxExpenseBenefit,-39843.000,-43874.000,,,,,,,,,,,,,
