,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30
AccountsPayableCurrent,28643.000,58855.000,79147.000,73282.000,294407.000,374008.000
AccountsReceivableNetCurrent,,,,,,4000.000
AccruedProfessionalFeesCurrent,,45000.000,,,,
AdditionalPaidInCapitalCommonStock,1676575.000,1758080.000,3191333.000,3855706.000,5688731.000,6374323.000
Assets,70287.000,31446.000,15904.000,15683.000,1360.000,4148.000
AssetsCurrent,70287.000,31446.000,15904.000,15683.000,1360.000,4148.000
Cash,45890.000,2491.000,4202.000,3981.000,1360.000,148.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,20784238.000,85056952.000,280490856.000,280490856.000,273365856.000,273866.000
CommonStockSharesOutstanding,20784238.000,85056952.000,360480000.000,280490856.000,273365856.000,273866.000
CommonStockValue,20784.000,85057.000,280491.000,280491.000,273366.000,274.000
DepositLiabilitiesAccruedInterest,,,,,6644.000,13234.000
DueToRelatedParties,,1860.000,4007.000,4007.000,,
DueToRelatedPartiesCurrent,1860.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,4007.000,4007.000
InventoryNet,24397.000,24396.000,,,,
Liabilities,,,90318.000,309453.000,,
LiabilitiesAndStockholdersEquity,70287.000,31446.000,15904.000,15683.000,1360.000,4148.000
LiabilitiesCurrent,37667.000,112879.000,,,590578.000,760179.000
NotesPayable,,,,,291644.000,388234.000
NotesPayableRelatedPartiesCurrent,,,,225000.000,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,285000.000,375000.000
PrepaidExpenseCurrent,,4559.000,11702.000,11702.000,,
RetainedEarningsAccumulatedDeficit,-1664739.000,-1924570.000,-3546238.000,-4429967.000,-6551315.000,-7130628.000
SharesIssued,,,,,1600000.000,
StockholdersEquity,32620.000,-81433.000,-74414.000,-293770.000,-589218.000,-756031.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-74414.000,-293770.000,,
