,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,14335.000,,,,,,2941939.000,,,,,,,
ComprehensiveIncomeNetOfTax,-7264.000,-4665.000,-3465.000,-8694.000,-5840.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,0.340
GeneralAndAdministrativeExpense,6139.000,2265.000,,,,,,5665.000,1680.000,3727.000,2146.000,1818.000,5512.000,1865.000,818.000
IncomeLossFromContinuingOperations,,,,,,-1859.000,-1880.000,-44872.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,-49520.000,-15273.000,,-19478.000,-14437.000,-14414.000,-818.000
IncomeTaxExpenseBenefit,,,0.000,0.000,,,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,-300.000
IncomeTaxReconciliationOtherReconcilingItems,,,,,,,,,,,,,,,300.000
IncomeTaxesPaidNet,,,,,,,,0.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,18088.000,,,,,,,-1920.000
InterestPaid,,,,,,,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,19000.000,,,,,,2968723.000,,,,19478.000,,,2738.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,19000.000,,,,,,2968723.000,,,,19478.000,,,2738.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,0.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-4665.000,,,,,,-26784.000,,,,-19478.000,,,-2738.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4665.000,,,,,,-26784.000,,,,-19478.000,,,-2738.000
NetIncomeLoss,,,,-8694.000,,-1859.000,-1880.000,-44872.000,-49520.000,-15273.000,-5375.000,-19478.000,-14437.000,-14414.000,-818.000
OperatingExpenses,7264.000,4665.000,3465.000,8694.000,5840.000,1859.000,1880.000,44872.000,49520.000,15273.000,5375.000,19478.000,14437.000,14414.000,818.000
OperatingIncomeLoss,-7264.000,-4665.000,-3465.000,-8694.000,-5840.000,,,,,,,,,,
OriginationOfNotesReceivableFromRelatedParties,,,,,,,,,,,,4754961.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,0.000,0.000,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,0.000,,,,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterest,,,,,,-1859.000,-1880.000,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,1980.000,7519.000,,659.000,380.000,,,,,,,,
ProceedsFromContributedCapital,,,,,,,,375.000,,,,,,,
ProceedsFromContributionsFromAffiliates,,,,,,,,375.000,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,2942939.000,,,,,,,
ProceedsFromLoans,,,,,,,,25409.000,,,,,,,
ProceedsFromOtherShortTermDebt,,,,,,,,,,,,,,,1525.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,19478.000,,,1213.000
ProfessionalFees,1125.000,2400.000,1485.000,1175.000,3800.000,1200.000,1500.000,39207.000,47840.000,11546.000,3229.000,17660.000,8925.000,11400.000,
ProfitLoss,-7264.000,-4665.000,-3465.000,,,,,-44872.000,,,,,,,
RestructuringCharges,,,,,,0.000,0.000,0.000,,,,,,,
Revenues,,,0.000,0.000,,0.000,0.000,0.000,,,,,,,
SalesRevenueNet,,,0.000,0.000,,0.000,0.000,0.000,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,,,,,,,300.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,10000005.000,10000005.000,10509427.000,11303543.000,11499297.000,-22071459.000,11663448.000,11663448.000,11663448.000,11663448.000
WeightedAverageNumberOfSharesOutstandingBasic,10000005.000,10000005.000,,,,,,,,,,,,,
