,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
CashPeriodIncreaseDecrease,-10192.000,,,,-4157.000,,,
EarningsPerShareBasicAndDiluted,,,,,-0.020,-0.010,-0.020,0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.150,,,,0.150,,,
ExchangeFees,556.000,1017.000,1523.000,-1.000,763.000,634.000,1414.000,1494.000
FranchiseCosts,,400.000,,,1364.000,,,
IncomeLossFromContinuingOperations,10331.000,,,,19703.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,139.000,,,,15546.000,,,
NetCashProvidedByUsedInOperatingActivities,-10192.000,,,,-4157.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10192.000,,,,-4157.000,,,
NetIncomeLoss,-10331.000,-2983.000,-8368.000,-4749.000,-19703.000,-5458.000,-22872.000,15494.000
OperatingExpenses,10331.000,2983.000,8368.000,4749.000,19703.000,5458.000,22872.000,-15494.000
OtherCostOfServices,121.000,66.000,45.000,246.000,28.000,584.000,,
PreOpeningCosts,,,5300.000,,12498.000,340.000,12508.000,-13148.000
ProfessionalFees,9654.000,1500.000,1500.000,-3654.000,4500.000,1500.000,6000.000,-3000.000
ProfitLoss,-10331.000,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,-1550.000,,,,2955.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,875000.000,875000.000,929812.000,-1751316.000,1032428.000,1032428.000,1032428.000,-2064856.000
