,2012-02-29
AccountsPayableCurrent,302368.000
AccountsPayableRelatedPartiesCurrent,171424.000
AccountsReceivableNetCurrent,83841.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,10680.000
AdditionalPaidInCapitalCommonStock,1553103.000
AllowanceForDoubtfulAccountsReceivableCurrent,7200.000
Assets,4334132.000
AssetsCurrent,144219.000
AssetsNoncurrent,4048606.000
CashAndCashEquivalentsAtCarryingValue,18605.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,500000000.000
CommonStockSharesIssued,21404000.000
CommonStockSharesOutstanding,21404000.000
CommonStockValue,214040.000
DeferredRevenue,110083.000
DeferredRevenueCurrent,32000.000
DueToOtherRelatedPartiesClassifiedCurrent,34800.000
EmployeeRelatedLiabilitiesCurrent,321061.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,159550.000
FiniteLivedTrademarksGross,5000.000
Goodwill,971971.000
IntangibleAssetsNetExcludingGoodwill,3031450.000
InventoryNet,27593.000
Liabilities,5092027.000
LiabilitiesAndStockholdersEquity,4334132.000
LiabilitiesCurrent,4598952.000
LiabilitiesNoncurrent,493075.000
LinesOfCreditCurrent,48648.000
LongTermDebt,357073.000
NotesPayable,3749026.000
OtherAccruedLiabilitiesCurrent,145849.000
OtherAssetsCurrent,14180.000
OtherAssetsNoncurrent,40185.000
OtherLiabilitiesNoncurrent,25919.000
PropertyPlantAndEquipmentNet,141307.000
RetainedEarningsAccumulatedDeficit,-2410975.000
StockholdersEquity,-757895.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-757895.000
