,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,,,,,,,,5000.000,,,
AccountsPayableAndAccruedLiabilitiesCurrent,40000.000,587073.000,718317.000,845185.000,1080590.000,,,,1989369.000,1085314.000,1135457.000,1134355.000,1185763.000,1249720.000,1339514.000,1378988.000,1400492.000,1410084.000,1505037.000,1488924.000,1529746.000,1561951.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,45000.000,35000.000,
AccountsPayableCurrent,,,,,,1205605.000,1238061.000,1963257.000,400000.000,,,,22978.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,314298.000,379347.000,231866.000,275558.000,403473.000,354863.000,585462.000,732484.000,901953.000,934102.000,1008956.000,1065882.000,1218269.000,1018909.000,1556291.000,1699415.000,2880092.000,3412824.000,3050511.000,1742315.000,2024952.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,227066.000,275558.000,,,,709984.000,870453.000,893602.000,959456.000,1007382.000,1150769.000,942409.000,1470791.000,1604915.000,2776592.000,2776592.000,2929011.000,,
AccountsReceivableNetCurrent,,,,,,,,,,15000.000,39500.000,106818.000,168128.000,163052.000,266925.000,457603.000,310500.000,1164532.000,1730769.000,31353.000,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,1469668.000,31352.000,41334.000
AccruedLiabilitiesCurrent,,,1680485.000,,,,,,,,,,,,1300.000,1300.000,,,,,,
AdditionalPaidInCapital,,4888278.000,4888278.000,5296428.000,6466047.000,,,,8008042.000,8963736.000,9724407.000,11941114.000,15609309.000,15182147.000,16443871.000,15550467.000,17586393.000,17524889.000,16930391.000,16930391.000,16735050.000,16679183.000
AdditionalPaidInCapitalCommonStock,3052000.000,,,,,6663596.000,7347054.000,7476498.000,,,,,,,,,,,,,,
AdvancesToAffiliate,,,,,,,,,,,,,,2500.000,2500.000,2500.000,,,3400.000,3400.000,3400.000,3400.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,5520.000,,
Assets,40000.000,16762.000,26889.000,903875.000,25186.000,,38847.000,44121.000,58084.000,3378677.000,3186687.000,2961834.000,2710954.000,2435667.000,2251269.000,2228278.000,577181.000,1509841.000,2184006.000,1620614.000,90971.000,113383.000
AssetsCurrent,0.000,16762.000,,,,25089.000,31312.000,36586.000,50549.000,96052.000,193040.000,257165.000,295263.000,308953.000,408534.000,674521.000,564646.000,1497306.000,2171471.000,1608079.000,78436.000,100848.000
BridgeLoan,,,,,,,,,,,,,,,,,,,900.000,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,884727.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,566798.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,3254546.000,,,,,,,,,,,,,,,,,
Cash,0.000,16762.000,26889.000,3538.000,214.000,117.000,281.000,55.000,9097.000,53100.000,99663.000,82649.000,27447.000,41213.000,36921.000,,111133.000,189863.000,,79361.000,18297.000,29962.000
CashAndCashEquivalentsAtCarryingValue,,16762.000,26889.000,3538.000,214.000,117.000,281.000,55.000,9097.000,53100.000,99663.000,82649.000,27447.000,41213.000,36921.000,112230.000,111133.000,189863.000,295459.000,79361.000,18297.000,29962.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,112230.000,,,,,,
CommonStockAdditionalSeriesParOrStatedValuePerShare,,0.001,0.001,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,299019.000,299019.000,,,,88000.000,161589.000,161589.000,161589.000,163672.000,163672.000,75672.000,75672.000,75672.000,75672.000,75672.000,75672.000,75672.000,75672.000
