,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,501000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,28990.000,
AmortizationOfDebtDiscountPremium,187819.000,403004.000
AmortizationOfFinancingCostsAndDiscounts,33859.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,122846000.000,12003953065.000
BusinessCombinationAcquisitionRelatedCosts,-74446.000,1682.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-391.000,13081.000
CostOfGoodsAndServicesSold,34275.000,4178.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,583500.000
DeferredFederalIncomeTaxExpenseBenefit,-1301000.000,
DeferredOtherTaxExpenseBenefit,4000.000,
DerivativeGainLossOnDerivativeNet,,987000.000
EarningsPerShareBasicAndDiluted,-0.140,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EquityIssuancePerShareAmount,1.000,
ExtinguishmentOfDebtAmount,-74000.000,
ExtinguishmentOfDebtGainLossIncomeTax,,212000.000
ExtinguishmentOfDebtGainLossNetOfTax,134000.000,
FairValueAdjustmentOfWarrants,48990.000,
FairValueAssumptionsExpectedVolatilityRate,0.257,
FairValueAssumptionsRiskFreeInterestRate,0.008,
GainLossOnSaleOfDerivatives,-227000.000,
GainLossRelatedToLitigationSettlement,,-91374.000
GainsLossesOnExtinguishmentOfDebt,-395000.000,-623000.000
GeneralAndAdministrativeExpense,2398002.000,1220883.000
GrossProfit,124763.000,21229.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,195678.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-2270930.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3826483.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,336000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-560000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,11000.000
IncomeTaxReconciliationOtherAdjustments,,1000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,628805.000,439829.000
IncreaseDecreaseInAccountsPayableRelatedParties,-29653.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,284043.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-12001.000,1200.000
InterestExpense,40402.000,
InterestExpenseDebt,,1264668.000
InterestExpenseOther,931244.000,
InterestRevenueExpenseNet,18207.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,271625.000
MarketingAndAdvertisingExpense,96670.000,1615.000
NetCashProvidedByUsedInFinancingActivities,889820.000,135270.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,889820.000,135270.000
NetCashProvidedByUsedInInvestingActivities,4900.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,4900.000,
NetCashProvidedByUsedInOperatingActivities,-895111.000,-122189.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-895111.000,-122189.000
NetIncomeLoss,-3826483.000,-2270930.000
NonoperatingIncomeExpense,,-875598.000
NotesIssued1,,40000.000
OperatingExpenses,2398002.000,1416561.000
OperatingIncomeLoss,-2273239.000,-1395332.000
OtherExpenses,227000.000,
OtherNonoperatingIncome,,9790.000
OtherNonoperatingIncomeExpense,-1553244.000,
PaymentsOfDistributionsToAffiliates,-29653.000,
ProceedsFromContributedCapital,,39792.000
ProceedsFromConvertibleDebt,,156500.000
ProceedsFromIssuanceOfCommonStock,115000.000,
ProceedsFromIssuanceOfDebt,265750.000,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,24000.000
ProceedsFromLoanOriginations1,-250000.000,
ProceedsFromNotesPayable,802340.000,
RepaymentsOfNotesPayable,43270.000,45230.000
Revenues,159038.000,25407.000
SalesRevenueNet,159038.000,25407.000
StockIssued1,343936.000,113167.000
StockIssuedDuringPeriodSharesNewIssues,2000000.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,265012.000
StockIssuedDuringPeriodValueIssuedForServices,917271.000,31500.000
StockIssuedDuringPeriodValueNewIssues,39675.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,1138000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,27813925.000,177043426.000
