,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-871000.000,,,,-591000.000
AllocatedShareBasedCompensationExpense,1772000.000,1922000.000,2005000.000,1716000.000,2092000.000,2136000.000,2124000.000,3702000.000,3597000.000
AmortizationOfIntangibleAssets,542000.000,261000.000,767000.000,1842000.000,1827000.000,,,,3611000.000
AmortizationOfLeasedAsset,27000.000,26000.000,32000.000,33000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,802000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,574000.000,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,-329000.000,,-4000.000,-1000.000,9000.000,0.000,
CapitalExpendituresIncurredButNotYetPaid,1557000.000,,,,933000.000,,,,2737000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,630547000.000,,,,12851000.000,,,,20205000.000
ComprehensiveIncomeNetOfTax,,24484000.000,10640000.000,,4753000.000,16384000.000,8629000.000,-1660000.000,3818000.000
CostOfRevenue,31851000.000,33602000.000,38394000.000,42293000.000,41923000.000,43214000.000,35433000.000,38599000.000,38285000.000
CostsAndExpenses,68285000.000,71622000.000,86586000.000,94322000.000,99360000.000,96998000.000,95987000.000,97609000.000,101990000.000
DeferredIncomeTaxExpenseBenefit,-493000.000,,,,-1252000.000,,,,-113000.000
Depreciation,4373000.000,4551000.000,4759000.000,5538000.000,6567000.000,,,,8874000.000
DepreciationDepletionAndAmortization,4915000.000,4812000.000,5526000.000,7380000.000,8394000.000,8496000.000,8904000.000,11490000.000,12485000.000
EarningsPerShareBasic,0.100,0.180,0.070,0.100,0.020,0.110,0.050,0.000,0.020
EarningsPerShareDiluted,0.100,0.170,0.070,0.110,0.020,0.110,0.050,0.000,0.020
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,911000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,911000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,-117000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,,,,,,3006000.000,,
GainLossOnDispositionOfAssets,,,,,534000.000,,,,
GainLossOnDispositionOfAssets1,-4000.000,,,,,,,,
GeneralAndAdministrativeExpense,24258000.000,25327000.000,32437000.000,33007000.000,36552000.000,31461000.000,37209000.000,32053000.000,35845000.000
GoodwillPeriodIncreaseDecrease,0.000,0.000,,,,,,,
