,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1583499.000,1140904.000,1413579.000,2181154.000,1036766.000,1446415.000,4518237.000
AccountsReceivableNetCurrent,24231.000,115672.000,121586.000,399106.000,532359.000,170095.000,574602.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-931014.000,-1498533.000,-1862329.000,-999398.000,-1092940.000,-1265575.000,-1732165.000
AdditionalPaidInCapital,1713992.000,1819735.000,2175973.000,2940539.000,4669135.000,5085499.000,
AdditionalPaidInCapitalCommonStock,,,,,,,6001261.000
Assets,1430339.000,719108.000,5255498.000,4040722.000,9096151.000,6801989.000,8599075.000
AssetsCurrent,1430339.000,719108.000,5255498.000,4040722.000,9096151.000,6801989.000,8580798.000
CashAndCashEquivalentsAtCarryingValue,971863.000,192256.000,4350350.000,2643937.000,7973437.000,6172564.000,7666164.000
CommitmentsAndContingencies,,,,,,0.000,
CommonStockSharesIssued,,,,72193209.000,84323934.000,,91246676.000
CommonStockSharesOutstanding,,64524320.000,66637653.000,72193209.000,84323934.000,84534684.000,91246676.000
CommonStockSharesSubscriptions,0.000,0.000,0.000,0.000,,,
CommonStockValue,18792322.000,19109428.000,20658387.000,24347930.000,30569600.000,30897064.000,38844767.000
DerivativeLiabilitiesCurrent,,,,,3303277.000,3014902.000,4989801.000
DerivativeLiabilitiesNoncurrent,1846083.000,361909.000,830378.000,1725760.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,977415.000
Liabilities,3429582.000,1823660.000,7243957.000,4056914.000,4340043.000,4461317.000,9508038.000
LiabilitiesAndStockholdersEquity,1430339.000,719108.000,5255498.000,4040722.000,9096151.000,6801989.000,8599075.000
LiabilitiesCurrent,1583499.000,1461751.000,6413579.000,2331154.000,4340043.000,4461317.000,9508038.000
NotesPayableCurrent,,200000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1198400.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,239664.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,232680.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,225900.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,219252.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,246852.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,34052.000
OtherAssetsCurrent,,,,495415.000,0.000,0.000,
OtherAssetsNoncurrent,,,,,,,18277.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,340032.000
PrepaidExpenseCurrent,434245.000,411180.000,783562.000,502264.000,590355.000,459330.000,
RetainedEarningsAccumulatedDeficit,-21574543.000,-20535182.000,-22960490.000,-26305263.000,-29389687.000,-32376316.000,-44022826.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,6994168.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,9785000.000
ShortTermInvestments,0.000,0.000,0.000,0.000,,,
StockholdersEquity,-1999243.000,-1104552.000,-1988459.000,-16192.000,4756108.000,2340672.000,-908963.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1999243.000,-1104552.000,-1988459.000,-16192.000,4756108.000,2340672.000,-908963.000
