,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilities,22788.000,149715.000,157456.000,16977.000,176453.000,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,208474.000,222655.000,223137.000,225738.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,,195776.000,216198.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-20256.000,-14104.000,-15270.000,-14553.000,-14553.000,-14553.000,-14553.000,-14553.000,-14553.000,-14553.000,-14553.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-93413.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,899514.000,1237736.000,1237736.000,1617569.000,1617569.000,1783228.000,1809314.000,1855126.000,1863266.000,1876864.000,1909709.000
Assets,133850.000,170239.000,131411.000,271795.000,145709.000,64310.000,65371.000,14529.000,7089.000,4978.000,28196.000
AssetsCurrent,119812.000,169790.000,129128.000,248695.000,122609.000,41210.000,42271.000,14529.000,7089.000,4978.000,28196.000
CapitalizedComputerSoftwareGross,4454.000,5617.000,5617.000,5617.000,5617.000,,,5617.000,5617.000,5617.000,5617.000
Cash,43844.000,93822.000,53160.000,28684.000,64992.000,3710.000,7896.000,14529.000,7089.000,4978.000,28196.000
CashAndCashEquivalentsAtCarryingValue,43844.000,93822.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,62855.000,66088.000,91088.000,69231.000,69231.000,75807.000,76118.000,81506.000,83866.000,85268.000,87649.000
CommonStockSharesAuthorized,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000
CommonStockSharesIssued,,,,,,75514537.000,76118360.000,81505862.000,83865862.000,85267731.000,87648683.000
CommonStockSharesSubscriptions,,,,,,,,,,,11040.000
ConvertibleNotesPayable,48000.000,411252.000,411252.000,97500.000,102500.000,,,524500.000,528863.000,597448.000,694293.000
ConvertibleNotesPayableCurrent,469000.000,,,97500.000,102500.000,475623.000,434243.000,,,,
DepositLiabilityCurrent,,150000.000,150000.000,,,,,,,,
Deposits,150000.000,,,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000
DepositsAssets,150000.000,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1651306.000,-1941562.000,-1998588.000,-2291133.000,-2547725.000,-2779009.000,-2881215.000,-2992480.000,-3029722.000,-3103342.000,-3215868.000
FixturesAndEquipmentGross,8936.000,,,,,,,,,,
FurnitureAndFixturesGross,,8936.000,8936.000,8936.000,8936.000,8936.000,8936.000,8936.000,8936.000,8936.000,8936.000
Goodwill,,,,,,0.000,0.000,,,0.000,
InventoryFinishedGoodsAndWorkInProcess,,,,,,0.000,0.000,,,,
InventoryGross,,75968.000,,,,,,,,,
InventoryNet,-75968.000,,75968.000,75968.000,,,,,,0.000,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,,,,,,23100.000,23100.000,,,,
InvestmentsInAndAdvancesToAffiliatesAtFairValue,,,,23100.000,23100.000,,,,,0.000,
LeaseholdImprovementsGross,20904.000,,3000.000,,,0.000,0.000,,,0.000,
Liabilities,822787.000,807977.000,801175.000,876128.000,1006634.000,984284.000,1061154.000,1070377.000,1089679.000,1146188.000,1235666.000
LiabilitiesAndStockholdersEquity,133850.000,170239.000,131411.000,271795.000,145709.000,64310.000,65371.000,14529.000,7089.000,4978.000,28196.000
LiabilitiesCurrent,822787.000,807977.000,801175.000,876128.000,1006634.000,984284.000,1061154.000,1070377.000,1089679.000,1146188.000,1235666.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,0.000,0.000,,,0.000,
MachineryAndEquipmentGross,,,,,,5617.000,5617.000,,,,
NotesPayable,94843.000,72510.000,57967.000,69168.000,168662.000,,,162903.000,163661.000,151103.000,141135.000
NotesPayableCurrent,,,,,,138385.000,236213.000,,,,
OtherAssets,,,,23100.000,23100.000,23100.000,23100.000,,,0.000,
OtherLoansPayable,24500.000,24500.000,24500.000,24500.000,24500.000,,,24500.000,24500.000,24500.000,24500.000
OtherLoansPayableCurrent,,,24500.000,24500.000,,24500.000,24500.000,,,,
PrepaidExpense,,,,-144043.000,57617.000,,,,,,
PrepaidExpenseAndOtherAssets,,,,,,37500.000,34375.000,,,,
PrepaidExpenseCurrent,,,,-144043.000,,,,,,0.000,
PropertyPlantAndEquipmentGross,34294.000,14553.000,17553.000,14553.000,14553.000,,,14553.000,14553.000,14553.000,14553.000
PropertyPlantAndEquipmentNet,14038.000,449.000,2283.000,14553.000,14553.000,0.000,0.000,,,0.000,
PropertyPlantAndEquipmentOwnedGross,,,,,,14553.000,14553.000,,,,
StockholdersEquity,-688937.000,,,,-860925.000,,,-1055848.000,,,
StockholdersEquityBeforeTreasuryStock,,,,,,-919974.000,-995783.000,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-688937.000,-637738.000,-669764.000,-604333.000,-860925.000,-919974.000,-995783.000,-1055848.000,-1082590.000,-1141210.000,-1207470.000
