,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,335000.000,,,,5230000.000,,,,240000.000,,402000.000,,,,6060000.000,,,,-1406000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,883000.000,,,,1452000.000,,,,1814000.000,,2544000.000,,,,1048000.000,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,917000.000,,,,78000.000,,,,918000.000,,,,,,,,,,3828000.000
AffiliateCosts,,,,,,,,,,,3023000.000,3034000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,1376000.000,1661000.000,,,,,,,,,,,,,,,,
AmortizationOfDeferredSalesCommissions,,,,,,,,,,,2500000.000,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,3201000.000,,,,3596000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,225000.000,232000.000,,,562000000.000,,,,,,
AmortizationOfMortgageServicingRightsMSRs,,,,-654000.000,1437000.000,,4970000.000,6263000.000,7201000.000,7807000.000,7365000.000,8109000.000,9592000.000,9988000.000,11333000.000,13069000.000,14287000.000,15531000.000,17902000.000,17927000.000,17858000.000
AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount,,,,,,,,,,,,,,,,,,,,,187000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,8433000.000,,,,,,,,
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,,,,,,,,3960798000.000,4185247000.000,,2026306000.000,3745193000.000,2644244000.000,3063397000.000,,,,,,,
CashFlowsBetweenTransfereeAndTransferorServicingFees,,,,,,,,21712000.000,26204000.000,,16838000.000,17797000.000,15732000.000,22738000.000,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,-14380000.000,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,0.500,0.550,0.550,0.550,0.570,0.570,0.570,0.570,1.160,0.590,0.610,0.610,0.610,0.470,0.470,0.470,0.470,0.470,,0.470
ContractuallySpecifiedServicingFeesAmount,,,,,,,8937000.000,11534000.000,13687000.000,16558000.000,16816000.000,19345000.000,21588000.000,24490000.000,25500000.000,26055000.000,27779000.000,29991000.000,32724000.000,35467000.000,37281000.000
