,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,10131.000,75440.000,75494.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,1510018.000,1760591.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,416735.000,340039.000,175855.000,767838.000,,
AllocatedShareBasedCompensationExpense,,340039.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,12361405.000,8277526.000,7550534.000,6710997.000,7094330.000
CashAndCashEquivalentsPeriodIncreaseDecrease,553909.000,-4619128.000,806019.000,6880820.000,19138238.000,-14341952.000
ConversionOfStockAmountConverted1,,16875.000,569384.000,18537.000,1721523.000,
DebtConversionConvertedInstrumentAmount1,,5000000.000,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,28000.000,30000.000,44000.000,69000.000,59000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.040,0.040,0.040,0.040,0.040
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.150,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.150,0.150,0.150,0.150
Depreciation,,10889.000,22483.000,26574.000,34468.000,43406.000
DepreciationDepletionAndAmortization,42835.000,10889.000,22483.000,,,
EarningsPerShareBasicAndDiluted,-0.290,-0.140,-0.270,-0.240,-0.250,-0.220
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-0.447
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,0.011
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,0.034
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,,,0.062
FairValueAdjustmentOfWarrants,,,1890359.000,993866.000,-65005.000,-886137.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,-1129778.000,1890359.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,16875.000,569384.000,18537.000,1721523.000,
GeneralAndAdministrativeExpense,2698174.000,2561543.000,2214884.000,4473654.000,8597010.000,7910260.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-20232958.000,-18072452.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6391062.000,-4076386.000,-12154596.000,-15509061.000,,
IncomeTaxExpenseBenefit,,,,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,158001.000,1101729.000,-514874.000,963421.000,-20083.000,-860951.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,365781.000,-276505.000,1005071.000,2748704.000,1134939.000,-480248.000
IncreaseDecreaseInOtherReceivables,-134025.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,31272.000,1110354.000,299972.000,2943256.000,452040.000,-456794.000
InvestmentIncomeInterest,10985.000,14976.000,47421.000,,,
LeaseAndRentalExpense,,65310.000,69930.000,90163.000,129727.000,201920.000
LitigationSettlementAmount,,,,,-3500000.000,
NetCashProvidedByUsedInFinancingActivities,5542578.000,14580889.000,18178494.000,28563633.000,37159958.000,68986.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5542578.000,14580889.000,18178494.000,28563633.000,37159958.000,68986.000
NetCashProvidedByUsedInInvestingActivities,-3620.000,-14059651.000,-7496801.000,-8741030.000,-6499.000,3552565.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3620.000,-14059651.000,-7496801.000,-8741030.000,-6499.000,3552565.000
NetCashProvidedByUsedInOperatingActivities,-4985049.000,-5140366.000,-9875674.000,-12941783.000,-18015221.000,-17963503.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4985049.000,-5140366.000,-9875674.000,-12941783.000,-18015221.000,-17963503.000
NetIncomeLoss,-6391062.000,-4076386.000,-12154596.000,-15509061.000,-20232958.000,-18072452.000
OperatingExpenses,6082139.000,5221140.000,10311658.000,14591428.000,20398352.000,19280201.000
OperatingIncomeLoss,-6082139.000,-5221140.000,-10311658.000,-14591428.000,-20398352.000,-19280201.000
OtherNoncashIncomeExpense,-319908.000,,,,,
OtherNonoperatingGainsLosses,-319908.000,1129778.000,,,,
OtherNonoperatingIncomeExpense,,,,76233.000,100389.000,321612.000
PaymentsForProceedsFromShortTermInvestments,,,,,-18812.000,68603.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,11265.000
PaymentsToAcquireOtherInvestments,,6502825.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,3620.000,52382.000,9432.000,57323.000,23465.000,96061.000
PaymentsToAcquireShortTermInvestments,,7504444.000,9978618.000,8979900.000,,
ProceedsFromIssuanceOfCommonStock,,9564640.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,26725130.000,34873869.000,
ProceedsFromNotesPayable,,5000000.000,,,,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,,,,296193.000,-1846.000,3717229.000
ProceedsFromStockOptionsExercised,,,23500.000,522000.000,390351.000,80251.000
ProceedsFromWarrantExercises,,16249.000,4083300.000,1316503.000,1895738.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,42000.000,10000.000,,,
ResearchAndDevelopmentExpense,3383965.000,2659597.000,8096774.000,10117774.000,11801342.000,11369941.000
Revenues,,,,0.000,0.000,0.000
SalesRevenueNet,,,,0.000,0.000,0.000
ShareBasedCompensation,416735.000,340039.000,175855.000,777969.000,1585458.000,1836085.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,1.200,1.370,1.150,1.020,1.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,0.007,0.005,0.020,0.021,0.021
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,0.003,0.004,0.012,0.010,0.008
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,45050.000,17975.000,1339100.000,3311599.000,42000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,770906.000,116296.000,34296.000,0.000,390000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,81667.000,170333.000,50000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,1.280,1.200,2.710,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,145002.000,360000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,975000.000,115000.000,1305000.000,1760000.000,1285000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.320,0.480,2.410,2.130,0.620
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,,348815.000,,,,
