,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,136693000.000,151120000.000,139922000.000,120859000.000,113538000.000,158006000.000,151221000.000,142856000.000,157334000.000,132749000.000,162317000.000,207456000.000
AccountsReceivableNetCurrent,36864000.000,38096000.000,22700000.000,19672000.000,26219000.000,23194000.000,21219000.000,26195000.000,47764000.000,45685000.000,59174000.000,70640000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2116000.000,2556000.000,2887000.000,3853000.000,5123000.000,6363000.000,7475000.000,8927000.000,10294000.000,12144000.000,14064000.000,15932000.000
AdditionalPaidInCapital,644081000.000,643820000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,644636000.000,842485000.000,844591000.000,1041988000.000,1252020000.000,1254809000.000,1851975000.000,2149388000.000,2151197000.000,4129924000.000
AllowanceForDoubtfulAccountsReceivable,,,0.000,,,,0.000,,,,0.000,
AssetRetirementObligation,,,,,18924000.000,20065000.000,18220000.000,19065000.000,16808000.000,17131000.000,11392000.000,14920000.000
AssetRetirementObligationCurrent,,,,,4490000.000,5023000.000,4698000.000,4986000.000,3036000.000,3214000.000,1818000.000,3225000.000
AssetRetirementObligationsNoncurrent,11766000.000,14330000.000,16207000.000,16383000.000,14434000.000,15042000.000,13522000.000,14079000.000,13772000.000,13917000.000,9574000.000,11695000.000
Assets,1746231000.000,1795942000.000,2051079000.000,2080996000.000,2075762000.000,2321271000.000,2514192000.000,2456534000.000,3290194000.000,3756472000.000,3938782000.000,6664129000.000
AssetsCurrent,629879000.000,224633000.000,204161000.000,148702000.000,102361000.000,233116000.000,488326000.000,172541000.000,590799000.000,692491000.000,299488000.000,2209176000.000
AssetsFairValueDisclosure,,,,,,,,,,,,1925418000.000
AssetsNoncurrent,35892000.000,51195000.000,86056000.000,62580000.000,46500000.000,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,0.743,0.743,0.743,,,,,,,,,
CapitalLeaseObligations,,1789000.000,2069000.000,1907000.000,1913000.000,2178000.000,2215000.000,2065000.000,2221000.000,2924000.000,3752000.000,4041000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,128044000.000,,,,290186000.000,,,,506175000.000,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,308391000.000,510220000.000,624240000.000,637961000.000,612422000.000,623712000.000,618794000.000,744024000.000,939120000.000,1210684000.000,1686705000.000,2131549000.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,1872616000.000,,,,2246161000.000,,,,4063417000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,1072334000.000,,1744572000.000,,,,1955975000.000,,,,3557242000.000,
CapitalizedCostsProvedProperties,836987000.000,1091892000.000,1248376000.000,1376279000.000,1486953000.000,1624943000.000,1627367000.000,1822014000.000,2088394000.000,2224830000.000,2376712000.000,2713122000.000
CapitalizedCostsUnprovedProperties,,,624240000.000,,,,618794000.000,,,,1686705000.000,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,10000000.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,523519000.000,132759000.000,50550000.000,27236000.000,21098000.000,123118000.000,343084000.000,28310000.000,441024000.000,571762000.000,133379000.000,1916514000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,1916514000.000
DebtInstrumentUnamortizedPremium,5809000.000,5617000.000,5426000.000,5234000.000,5043000.000,4851000.000,4660000.000,,4276000.000,8042000.000,3828000.000,3699000.000
DeferredFinanceCostsNet,,,,,,,,,,16697000.000,14388000.000,20080000.000
DeferredFinanceCostsNoncurrentNet,14012000.000,13478000.000,12943000.000,11835000.000,12123000.000,11600000.000,11378000.000,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,60600000.000,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,39894000.000,
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,8252000.000,
DeferredTaxAssetsInventory,,,431000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,6843000.000,1335000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,6832000.000,,
DeferredTaxAssetsNet,,,,,,,,,,,34411000.000,
DeferredTaxAssetsNetNoncurrent,,,55879000.000,,,,26504000.000,,,,66626000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,50425000.000,,,,18141000.000,,,,44407000.000,
DeferredTaxAssetsOther,,,,,,,,,,,166000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,300000.000,,,,200000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,,3398000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,644000.000,,,,3066000.000,,,,6868000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,4379000.000,,,,5297000.000,,,,3535000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,32215000.000,
DeferredTaxLiabilities,,,,,,,,,,,5483000.000,
DeferredTaxLiabilitiesCurrent,,,12601000.000,13721000.000,8940000.000,13556000.000,,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,12601000.000,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,118213000.000,,,,89466000.000,,,,,
DeferredTaxLiabilitiesInvestments,,,514000.000,,,,705000.000,,,,1116000.000,
DeferredTaxLiabilitiesNoncurrent,41027000.000,50591000.000,62334000.000,62755000.000,57320000.000,58115000.000,62962000.000,53335000.000,51057000.000,6536000.000,5483000.000,36975000.000
DeferredTaxLiabilitiesOther,,,,7000000.000,,,,,,,289000.000,
DerivativeAssetCollateralObligationToReturnCashOffset,5045000.000,,,,,,,,,,,
DerivativeAssetFairValueGrossLiability,,6053000.000,60601000.000,34178000.000,20649000.000,44118000.000,297951000.000,220977000.000,119155000.000,73768000.000,10293000.000,8650000.000
DerivativeAssetsCurrent,3213000.000,9520000.000,80911000.000,54512000.000,33393000.000,58404000.000,83262000.000,72081000.000,27662000.000,32537000.000,39708000.000,67036000.000
DerivativeAssetsNoncurrent,20128000.000,25674000.000,70805000.000,47415000.000,30519000.000,42302000.000,25839000.000,20119000.000,20171000.000,21017000.000,16416000.000,107802000.000
DerivativeCollateralObligationToReturnCash,,-322000.000,,,0.000,0.000,0.000,,,,,
DerivativeCollateralRightToReclaimCash,,,,,0.000,0.000,0.000,,,,,
DerivativeFairValueOfDerivativeAsset,23341000.000,35194000.000,151716000.000,101927000.000,63912000.000,100706000.000,407052000.000,313177000.000,166988000.000,127322000.000,66417000.000,183488000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,18296000.000,28819000.000,91115000.000,67749000.000,43263000.000,56588000.000,109101000.000,92200000.000,47833000.000,53554000.000,56124000.000,174838000.000
DerivativeFairValueOfDerivativeLiability,5045000.000,6053000.000,60601000.000,34178000.000,20649000.000,44118000.000,347611000.000,263568000.000,153204000.000,107355000.000,67261000.000,143989000.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,0.000,0.000,49660000.000,42591000.000,34049000.000,33587000.000,56968000.000,135339000.000
DerivativeLiabilitiesCurrent,1351000.000,1541000.000,29326000.000,17360000.000,9313000.000,20149000.000,34518000.000,30610000.000,18672000.000,21122000.000,44153000.000,52434000.000
DerivativeLiabilitiesNoncurrent,3694000.000,4512000.000,31275000.000,16818000.000,11336000.000,23969000.000,15142000.000,11981000.000,15377000.000,12465000.000,12815000.000,82905000.000
DerivativeLiabilityFairValueGrossAsset,,,,,20649000.000,44118000.000,297951000.000,220977000.000,119155000.000,73768000.000,10293000.000,8650000.000
DerivativeLiabilityNotSubjectToMasterNettingArrangement,5045000.000,6053000.000,60601000.000,34178000.000,,,,,,,,
DueFromRelatedPartiesCurrent,1350000.000,1006000.000,4065000.000,2243000.000,1099000.000,587000.000,390000.000,1247000.000,735000.000,331000.000,290000.000,187000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,23300000.000,21400000.000,18900000.000,16700000.000,29300000.000,25500000.000,23400000.000,,36300000.000
EquityMethodInvestmentOwnershipPercentage,0.500,0.500,0.425,,,,,,,,,
EquityMethodInvestments,1715000.000,2162000.000,2121000.000,3133000.000,,,,,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,0.000,,,,,
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,0.000,,,,,
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,,,,,,,0.000,,,,,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,,,,,0.000,,,,,
FairValueNetAssetLiability,,,,,,,,,,,,1790079000.000
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,5423551000.000,,,,4225912000.000,,,,6603206000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,642746000.000,,,,829560000.000,,,,1019823000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,903354000.000,,,,240203000.000,,,,370337000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,2237029000.000,,,,1622138000.000,,,,3036965000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,1640422000.000,,,,1534011000.000,,,,2176081000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,1281400000.000,,,,1024290000.000,,,,1852653000.000,
InventoryRawMaterialsAndSupplies,3865000.000,4015000.000,3767000.000,4342000.000,,,,,,,,
Liabilities,846173000.000,870238000.000,1058590000.000,893431000.000,909750000.000,938375000.000,927551000.000,892749000.000,1099989000.000,1293878000.000,1508476000.000,2081041000.000
LiabilitiesAndStockholdersEquity,1746231000.000,1795942000.000,2051079000.000,2080996000.000,2075762000.000,2321271000.000,2514192000.000,2456534000.000,3290194000.000,3756472000.000,3938782000.000,6664129000.000
