,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30
AssetManagementFees,7500.000,,,,,,
CashPeriodIncreaseDecrease,1955.000,,,,,,81539.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,0.000
EarningsPerShareBasicAndDiluted,,0.000,0.000,,-0.010,0.000,0.040
GainsLossesOnExtinguishmentOfDebt,,,,,,,-34500.000
GeneralAndAdministrativeExpense,295.000,2020.000,2205.000,3821.000,530.000,1770.000,77611.000
IncomeLossFromContinuingOperations,-22295.000,,,,,,-16565372.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-4165.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,0.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,0.000,,,,,,
IncomeTaxesPaid,0.000,,,,,,
IncomeTaxesPaidNet,,,,,,,0.000
IncreaseDecreaseInAccountsPayable,11750.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,23237.000
IncreaseDecreaseInAccruedLiabilities,1559.000,,,,,,
IncreaseDecreaseInDueToRelatedParties,7500.000,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,11839.000
InterestExpense,-1559.000,-1765.000,-1825.000,-1805.000,-1866.000,-2078.000,-2644.000
InterestPaid,0.000,,,,,,0.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,-68461.000
NetCashProvidedByUsedInFinancingActivities,5000.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5000.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-3045.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3045.000,,,,,,
NetIncomeLoss,,,-24030.000,,,-12348.000,-16569537.000
OperatingCostsAndExpenses,,,,,,,16613304.000
OperatingExpenses,22295.000,21770.000,22205.000,23821.000,16280.000,10270.000,
OperatingIncomeLoss,,-21770.000,-22205.000,,-16280.000,-10270.000,-16596728.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,-23854.000,,,,,,
OtherIncomeTaxExpenseBenefitContinuingOperations,,,,,,,31356.000
ProceedsFromIssuanceOfCommonStock,,,,,,,0.000
ProceedsFromNotesPayable,5000.000,,,,,,150000.000
ProfessionalFees,14500.000,12250.000,12500.000,12500.000,8250.000,8500.000,9693.000
ProfitLoss,-23854.000,-23535.000,,,-18146.000,,-16569537.000
Revenues,0.000,0.000,0.000,0.000,0.000,0.000,41127.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000,41127.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,440769231.000
WeightedAverageNumberOfSharesOutstandingBasic,5000000.000,,,,,,
