,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,60233.000,53349.000,141361.000,300452.000,295104.000,346658.000,274485.000,307369.000,218626.000,224719.000,217418.000,253513.000,193812.000,187056.000,160270.000,186974.000,162311.000,147701.000,139735.000,154410.000,205224.000,134858.000,108381.000
AccruedLiabilitiesCurrent,8936.000,8966.000,6763.000,96113.000,186271.000,252694.000,16244.000,16311.000,3407.000,10762.000,11137.000,61383.000,7186.000,5780.000,5223.000,5488.000,4609.000,4082.000,4611.000,5315.000,5140.000,5669.000,5846.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,54443.000,59203.000,65229.000,71255.000,76926.000,82774.000,7663.000,8527.000,9391.000,,,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,8990324.000,9636092.000,9814227.000,9895157.000,10198199.000,10392026.000,10614891.000,10900003.000,11013326.000,11168533.000,11309228.000,11609361.000,11891861.000,11976502.000,11979302.000,20074605.000,20074604.000,20400413.000,20400413.000
AdditionalPaidInCapitalCommonStock,6726574.000,7487774.000,7609816.000,8154876.000,,,,,,,,,,,,,,,,,,,
Assets,297482.000,537796.000,196577.000,224972.000,238313.000,195238.000,32265.000,26626.000,24413.000,29105.000,18106.000,38931.000,233843.000,129508.000,86587.000,69067.000,50718.000,29802.000,40042.000,46877.000,62423.000,45707.000,43033.000
AssetsCurrent,188628.000,361314.000,24984.000,59405.000,59383.000,22044.000,27145.000,22170.000,20821.000,25853.000,15140.000,36244.000,231391.000,127125.000,86040.000,68572.000,50275.000,29411.000,39703.000,45159.000,60880.000,44339.000,41839.000
CapitalizedComputerSoftwareGross,,,,,31434.000,31434.000,9740.000,9740.000,9740.000,,,,,,,,,,,,,,
Cash,165886.000,318843.000,7265.000,10963.000,,,,,,15277.000,11382.000,11740.000,215071.000,15399.000,15447.000,10982.000,34065.000,20303.000,37696.000,23107.000,45495.000,35694.000,39934.000
CashAndCashEquivalentsAtCarryingValue,165886.000,318843.000,7265.000,10963.000,26293.000,229.000,14257.000,913.000,7579.000,15277.000,11382.000,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,,,,0.500,0.500,0.500,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,0.500,0.500,0.500,0.500,0.500,0.500,0.500,5.000,5.000,5.000,5.000
ClassOfWarrantOrRightOutstanding,,,,,,,,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,460000.000,46000.000,46000.000,46000.000,46000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,12500000.000,100000000.000,12500000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,5920229.000,9594567.000,9594567.000,9893138.000,10819329.000,11433823.000,11576680.000,11576680.000,17613576.000,47502384.000,72134930.000,115323354.000,150004469.000,212093388.000,241186179.000,279353850.000,306249680.000,321497899.000,321497899.000,35177808.000,35178624.000,35178624.000,35178624.000
CommonStockSharesOutstanding,5120229.000,5120229.000,5120229.000,9893138.000,10819329.000,11433823.000,11576680.000,11576680.000,17613576.000,47502384.000,72134930.000,115323354.000,150004469.000,212093388.000,241186179.000,279353850.000,306249680.000,321497899.000,321497899.000,35177808.000,35178624.000,35178624.000,35178624.000
CommonStockValue,5920.000,9594.000,9595.000,9894.000,10820.000,11435.000,11578.000,11578.000,,,,,,,,,306251.000,321499.000,321499.000,35178.000,35179.000,35179.000,35179.000
CommonStockValueOutstanding,,,,,,,,,17615.000,47504.000,72135.000,115325.000,150006.000,212095.000,241186.000,279353.000,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,312245.000,342398.000,492904.000,502495.000,553741.000,532217.000,654199.000,760922.000,896253.000,1062003.000,1265506.000,253825.000,301247.000,217983.000,361619.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,25000.000,25000.000,61117.000,25000.000,,,40232.000,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,41745.000,111641.000,25000.000,58385.000,58633.000,63897.000,0.000,,,,
ConvertibleNotesPayable,,,,,,,,1014.000,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,86182.000,244669.000,92550.000,128936.000,182651.000,191500.000,166500.000,166500.000,166500.000,166500.000,191500.000,191500.000,191500.000,54500.000,52417.000,46167.000,39917.000
DebtInstrumentUnamortizedDiscount,,,,,,,644520.000,523949.000,367352.000,332303.000,226445.000,201532.000,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,3073800.000,,,,3204900.000,,,,3471200.000,,,,3782600.000,,,,3839800.000
DeferredTaxAssetsOther,,,,,,,3300.000,,,,4300.000,,,,8800.000,,,,13400.000,,,,600.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,100000.000,,,,100000.000,,,,100100.000,,,,100100.000,,,,125200.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,,3800.000,,,,2400.000,,,,600.000,,,,400.000,,,,900.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,-3311400.000,,,,3580700.000,,,,3896500.000,,,,3966500.000
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,-3179900.000,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,,,,,,-1000.000,,,,-200.000,,,,0.000,,,,,,,,
DepositLiabilityCurrent,,,,,,,,1500.000,1500.000,,,,,,,,,,,,,,
DerivativeLiabilities,,,,,,,753971.000,767907.000,935936.000,2052137.000,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,2052137.000,2811962.000,1514877.000,1252357.000,16187664.000,9476605.000,30213714.000,32199005.000,15146829.000,13184369.000,8592399.000,10094894.000,11546206.000,6690697.000
DerivativeLiabilitiesNoncurrent,,,,,,,1014055.000,,,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,6511816.000,7029522.000,7678672.000,8565861.000,9527732.000,10375094.000,10951830.000,11264728.000,11816825.000,13237252.000,14449332.000,13576723.000,13262184.000,28580351.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,,,,,,9476605.000,30213714.000,32199005.000,15146829.000,13184369.000,8592399.000,10094894.000,11546206.000,6690697.000
FiniteLivedPatentsGross,39448.000,69448.000,70585.000,70585.000,,,1584.000,1784.000,1784.000,1784.000,1784.000,1784.000,1784.000,1784.000,,,,,,,,,
