,2011-09-30,2011-12-31,2012-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,135002.000,128339.000,127525.000,348490.000,339027.000
AccountsReceivableNetCurrent,44861.000,61486.000,64696.000,1916.000,2606.000
AccruedLiabilitiesCurrent,,,,681.000,681.000
AccruedSalariesCurrent,,,,39000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-1851.000,1851.000,1851.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8962.000,-28371.000,-21371.000,-11897126.000,-15635942.000
AdditionalPaidInCapitalCommonStock,5337549.000,5433446.000,5433446.000,11157281.000,10595339.000
AssetRetirementObligationsNoncurrent,12780.000,11725.000,11725.000,,
Assets,575699.000,600876.000,479678.000,1759801.000,1512845.000
AssetsCurrent,111204.000,104376.000,100790.000,1118711.000,1118069.000
AssetsNoncurrent,,,,641090.000,394776.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,226809.000,226809.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,-307076.000,-307076.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,900000.000,900000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,104600.000,104600.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,875667.000,875667.000
CapitalizedComputerSoftwareNet,,,,1913.000,714.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,17507.000,17507.000,17507.000,,
CashAndCashEquivalentsAtCarryingValue,63313.000,42890.000,33094.000,397.000,4988.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,500000000.000,500000000.000
CommonStockSharesIssued,50532338.000,52991272.000,52991272.000,307147.000,307147.000
CommonStockSharesOutstanding,,,,307147.000,307147.000
CommonStockValue,50532.000,52991.000,52991.000,307147.000,1317152.000
ConstructionInProgressGross,,,,20184.000,20184.000
ConvertibleDebtCurrent,,,,286450.000,375336.000
CustomerDepositsCurrent,,,,144280.000,97760.000
DeferredOfferingCosts,,98357.000,0.000,,
DerivativeInstrumentsAndHedgesLiabilities,,,,977756.000,4258201.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,11897126.000,15635942.000
DueToOfficersOrStockholdersCurrent,19845.000,19845.000,19845.000,,
DueToRelatedPartiesCurrent,296674.000,333674.000,370674.000,219422.000,110121.000
FurnitureAndFixturesGross,1851.000,1851.000,1851.000,8701.000,8701.000
InventoryNet,,,,156731.000,150808.000
Liabilities,901754.000,954834.000,997435.000,2192804.000,5236458.000
LiabilitiesAndStockholdersEquity,575699.000,600876.000,479678.000,1759801.000,1512845.000
LiabilitiesCurrent,888974.000,943109.000,985710.000,2192804.000,5236458.000
LiabilitiesNoncurrent,12780.000,11725.000,11725.000,,
NotesPayableCurrent,393538.000,424948.000,430452.000,176725.000,55332.000
OilAndGasPropertyFullCostMethodDepletion,-161628.000,223447.000,194789.000,,
OilAndGasPropertyFullCostMethodGross,608616.000,604083.000,556170.000,,
OtherAssetsNoncurrent,464495.000,496500.000,378888.000,,
PreconfirmationPrepaidAndOtherCurrentAssets,,,,1496661.000,1256745.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,105000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,105000.000
PreferredStockValue,0.000,,0.000,,136.000
PrepaidExpenseCurrent,3030.000,,3000.000,959667.000,959667.000
PrepaidExpenseCurrentAndNoncurrent,,,,,239917.000
PrepaidExpenseNoncurrent,,,,536994.000,297078.000
PropertyPlantAndEquipmentGross,,,,102050.000,102050.000
PropertyPlantAndEquipmentNet,0.000,,0.000,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,-28752.000,-33951.000
RetainedEarningsAccumulatedDeficit,-5705174.000,-5812024.000,-5982823.000,-305.000,-298.000
StockholdersEquity,-326055.000,-353958.000,-517757.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-326055.000,-353958.000,-517757.000,-433003.000,-3723613.000
