,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,70849000.000,52212000.000,90751000.000,95966000.000,78798000.000,89403000.000,99606000.000,75378000.000,69656000.000,88419000.000,81608000.000,83361000.000,81182000.000,104523000.000,100493000.000,68244000.000,73549000.000,45586000.000,49116000.000,7663000.000,60626000.000,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,27700000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,11100000.000,21000000.000,18700000.000,22100000.000,23700000.000,28300000.000,13300000.000,11300000.000,27900000.000,11400000.000,26100000.000,10900000.000,7500000.000,9600000.000,13700000.000,35700000.000,1600000.000,2200000.000,,,,,,
AccountsPayableOtherCurrent,,,1472000.000,6825000.000,2333000.000,2237000.000,1803000.000,4799000.000,3276000.000,2894000.000,2745000.000,2891000.000,6286000.000,6890000.000,3603000.000,4541000.000,5082000.000,4859000.000,3542000.000,498000.000,17320000.000,,,,
AccountsPayableTradeCurrent,,16038000.000,39923000.000,42080000.000,39219000.000,45183000.000,60785000.000,31128000.000,23073000.000,41145000.000,34497000.000,30769000.000,24760000.000,39240000.000,25624000.000,31153000.000,43912000.000,12361000.000,17600000.000,0.000,24731000.000,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,52100000.000,56900000.000,59500000.000,59000000.000,51900000.000,34800000.000,24700000.000,27200000.000,22600000.000,14900000.000,11600000.000,13400000.000,15700000.000,12600000.000,12800000.000
AccountsReceivableNetCurrent,65443000.000,50146000.000,45100000.000,64392000.000,61199000.000,51878000.000,49994000.000,67318000.000,73209000.000,64517000.000,68814000.000,70897000.000,73082000.000,68615000.000,63385000.000,48451000.000,49640000.000,39410000.000,36610000.000,21704000.000,18537000.000,,,,
AccruedLiabilitiesCurrent,,16581000.000,24559000.000,15833000.000,15540000.000,15606000.000,11328000.000,14647000.000,20401000.000,17970000.000,13173000.000,17059000.000,18126000.000,15988000.000,14451000.000,10784000.000,7699000.000,8352000.000,8134000.000,0.000,3775000.000,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,,,,7100000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2431612000.000,2487813000.000,2540613000.000,2599079000.000,2660839000.000,2722546000.000,2781965000.000,2847773000.000,2908302000.000,2968161000.000,3034614000.000,3174453000.000,3236443000.000,3308992000.000,3326908000.000,3839118000.000,4402460000.000,4704508000.000,5061058000.000,5577854000.000,5673015000.000,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,200000.000,0.000,0.000,300000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-232000.000,210000.000,0.000,0.000,261000.000,0.000,-113000.000,0.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,713072000.000,717945000.000,722502000.000,726956000.000,733592000.000,738918000.000,743677000.000,747868000.000,750697000.000,755303000.000,758971000.000,761972000.000,764058000.000,766875000.000,769663000.000,771972000.000,771624000.000,773322000.000,774830000.000,776358000.000,777269000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,400000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,300000.000,100000.000,100000.000,100000.000
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,,,,,,15000000.000,15000000.000,,15000000.000,15000000.000,15000000.000,,,,,,,,,,,,,,
AssetRetirementObligation,,79560000.000,103511000.000,76393000.000,78855000.000,80628000.000,83292000.000,86777000.000,88302000.000,78352000.000,76747000.000,79084000.000,79089000.000,79680000.000,80447000.000,72831000.000,70510000.000,72173000.000,72572000.000,63555000.000,65333000.000,,,,
AssetRetirementObligationCurrent,,7986000.000,12274000.000,9279000.000,9303000.000,9656000.000,6088000.000,7134000.000,8779000.000,9520000.000,8119000.000,15859000.000,14586000.000,13717000.000,13292000.000,10709000.000,6879000.000,7197000.000,7124000.000,7165000.000,7719000.000,,,,
AssetRetirementObligationsNoncurrent,70529000.000,71574000.000,91237000.000,67115000.000,69552000.000,70972000.000,77204000.000,79643000.000,79523000.000,68832000.000,68628000.000,63225000.000,64503000.000,65963000.000,67155000.000,62122000.000,63632000.000,64977000.000,65448000.000,56390000.000,57614000.000,,,,
Assets,1773261000.000,1826399000.000,1924468000.000,2212469000.000,2203625000.000,2236021000.000,2341487000.000,2444061000.000,2531199000.000,2629918000.000,2670755000.000,2643593000.000,2681273000.000,2724536000.000,2675159000.000,2173347000.000,1630355000.000,1347028000.000,1024278000.000,524998000.000,433274000.000,,,,
AssetsCurrent,108070000.000,100596000.000,76637000.000,328151000.000,200025000.000,97793000.000,62381000.000,80537000.000,84299000.000,88839000.000,80858000.000,86748000.000,88826000.000,95041000.000,124182000.000,64669000.000,60936000.000,45312000.000,48231000.000,61847000.000,40417000.000,,,,
AssetsHeldForSaleCurrent,564000.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,600000.000,,,,,,,,,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,2487813000.000,2540613000.000,2599079000.000,2660839000.000,,,,,,,,,,,,,,,,,,,,
CapitalizedCostsProvedProperties,,4080741000.000,4259439000.000,4343867000.000,4521651000.000,4715417000.000,4913556000.000,5058524000.000,5201142000.000,5354887000.000,5474748000.000,5600279000.000,5704702000.000,5817395000.000,5755886000.000,5826995000.000,5850175000.000,5876399000.000,5910250000.000,5972666000.000,5997030000.000,,,,
CapitalizedCostsUnprovedProperties,,81303000.000,79439000.000,84146000.000,87327000.000,89005000.000,91415000.000,92579000.000,94223000.000,93990000.000,90359000.000,71452000.000,66246000.000,63662000.000,65767000.000,64903000.000,64577000.000,71118000.000,69697000.000,18839000.000,18839000.000,,,,
CashAndCashEquivalentsAtCarryingValue,19764000.000,32298000.000,15999000.000,251696000.000,126789000.000,31671000.000,1650000.000,170000.000,248000.000,11338000.000,97000.000,3277000.000,91000.000,564000.000,9041000.000,406000.000,311000.000,75000.000,7322000.000,29460000.000,17782000.000,,,,
CommitmentsAndContingencies,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,,,
CommonStockSharesAuthorized,85000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,,,,
CommonStockSharesIssued,42889488.000,42946570.000,42955730.000,42969546.000,43341063.000,43398351.000,43431240.000,43450367.000,43861012.000,43889545.000,43906879.000,43915346.000,44234819.000,44278732.000,44296246.000,44379463.000,44644710.000,44704576.000,44709758.000,44771258.000,44994948.000,,,,
CommonStockSharesOutstanding,42409379.000,42465727.000,42473911.000,42485075.000,42828821.000,42884215.000,42912453.000,42930071.000,43356040.000,43382709.000,43394911.000,43401920.000,43804946.000,43845333.000,43857765.000,43918029.000,44486441.000,44543976.000,44547481.000,44591863.000,44752342.000,,,,
CommonStockValue,429000.000,429000.000,430000.000,430000.000,433000.000,434000.000,434000.000,435000.000,439000.000,439000.000,439000.000,439000.000,442000.000,443000.000,443000.000,444000.000,446000.000,447000.000,447000.000,448000.000,450000.000,,,,
ConvertiblePreferredStockSharesAuthorized,5000000.000,,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,0.033,0.033,,0.033,0.033,0.033,,,,,,,,,,,,,,
DebtorInPossessionFinancingAmountArranged,,,,,,,,,,,,,,,,,,,,75000000.000,,,,,
DebtorInPossessionFinancingFeeOnUnusedBorrowings,,,,,,,,,,,,,,,,,,,,0.030,,,,,
DebtorInPossessionFinancingUnusedBorrowings,,,,,,,,,,,,,,,,,,,,45000000.000,,,,,
DeferredCreditsAndOtherLiabilitiesCurrent,,,,,,,,,,,,,,12500000.000,22685000.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,259922000.000,,,,0.000,,,,,
DeferredRevenueCurrent,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsDeferredIncome,2046000.000,3310000.000,4826000.000,6603000.000,2600000.000,4203000.000,4864000.000,5679000.000,2757000.000,2815000.000,4324000.000,4974000.000,5572000.000,4829000.000,9693000.000,6243000.000,2979000.000,512000.000,0.000,0.000,,,,,
DeferredTaxAssetsGross,,,,72303000.000,,,,109767000.000,,,,135686000.000,,,,179789000.000,,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,-199964000.000,,,,-217564000.000,,,,-212410000.000,,,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,,,,6603000.000,,,,-5679000.000,,,,-4974000.000,,,,-6243000.000,,,,0.000,,,,,
