,2011-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,947694.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,14456.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,48523.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,75320.000,100291.000
AllocatedShareBasedCompensationExpense,,160050.000,,434381.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,60266.000,
AmortizationOfIntangibleAssets,,15680.000,15680.000,15861.000
BusinessCombinationConsiderationTransferred1,,140000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-265966.000,,,
CashPeriodIncreaseDecrease,,17397.000,-44711.000,7223.000
ConversionOfStockAmountConverted1,,,2.000,
CostOfGoodsSold,226624.000,,,
CostOfRevenue,,344973.000,268098.000,20473.000
DebtInstrumentConvertibleBeneficialConversionFeature,29287.000,,,
DefinedContributionPlanCostRecognized,,,,2000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,,4000.000,4000.000,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,0.030,0.030,0.030
Depreciation,1509.000,2866.000,1608.000,278.000
DepreciationDepletionAndAmortization,,2866.000,,
DividendsPreferredStockCash,,49000.000,,
EarningsPerShareBasicAndDiluted,-0.230,-0.030,-0.020,0.010
GeneralAndAdministrativeExpense,1886863.000,1575718.000,1168341.000,1096354.000
GoodwillAndIntangibleAssetImpairment,,0.000,,
GrossProfit,120626.000,306018.000,110568.000,19720.000
IncomeLossFromContinuingOperations,,-1434734.000,-1238878.000,-1259277.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,-384.000,,37979.000
IncreaseDecreaseInAccountsPayable,218415.000,-36795.000,-75202.000,-91020.000
IncreaseDecreaseInAccountsReceivable,15285.000,43118.000,-57241.000,-40409.000
IncreaseDecreaseInAccruedLiabilities,-304826.000,76352.000,94293.000,-26080.000
IncreaseDecreaseInInventories,-148029.000,,-3449.000,
IncreaseDecreaseInOperatingCapital,,2068476.000,2079362.000,
IncreaseDecreaseInOtherOperatingAssets,-49039.000,0.000,,
IncreaseDecreaseInPrepaidExpense,-24156.000,55662.000,83055.000,-192516.000
InterestExpense,1122296.000,-171848.000,151799.000,168188.000
InterestPaid,4001.000,87382.000,81141.000,97989.000
InvestmentIncomeInterest,545.000,34.000,42.000,1.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,430700.000,,
LeaseAndRentalExpense,,68000.000,,
NetCashProvidedByUsedInFinancingActivities,1115711.000,651964.000,611837.000,911963.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1115711.000,651964.000,611837.000,911963.000
NetCashProvidedByUsedInInvestingActivities,-48666.000,-282.000,281.000,2701.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-48666.000,-282.000,281.000,2701.000
NetCashProvidedByUsedInOperatingActivities,-1333011.000,-634285.000,-656829.000,-907441.000
