,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,1232000.000,1248000.000,1211000.000,2208000.000,1978000.000,1610000.000,1712000.000,2092000.000,1542000.000
AmortizationOfDebtDiscountPremium,50000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,47000.000,,,,62000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5248743.000,,,,6268951.000,,,,7087066.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,0.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,37000.000,,,,54000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,57088000.000,,,,-16177000.000,,,,-13062000.000
ConvertiblePreferredStockConvertedToOtherSecurities,2384000.000,,,,,,,,
CostOfRevenue,1288000.000,1634000.000,1750000.000,1806000.000,3360000.000,3645000.000,3742000.000,3698000.000,4075000.000
DebtConversionOriginalDebtAmount1,137632000.000,,,,,,,,
DepreciationDepletionAndAmortization,317000.000,,,,336000.000,,,,428000.000
EarningsPerShareBasicAndDiluted,-1.530,-0.830,-1.080,-0.940,-1.280,-1.060,-0.730,-0.320,-0.640
FairValueAdjustmentOfWarrants,-344000.000,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,0.350,,,,,,,,
FairValueInputsEntityCreditRisk,0.200,,,,,,,,
GrossProfit,800000.000,1413000.000,971000.000,1051000.000,1179000.000,1035000.000,1574000.000,981000.000,-584000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-10214000.000,-13257000.000,,-16167000.000,-13496000.000,-12969000.000,-13496000.000,
IncomeTaxExpenseBenefit,1000.000,6000.000,-7000.000,,,,,,
IncreaseDecreaseInAccountsPayable,642000.000,,,,1145000.000,,,,-446000.000
IncreaseDecreaseInAccountsReceivable,775000.000,,,,1976000.000,,,,-1387000.000
IncreaseDecreaseInAccruedLiabilities,212000.000,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,388000.000,,,,136000.000,,,,-8000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,267000.000,,,,-619000.000
IncreaseDecreaseInInventories,-133000.000,,,,1794000.000,,,,1165000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,135000.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,-64000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1058000.000,,,,516000.000,,,,697000.000
InterestExpense,1323000.000,1344000.000,1334000.000,1166000.000,1172000.000,1235000.000,1553000.000,1564000.000,1550000.000
InterestPaidNet,55000.000,,,,957000.000,,,,1193000.000
InventoryWriteDown,,,,,294000.000,,,,1257000.000
InvestmentIncomeInterest,3000.000,9000.000,11000.000,17000.000,33000.000,28000.000,27000.000,37000.000,32000.000
NetCashProvidedByUsedInFinancingActivities,65217000.000,,,,317000.000,,,,230000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,65217000.000,,,,317000.000,,,,230000.000
NetCashProvidedByUsedInInvestingActivities,-208000.000,,,,-301000.000,,,,-29000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-208000.000,,,,-301000.000,,,,-29000.000
NetCashProvidedByUsedInOperatingActivities,-7921000.000,,,,-16193000.000,,,,-13263000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7921000.000,,,,-16193000.000,,,,-13263000.000
NetIncomeLoss,-10417000.000,-10220000.000,-13250000.000,-13457000.000,-16167000.000,-13496000.000,-12969000.000,-13496000.000,-15340000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-12801000.000,-10220000.000,-13250000.000,-13457000.000,-16167000.000,-13496000.000,-12969000.000,-13496000.000,
OperatingExpenses,10225000.000,10496000.000,10847000.000,13357000.000,16208000.000,13328000.000,13005000.000,12945000.000,13241000.000
OperatingIncomeLoss,-9425000.000,-9083000.000,-9876000.000,-12306000.000,-15029000.000,-12293000.000,-11431000.000,-11964000.000,-13825000.000
OperatingLeasesRentExpenseNet,,247000.000,231000.000,,230000.000,268000.000,259000.000,341000.000,506000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,0.000,0.000,0.000,0.000,0.000
OtherNonoperatingIncomeExpense,,,,,1000.000,4000.000,-12000.000,-5000.000,3000.000
OtherOperatingIncomeExpenseNet,329000.000,204000.000,-2058000.000,,,,,,
PaymentsForRent,230000.000,,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,93000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,208000.000,,,,301000.000,,,,29000.000
ProceedsFromIssuanceInitialPublicOffering,58745000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,419000.000,,,,
ProceedsFromIssuanceOfConvertiblePreferredStock,6176000.000,,,,,,,,
ProceedsFromStockPlans,,,,,,,,,236000.000
ProceedsFromWarrantExercises,300000.000,,,,,,,,
ProductWarrantyAccrualPayments,19000.000,,,,,,,,
ProductWarrantyAccrualWarrantiesIssued,21000.000,,,,288000.000,,,,86000.000
ProfitLoss,-10416000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,94000.000
ReclassificationsOfTemporaryToPermanentEquity,137626000.000,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,4000.000,,,,9000.000,,,,6000.000
ResearchAndDevelopmentExpense,3860000.000,3951000.000,3955000.000,3928000.000,4047000.000,3867000.000,3591000.000,4031000.000,3923000.000
Revenues,2088000.000,3047000.000,2721000.000,2857000.000,4539000.000,4680000.000,5316000.000,4679000.000,3491000.000
SalesRevenueNet,2088000.000,3047000.000,2721000.000,2857000.000,4539000.000,4680000.000,5316000.000,4679000.000,3491000.000
SellingGeneralAndAdministrativeExpense,6365000.000,6545000.000,6892000.000,9429000.000,12161000.000,9461000.000,9414000.000,8914000.000,9318000.000
ShareBasedCompensation,1232000.000,,,,1978000.000,,,,1542000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.531,0.506,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.016,0.018,,,,,,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,,,,,0.000,0.000,0.000,0.000,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesDiluted,0.000,,,,0.000,0.000,0.000,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8373.000,12240.000,12280.000,11329107.000,12669000.000,12734000.000,17694000.000,-26523000.000,23820000.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,415.000,,,,0.000,,,,0.000
