,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,1950.000,4403.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,4513.000,,,,,,108688.000,,
AccountsPayableCurrent,1500.000,5664.000,3262.000,5266.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,1950.000,4403.000,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,13000.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,44348.000,59274.000,75913.000,107419.000,116049.000,150396.000,168254.000,222767.000,218852.000,205139.000,215847.000,39767.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,,14000.000,,,,,,
AdditionalPaidInCapital,9652.000,9652.000,9652.000,9652.000,6058488.000,14590149.000,660819.000,660819.000,660819.000,660819.000,660819.000,660819.000,660972.000,660972.000,660972.000,661085.000,659800.000,843658.000
Assets,8370.000,15297.000,9962.000,11977.000,5697086.000,7503808.000,24153.000,16927.000,1927.000,327.000,975.000,475.000,475.000,475.000,475.000,475.000,475.000,475.000
AssetsCurrent,8370.000,15297.000,9962.000,11977.000,5697086.000,7503808.000,24153.000,16927.000,1927.000,327.000,975.000,475.000,475.000,475.000,475.000,475.000,475.000,475.000
Cash,6428.000,7649.000,2579.000,4199.000,8790.000,7503808.000,24153.000,16927.000,1927.000,327.000,975.000,475.000,475.000,475.000,475.000,,475.000,475.000
CashAndCashEquivalentsAtCarryingValue,,,,4199.000,,,,16927.000,1927.000,327.000,975.000,475.000,475.000,475.000,475.000,475.000,,475.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,475.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,108539500.000,108539500.000
CommonStockSharesIssued,6475000.000,6475000.000,6475000.000,6475000.000,13500092.000,15502081.000,13626920.000,13626920.000,13626920.000,13626920.000,13626920.000,13626920.000,12093754.000,12093754.000,12093754.000,10968754.000,23810861.000,23810853.000
CommonStockSharesOutstanding,6475000.000,6475000.000,6475000.000,6475000.000,13500092.000,15502081.000,13626920.000,13626920.000,13626920.000,13626920.000,13626920.000,13626920.000,12093754.000,12093754.000,12093754.000,10968754.000,23810861.000,23810853.000
CommonStockValue,648.000,648.000,648.000,648.000,1350.000,1549.000,1362.000,1362.000,1362.000,1362.000,1362.000,1362.000,1209.000,1209.000,1209.000,1096.000,2381.000,2381.000
CommonStockValueOutstanding,,,,0.000,,,,,,,,,,,,,,
ConvertibleNotesPayable,,,,,0.000,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,0.000,,,,,,,,,,,,,,
DepositLiabilitiesAccruedInterest,1359.000,1730.000,2254.000,3058.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,7256.000
Liabilities,25059.000,41532.000,41520.000,50372.000,102749.000,38214.000,101387.000,116313.000,132952.000,164458.000,175588.000,209935.000,230741.000,303544.000,314629.000,205139.000,215847.000,47023.000
LiabilitiesAndStockholdersEquity,8370.000,15297.000,9962.000,11977.000,5697086.000,7503808.000,24153.000,16927.000,1927.000,327.000,975.000,475.000,475.000,475.000,475.000,475.000,475.000,475.000
LiabilitiesCurrent,25059.000,41532.000,41520.000,50372.000,102749.000,38214.000,101387.000,116313.000,132952.000,164458.000,175588.000,209935.000,230741.000,303544.000,314629.000,205139.000,215847.000,47023.000
LoansPayableCurrent,,5438.000,3303.000,1349.000,,,,,,,,,,,,,,
LongTermDebtCurrent,-16200.000,-21200.000,-23700.000,33700.000,,,,,,,,,,,,,,
NotesPayable,,,23700.000,33700.000,,,,,57039.000,,,,,,,,,
NotesPayableCurrent,,,,,,,57039.000,57039.000,,57039.000,59539.000,59539.000,62487.000,80777.000,95777.000,,,
