,2011-09-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,179166.000,
AmortizationOfDebtDiscountPremium,84429.000,173386.000
CashAndCashEquivalentsPeriodIncreaseDecrease,27793.000,-23318.000
DebtInstrumentConvertibleBeneficialConversionFeature,,221148.000
EarningsPerShareBasicAndDiluted,-0.030,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,,1000000.000
GainsLossesOnExtinguishmentOfDebt,-417055.000,
GeneralAndAdministrativeExpense,315476.000,151889.000
IncreaseDecreaseInAccountsPayable,12174.000,-10660.000
IncreaseDecreaseInAccruedInterestReceivableNet,,-64284.000
IncreaseDecreaseInInterestPayableNet,9420.000,
IncreaseDecreaseInPrepaidExpense,,9102.000
InterestExpense,93849.000,-229337.000
NetCashProvidedByUsedInFinancingActivities,331095.000,140000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,331095.000,140000.000
NetCashProvidedByUsedInOperatingActivities,-303302.000,-163318.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-303302.000,-163318.000
NetIncomeLoss,-826380.000,-381226.000
NonoperatingIncomeExpense,-510904.000,229337.000
OperatingExpenses,315476.000,151889.000
OperatingIncomeLoss,-315476.000,-151889.000
OtherNoncashExpense,417055.000,
ProceedsFromConvertibleDebt,250000.000,100000.000
ProceedsFromIssuanceOfCommonStock,,40000.000
ProceedsFromRelatedPartyDebt,91095.000,
ProfitLoss,-826380.000,
RepaymentsOfRelatedPartyDebt,10000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,262647021.000
