,2012-09-30
AllocatedShareBasedCompensationExpense,246353.000
AmortizationOfFinancingCosts,48270.000
AmortizationOfRegulatoryAsset,1462451.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-103162.000
ComprehensiveIncomeNetOfTax,798282.000
CostOfNaturalGasPurchases,6782544.000
CurrentIncomeTaxExpenseBenefit,-1233575.000
DeferredIncomeTaxExpenseBenefit,1679909.000
DeferredIncomeTaxesAndTaxCredits,55574.000
Depreciation,1698458.000
Dividends,-948409.000
EarningsPerShareBasic,0.690
EarningsPerShareDiluted,0.690
EffectiveIncomeTaxRateContinuingOperations,0.248
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.071
GainLossOnSaleOfEquityInvestments,44039.000
GainLossOnSaleOfInvestments,-105559.000
GasDomesticRegulatedRevenue,19436916.000
GrossProfit,12654372.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1797895.000
IncomeLossFromEquityMethodInvestments,238193.000
IncomeTaxExpenseBenefit,446334.000
IncomeTaxExpenseBenefitContinuingOperations,446334.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,530299.000
IncomeTaxReconciliationOtherAdjustments,-57185.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,110739.000
IncomeTaxReconciliationTaxCreditsOther,137519.000
IncomeTaxesPaidNet,196462.000
IncreaseDecreaseInAccountsPayable,-381056.000
IncreaseDecreaseInAccruedLiabilities,-499746.000
IncreaseDecreaseInDeferredCompensation,-349755.000
IncreaseDecreaseInDeferredGasCost,-1008587.000
IncreaseDecreaseInDeferredPensionCosts,-128296.000
IncreaseDecreaseInFuelInventories,721668.000
IncreaseDecreaseInOtherOperatingAssets,-38165.000
IncreaseDecreaseInOtherOperatingLiabilities,175954.000
IncreaseDecreaseInOtherRegulatoryAssets,-615311.000
IncreaseDecreaseInPensionAndPostretirementObligations,-695101.000
IncreaseDecreaseInPrepaidExpense,-22785.000
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,48915.000
IncreaseDecreaseInReceivables,-325244.000
InterestExpense,974018.000
InterestPaid,973627.000
InvestmentIncomeNonoperating,121099.000
LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,6607788.000
LossContingencyDamagesSoughtValue,75000.000
NetCashProvidedByUsedInFinancingActivities,4948383.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4948383.000
NetCashProvidedByUsedInInvestingActivities,-6748573.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6748573.000
NetCashProvidedByUsedInOperatingActivities,1697028.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1697028.000
NetIncomeLoss,1351561.000
OperatingExpenses,10565647.000
OperatingIncomeLoss,2088725.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-695101.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,199230.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-553279.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,695101.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,141822.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,19370.000
OtherIncome,289819.000
OtherNonoperatingExpense,14475.000
OtherSellingGeneralAndAdministrativeExpense,428115.000
PaymentsOfDebtIssuanceCosts,11388.000
PaymentsOfDividends,948409.000
PaymentsToAcquireAvailableForSaleSecurities,1241816.000
PaymentsToAcquireInterestInJointVenture,111000.000
PaymentsToAcquireProductiveAssets,6880501.000
PensionAndOtherPostretirementBenefitContributions,75005.000
ProceedsFromIssuanceOfLongTermDebt,2979018.000
ProceedsFromIssuanceOrSaleOfEquity,6232753.000
ProceedsFromLinesOfCredit,16739154.000
ProceedsFromSaleOfAvailableForSaleSecurities,1484744.000
ProvisionForDoubtfulAccounts,297202.000
RentalIncomeNonoperating,48552.000
RepaymentsOfLinesOfCredit,18720943.000
RepaymentsOfLongTermDebt,1321802.000
SaleOfStockConsiderationReceivedOnTransaction,2000000.000
SaleOfStockNumberOfSharesIssuedInTransaction,138889.000
SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,193799.000
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,5689.000
StockIssuedDuringPeriodValueNewIssues,6479106.000
TaxesExcludingIncomeAndExciseTaxes,1958147.000
WeightedAverageNumberOfDilutedSharesOutstanding,1965761.000
WeightedAverageNumberOfSharesOutstandingBasic,1953079.000
