,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,7415109.000,,,,9420000.000,,,,18558000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,1700.000,,,,,,,,,,,,,,
AmortizationOfAcquisitionCosts,,,,,22999.000,24037.000,6060.000,5904.000,6000.000,6000.000,6000.000,7000.000,,,,,,,,,
AmortizationOfIntangibleAssets,,40000.000,40000.000,,,500000.000,1400000.000,,4500000.000,5900000.000,7100000.000,7600000.000,10200000.000,10300000.000,11600000.000,12500000.000,13200000.000,12200000.000,10700000.000,9200000.000,8500000.000
AssetManagementCosts,70042.000,210125.000,532839.000,556292.000,988620.000,598034.000,1207931.000,819415.000,1770000.000,1049000.000,2753000.000,2909000.000,4210000.000,4131000.000,5085000.000,4466000.000,6653000.000,5713000.000,6240000.000,6837000.000,7272000.000
AssetManagementFees,,,,,10000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,-3479565.000,-3170415.000,,,-845210.000,4983508.000,,-10135000.000,-8930000.000,-8963000.000,-15908000.000,-17465000.000,-12398000.000,-16244000.000,112720000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,1922467.000,1922674.000,,,10963230.000,20685312.000,,40372000.000,46564000.000,50724000.000,105921000.000,65442000.000,77433000.000,86793000.000,116403000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,2429230.000,976232.000,,578526.000,2365781.000,6694011.000,9201682.000,7205000.000,4792000.000,3729000.000,8205000.000,2330000.000,4536000.000,9073000.000,5587000.000,105000.000,46000.000,126000.000,697000.000,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,2798000.000,,,,,,,,,,
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,,,,,,2570000.000,,,,,,,,79000.000,97000.000,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,750000.000,-528000.000,,
BusinessCombinationIntegrationRelatedCosts,1899413.000,,,,,,,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,300000.000,100000.000,,-2100000.000,-1600000.000,-2300000.000,21800000.000,-6400000.000,5800000.000,36500000.000,-11600000.000,500000.000,2500000.000,-4700000.000,-7100000.000,,,,,
