,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,,,21448.000,
AccruedLiabilitiesCurrent,19773.000,4064.000,66225.000,72359.000
AdditionalPaidInCapitalCommonStock,5156985.000,5213999.000,5428750.000,5789587.000
Assets,144469190.000,144362582.000,144294816.000,143901994.000
AssetsCurrent,1394382.000,1262013.000,1179558.000,773457.000
Cash,,,1162666.000,678767.000
CashAndCashEquivalentsAtCarryingValue,1321291.000,1218021.000,,
CommonStockOtherSharesOutstanding,13649977.000,13644247.000,13622664.000,13586399.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,25000000.000,25000000.000,250000000.000,250000000.000
CommonStockSharesIssued,17968750.000,17968750.000,17968750.000,17968750.000
CommonStockSharesOutstanding,17968750.000,17968750.000,17968750.000,17968750.000
CommonStockValue,17969.000,17969.000,17969.000,17969.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,174953.000,231967.000,446711.000,807550.000
DueToAffiliateCurrent,38395.000,4509.000,67878.000,51209.000
Liabilities,3651918.000,3602323.000,3749301.000,3717318.000
LiabilitiesAndStockholdersEquity,144469190.000,144362582.000,144294816.000,143901994.000
LiabilitiesCurrent,58168.000,8573.000,155551.000,123568.000
OtherDeferredCreditsNoncurrent,3593750.000,3593750.000,3593750.000,3593750.000
PrepaidExpenseCurrent,73091.000,43992.000,16892.000,94690.000
RestrictedInvestmentsNoncurrent,143074808.000,143100569.000,143115258.000,143128537.000
StockholdersEquity,5000001.000,5000001.000,5000008.000,5000006.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,140817272.000,140760259.000,140545515.000,140184676.000
TemporaryEquityRedemptionPricePerShare,9.950,9.950,9.950,9.950
TemporaryEquityRedemptionValue,135817271.000,135760258.000,135545507.000,135184670.000
TemporaryEquityShareSubscriptions,13649977.000,13644247.000,13622664.000,13586399.000
