,2012-03-31,2013-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,-26.000
CostsAndExpenses,,17333.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,34.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,-0.010,0.000
IncomeTaxReconciliationOtherAdjustments,,64300.000
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccountsPayable,-2741.000,-2505.000
IncreaseDecreaseInAccountsPayableRelatedParties,16356.000,
InterestExpense,-732.000,-732.000
InterestExpenseRelatedParty,732.000,732.000
InterestPaid,0.000,
NetCashProvidedByUsedInFinancingActivities,0.000,17333.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,17333.000
NetCashProvidedByUsedInOperatingActivities,26.000,-17359.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,26.000,-17359.000
NetIncomeLoss,-14321.000,-15586.000
OperatingExpenses,13589.000,14854.000
OperatingIncomeLoss,-13589.000,-14854.000
ProceedsFromMinorityShareholders,,17333.000
ProceedsFromNotesPayable,0.000,
ProfessionalFees,13589.000,14854.000
Revenues,0.000,0.000
SalesRevenueNet,0.000,0.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,5300.000
WeightedAverageNumberOfDilutedSharesOutstanding,1310109.000,1205479.000
