,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccretionExpense,,,,,,,,,62000.000,561000.000,800000.000,787000.000,915000.000,438000.000,287000.000,-645000.000,287000.000,271000.000,219000.000,302000.000,316000.000,329000.000,250000.000
AmortizationOfIntangibleAssets,791000.000,791000.000,791000.000,790000.000,396000.000,396000.000,395000.000,395000.000,193000.000,424000.000,540000.000,849000.000,563000.000,473000.000,446000.000,352000.000,414000.000,296000.000,247000.000,246000.000,190000.000,180000.000,148000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,,,-13000.000,,,,-18000.000,,,,23000.000,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,-6440000.000,-200000.000,,12062000.000,3929000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,86272000.000,105424000.000,,127162000.000,92284000.000,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,3000000.000,,,,,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,6044000.000,,,8621000.000,,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,106009000.000,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,1400000.000,,,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentConsiderationTransferred,,,,,,,,,,,,,114630000.000,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,,,,,,,,,12000000.000,,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,400000.000,,500000.000,,100000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-64355000.000,,,,-4156000.000,,,,2481000.000,,,,29521000.000,,,,-13653000.000,,,,-7435000.000,,
ComprehensiveIncomeNetOfTax,-4926000.000,-9578000.000,-6641000.000,1465000.000,546000.000,-3205000.000,-4726000.000,-5036000.000,-6797000.000,-3818000.000,253000.000,10955000.000,8434000.000,-3678000.000,2551000.000,7799000.000,-2453000.000,-248000.000,7066000.000,4687000.000,-1043000.000,921000.000,8348000.000
CostOfRevenue,15715000.000,13202000.000,15024000.000,19696000.000,19684000.000,16457000.000,17558000.000,17524000.000,15636000.000,41545000.000,61869000.000,71423000.000,73349000.000,55800000.000,59658000.000,29257000.000,46269000.000,42629000.000,46333000.000,49049000.000,45725000.000,45338000.000,57310000.000
DepreciationAndAmortization,,,,,,,,,,,,,,,2304000.000,,,,,,,,
DepreciationDepletionAndAmortization,2904000.000,,,,2296000.000,,,,1623000.000,,,,2476000.000,2315000.000,,,1891000.000,,,,1546000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,,,,,,-0.010,0.160,,,,,
EarningsPerShareBasic,-0.100,-0.200,-0.140,0.040,0.010,-0.070,,,-0.140,,,,0.240,0.070,0.090,0.130,-0.030,0.050,0.060,0.130,0.000,0.050,0.140
EarningsPerShareBasicAndDiluted,,,,,,-0.070,-0.100,,-0.140,-0.090,0.000,,,,,,,,,,,,
EarningsPerShareDiluted,-0.100,-0.200,-0.140,0.040,0.010,-0.070,,,-0.140,,,,0.230,0.070,0.090,0.130,-0.030,0.050,0.060,0.130,0.000,0.050,0.140
EffectOfExchangeRateOnCashAndCashEquivalents,-508000.000,,,,157000.000,,,,157000.000,,,,-1317000.000,,,,-77000.000,,,,-473000.000,,
GoodwillPeriodIncreaseDecrease,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,
GrossProfit,18037000.000,10880000.000,15813000.000,23767000.000,23504000.000,18559000.000,18699000.000,19997000.000,17131000.000,26811000.000,43555000.000,52904000.000,53813000.000,36484000.000,43985000.000,45632000.000,32132000.000,29705000.000,35904000.000,42185000.000,34360000.000,34786000.000,46325000.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,,-878000.000,-5815000.000,968000.000,8184000.000,18000.000,2572000.000,7548000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4787000.000,-10359000.000,-6535000.000,874000.000,688000.000,-4010000.000,-4709000.000,-4371000.000,-6760000.000,-3442000.000,-49000.000,11851000.000,12825000.000,5492000.000,5705000.000,10084000.000,33000.000,-4135000.000,-795000.000,5696000.000,626000.000,2333000.000,8829000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,,,,,-0.020,-0.110,,,0.000,0.050,0.140
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,,,,,-0.020,-0.110,,,0.000,0.050,0.140
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,,,-788000.000,8363000.000,2189000.000,-1049000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,,,,,,,-0.010,0.160,,,,,
IncomeTaxExpenseBenefit,122000.000,-671000.000,93000.000,-482000.000,139000.000,-734000.000,35000.000,285000.000,140000.000,739000.000,151000.000,-263000.000,763000.000,1563000.000,967000.000,-705000.000,911000.000,1680000.000,-1763000.000,-2488000.000,608000.000,-239000.000,1281000.000
IncreaseDecreaseInAccountsPayable,-7548000.000,,,,4950000.000,,,,2709000.000,,,,-6985000.000,,,,-6782000.000,,,,-4263000.000,,
IncreaseDecreaseInAccountsReceivable,-17853000.000,,,,2876000.000,,,,-509000.000,,,,-8493000.000,,,,-7743000.000,,,,-1670000.000,,
IncreaseDecreaseInAccruedLiabilities,-4892000.000,,,,-206000.000,,,,-839000.000,,,,112000.000,,,,-12079000.000,,,,-35000.000,,
IncreaseDecreaseInDeferredRevenue,-1242000.000,,,,-1089000.000,,,,-1600000.000,,,,1479000.000,,,,4766000.000,,,,-556000.000,,
IncreaseDecreaseInInventories,7389000.000,,,,4115000.000,,,,1146000.000,,,,-2842000.000,,,,1665000.000,,,,1961000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,,,,,,,,,,,2799000.000,,
IncreaseDecreaseInPrepaidExpense,-611000.000,,,,,,,,365000.000,,,,,,,,434000.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,408000.000,,,,,,,,1175000.000,305000.000,583000.000,-1190000.000,,,,,160000.000,442000.000,784000.000
InterestExpense,40000.000,42000.000,47000.000,50000.000,50000.000,57000.000,60000.000,,,,,,,,,,,,,,,,
InventoryWriteDown,,,,,100000.000,100000.000,40000.000,60000.000,,,,,,,,,,,,,,,
InvestmentIncomeNet,138000.000,246000.000,266000.000,260000.000,261000.000,224000.000,200000.000,198000.000,187000.000,143000.000,78000.000,86000.000,96000.000,120000.000,112000.000,124000.000,124000.000,127000.000,157000.000,163000.000,168000.000,171000.000,190000.000
MarketableSecuritiesUnrealizedGainLoss,-17000.000,110000.000,-13000.000,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-5526000.000,,,,-9142000.000,,,,-793000.000,,,,30768000.000,,,,-8230000.000,,,,-1740000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5526000.000,,,,-9142000.000,,,,-793000.000,,,,30768000.000,,,,-8230000.000,,,,-1740000.000,,
NetCashProvidedByUsedInInvestingActivities,-55388000.000,,,,2781000.000,,,,7452000.000,,,,-20668000.000,,,,687000.000,,,,-1180000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-55388000.000,,,,2781000.000,,,,7452000.000,,,,-20668000.000,,,,687000.000,,,,-1180000.000,,
NetCashProvidedByUsedInOperatingActivities,-2933000.000,,,,2048000.000,,,,-4335000.000,,,,20738000.000,,,,-6033000.000,,,,-4042000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2933000.000,,,,2048000.000,,,,-4335000.000,,,,20738000.000,,,,-6033000.000,,,,-4042000.000,,
NetIncomeLoss,-4909000.000,-9688000.000,-6628000.000,1356000.000,549000.000,-3276000.000,-4744000.000,-4656000.000,-6900000.000,-4181000.000,-200000.000,12114000.000,12062000.000,3929000.000,4738000.000,7497000.000,-1666000.000,2548000.000,3157000.000,7135000.000,18000.000,2572000.000,7548000.000
OperatingIncomeLoss,-5037000.000,-10762000.000,-6769000.000,586000.000,479000.000,-4292000.000,-4672000.000,-4381000.000,-6865000.000,-9486000.000,719000.000,10603000.000,13304000.000,1434000.000,5738000.000,9117000.000,-1430000.000,-4584000.000,624000.000,5518000.000,306000.000,1210000.000,8886000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,375000.000,446000.000,,-3620000.000,-7715000.000,-2177000.000,330000.000,-789000.000,-2784000.000,3841000.000,-2428000.000,-1013000.000,-1571000.000,797000.000
