,2011-08-09,2011-11-09,2012-03-15,2012-05-08,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,,,,,85994000.000,59673000.000,72118000.000,78749000.000,88430000.000,98437000.000,66771000.000,94496000.000,91178000.000,90178000.000,93468000.000,103241000.000,110854000.000,78487000.000,74808000.000,81396000.000,64908000.000,66632000.000,76667000.000
AccountsPayableCurrent,,,,,59259000.000,50454000.000,40937000.000,52546000.000,56874000.000,46620000.000,43617000.000,59413000.000,60229000.000,67166000.000,56764000.000,56341000.000,53528000.000,55804000.000,46246000.000,58280000.000,41287000.000,37744000.000,55852000.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,,,,,,0.030,,,,0.030,,,,0.030,
AccountsReceivableGrossCurrent,,,,,,59308000.000,,,,98474000.000,,,,90494000.000,,,,79100000.000,,,,64707000.000,
AccountsReceivableNetCurrent,,,,,85382000.000,58409000.000,,,,97375000.000,,,,89458000.000,,,,77615000.000,,,,63290000.000,
AccrualForEnvironmentalLossContingencies,,,,,,2141000.000,,,,2190000.000,,,,,6773000.000,6714000.000,6690000.000,6640000.000,6612000.000,6622000.000,6587000.000,6270000.000,6251000.000
AccruedLiabilitiesCurrent,,,,,11570000.000,8596000.000,9165000.000,7804000.000,10642000.000,6501000.000,7013000.000,6005000.000,8885000.000,7899000.000,11892000.000,10074000.000,12726000.000,8563000.000,10034000.000,11380000.000,11046000.000,8953000.000,8106000.000
AccruedLiabilitiesFairValueDisclosure,,,,,47000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,78887000.000,81236000.000,,,,87860000.000,,,,93703000.000,,,,76786000.000,,77204000.000,80197000.000,81522000.000,84353000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,,,,,-121000.000,,,,-204000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,4204000.000,,,,1643000.000,,,,4089000.000,,,,3069000.000,,,,4439000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,535000.000,,,,-2940000.000,,,,-7803000.000,,,,-14750000.000,,,,-20646000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-2671000.000,-3669000.000,-5423000.000,-6800000.000,-5248000.000,-4583000.000,-6292000.000,-4448000.000,-7094000.000,-11892000.000,-16190000.000,-13197000.000,-16698000.000,-17940000.000,-18179000.000,-21220000.000,-22441000.000,-25289000.000,-24291000.000
AdditionalPaidInCapital,,,,,45753000.000,46290000.000,46074000.000,46329000.000,47107000.000,47239000.000,46565000.000,47045000.000,47649000.000,48115000.000,46966000.000,47707000.000,46790000.000,46681000.000,44960000.000,44003000.000,44220000.000,44098000.000,43572000.000
AllowanceForDoubtfulAccountsReceivable,,,,,1306000.000,,867000.000,894000.000,941000.000,,1144000.000,1137000.000,1125000.000,,1215000.000,1302000.000,1120000.000,,1450000.000,1417000.000,1750000.000,,1888000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,899000.000,,,,1099000.000,,,,1036000.000,,,,1485000.000,,,,1417000.000,
AssetRetirementObligation,,,,,,663000.000,,,,667000.000,,,,832000.000,,,,,,,,,
Assets,,,,,421690000.000,406122000.000,399629000.000,410872000.000,419918000.000,413654000.000,411165000.000,439952000.000,452365000.000,495121000.000,695726000.000,701827000.000,611574000.000,566660000.000,558105000.000,470016000.000,411280000.000,393023000.000,402240000.000
AssetsCurrent,,,,,289781000.000,276392000.000,271681000.000,283133000.000,291662000.000,247367000.000,244517000.000,272308000.000,272753000.000,247679000.000,252668000.000,260349000.000,257086000.000,214474000.000,210818000.000,221327000.000,173524000.000,199604000.000,211098000.000
AssetsFairValueDisclosure,,,,,86584000.000,84665000.000,68187000.000,85457000.000,82845000.000,51223000.000,71680000.000,65717000.000,,,,,,1939000.000,3017000.000,3016000.000,16000.000,16000.000,16000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,1333000.000,464000.000,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,1333000.000,464000.000,308000.000,195000.000,167000.000,149000.000,88000.000,19000.000,14000.000,0.000,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,2240000.000,370000.000,,,760000.000,,,,760000.000,
CapitalLeaseObligations,,,,,,62000.000,,,,56000.000,,,,447000.000,1974000.000,4281000.000,4038000.000,2507000.000,3416000.000,3095000.000,2778000.000,1958000.000,2206000.000
CapitalLeaseObligationsCurrent,,,,,,35000.000,,,,31000.000,,,,-142000.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,27000.000,,,,25000.000,,,,305000.000,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,13167000.000,,,,13199000.000,,,,638000.000,,,,,,,,,
CapitalLeasedAssetsNumberOfUnits,,,,,5.000,,,,,,,,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,611000.000,,,,523000.000,,,,457000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,65000.000,,,,60000.000,,,,475000.000,,,,2682000.000,,,,1958000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,37000.000,,,,34000.000,,,,156000.000,,,,694000.000,,,,626000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,11000.000,,,,244000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,68000.000,,,,517000.000,,,,240000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,5000.000,,,,9000.000,,,,91000.000,,,,591000.000,,,,503000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,23000.000,,,,17000.000,,,,149000.000,,,,636000.000,,,,589000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,3000.000,,,,4000.000,,,,28000.000,,,,175000.000,,,,114000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,62000.000,,,,56000.000,,,,447000.000,,,,2507000.000,,,,1844000.000,
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,933000.000,1327000.000,1302000.000,1277000.000,1250000.000,1224000.000,1197000.000,1170000.000,1144000.000,1117000.000,1087000.000,1053000.000,1028000.000,995000.000,960000.000,929000.000,899000.000,871000.000,841000.000
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,13000.000,106000.000,81000.000,56000.000,29000.000,114000.000,87000.000,60000.000,34000.000,122000.000,92000.000,58000.000,33000.000,131000.000,96000.000,65000.000,35000.000,140000.000,106000.000
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,678000.000,714000.000,714000.000,714000.000,714000.000,567000.000,567000.000,567000.000,567000.000,0.000,0.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,67000.000,140000.000,140000.000,140000.000,140000.000,150000.000,150000.000,150000.000,150000.000,574000.000,574000.000,574000.000,574000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,63000.000,131000.000,131000.000,131000.000,131000.000,140000.000,140000.000,140000.000,140000.000,150000.000,150000.000,150000.000,150000.000,574000.000,574000.000,574000.000,574000.000,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,58000.000,122000.000,122000.000,122000.000,122000.000,131000.000,131000.000,131000.000,131000.000,140000.000,140000.000,140000.000,140000.000,150000.000,150000.000,150000.000,150000.000,581000.000,585000.000
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,54000.000,114000.000,114000.000,114000.000,114000.000,122000.000,122000.000,122000.000,122000.000,131000.000,131000.000,131000.000,131000.000,140000.000,140000.000,140000.000,140000.000,150000.000,150000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,12556000.000,,,,12676000.000,,,,181000.000,,,,,,,,,
CapitalLeasesNetInvestmentInDirectFinancingLeases,,,,,933000.000,1327000.000,1302000.000,1277000.000,1250000.000,1224000.000,1197000.000,1170000.000,1144000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,100658000.000,101464000.000,81435000.000,94678000.000,95997000.000,64623000.000,91131000.000,87555000.000,86516000.000,52024000.000,37550000.000,35561000.000,33210000.000,33312000.000,30883000.000,32805000.000,3651000.000,30363000.000,33768000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,86584000.000,84665000.000,68187000.000,85457000.000,82845000.000,51223000.000,71680000.000,65717000.000,66143000.000,25000.000,,,,,,,,,
CertificatesOfDepositAtCarryingValue,,,,,,26045000.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,,,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,,,,,10142019.000,,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000,11115779.000
CommonStockSharesOutstanding,,,,,,10149398.000,10167467.000,10180423.000,10185309.000,10188521.000,10211032.000,10238906.000,10238906.000,10242405.000,10278801.000,10292801.000,10218097.000,10221006.000,10245521.000,10296139.000,10300823.000,10312625.000,10331830.000
CommonStockValue,,,,,,,,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000,111000.000
CommonStockValueOutstanding,,,,,111000.000,111000.000,111000.000,,,,,,,,,,,,,,,,
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,26428000.000,,218472000.000,207498000.000,168754000.000,174911000.000,168365000.000,135625000.000,159565000.000,155265000.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,,,,,,,0.039,
DeferredIncomeTaxLiabilities,,,,,,18458000.000,,,,19364000.000,,,,18831000.000,,,,21248000.000,,,,27307000.000,
DeferredRevenueCurrent,,,,,8521000.000,7447000.000,12065000.000,9893000.000,3981000.000,5715000.000,7130000.000,8345000.000,9810000.000,8034000.000,8010000.000,8133000.000,8833000.000,6934000.000,8352000.000,9154000.000,7357000.000,7597000.000,6868000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,32699000.000,
DeferredTaxAssetsGross,,,,,,10903000.000,,,,7848000.000,,,,11306000.000,,,,12548000.000,,,,45655000.000,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,,,,,226000.000,226000.000,37794000.000,39009000.000,0.000,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,,15936000.000,
DeferredTaxAssetsNetCurrent,,,,,7386000.000,4585000.000,4585000.000,4585000.000,4585000.000,461000.000,461000.000,461000.000,461000.000,3497000.000,4440000.000,4832000.000,5269000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,59000.000,,,,139000.000,,,,883000.000,,,,1006000.000,,,,,
DeferredTaxAssetsOther,,,,,,,,,,843000.000,,,,645000.000,,,,949000.000,,,,1107000.000,
DeferredTaxAssetsStateTaxes,,,,,,17000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,112000.000,,,,85000.000,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,1161000.000,,,,1525000.000,,,,1755000.000,,,,2275000.000,,,,1227000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,2787000.000,,,,1033000.000,,,,2147000.000,,,,1801000.000,,,,2186000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,358000.000,,,,388000.000,,,,369000.000,,,,622000.000,,,,516000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,,,,,657000.000,,,,662000.000,,,,667000.000,,,,2087000.000,,,,2336000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,,,,569000.000,,,,660000.000,,,,655000.000,,,,567000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,,,,,5752000.000,,19000000.000,,2689000.000,,,,4180000.000,,,,3153000.000,,,,3633000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,,,,29719000.000,
DeferredTaxLiabilities,,,,,,7555000.000,,,,11516000.000,,,,7525000.000,,,,8700000.000,,,,11371000.000,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,179000.000,179000.000,179000.000,179000.000,77000.000,77000.000,77000.000,77000.000,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,3433000.000,,,,3611000.000,,,,3188000.000,,,,0.000,,,,1506000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,12057000.000,,,,11360000.000,,,,10800000.000,,,,5801000.000,,,,6087000.000,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,,,,,,,,587000.000,,,,553000.000,,,,572000.000,,,,756000.000,
DeferredTaxLiabilitiesNoncurrent,,,,,11017000.000,12140000.000,11957000.000,11728000.000,11584000.000,11798000.000,11591000.000,11404000.000,11086000.000,10945000.000,27990000.000,29149000.000,10858000.000,8926000.000,8079000.000,6968000.000,6998000.000,11371000.000,11319000.000
DeferredTaxLiabilitiesOther,,,,,,223000.000,,,,437000.000,,,,527000.000,,,,741000.000,,,,440000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,2745000.000,,,,3369000.000,,,,3763000.000,,,,14134000.000,,,,10586000.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,,,,,,,,,,,,,,,,,7932000.000,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,741000.000,,555000.000,,,,,,,,,,,,,,,,
DerivativeLiabilities,,,,,47000.000,,,,,,,,,,,,,196000.000,1786000.000,2532000.000,2307000.000,334000.000,205000.000
DisposalGroupIncludingDiscontinuedOperationGoodwill,,,,,2588000.000,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,8100000.000,9604000.000,5614000.000,6418000.000,7014000.000,8927000.000,5753000.000,7081000.000,9333000.000,13419000.000,9984000.000,9684000.000,10013000.000,10255000.000,7327000.000,7612000.000,7945000.000,7497000.000,6015000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,3517000.000,4702000.000,3995000.000,3469000.000,2896000.000,4867000.000,4858000.000,3435000.000,2611000.000,2448000.000,2170000.000,1955000.000,1550000.000,4485000.000
EquityMethodInvestmentOwnershipPercentage,,,,,0.450,0.450,0.450,0.450,0.450,0.450,0.450,0.450,,,,,,,,,,,
EquityMethodInvestments,,,,,4137000.000,4332000.000,4130000.000,4460000.000,4666000.000,5090000.000,5204000.000,4896000.000,5365000.000,5824000.000,5907000.000,5784000.000,5485000.000,5321000.000,5124000.000,4638000.000,4374000.000,4031000.000,3831000.000
