,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,3304000.000,3730000.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,15359000.000,,12061000.000,,,,11589000.000,,,,12886000.000,13052000.000,12717000.000,,12658000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,151000.000,,,,0.000
CapitalExpendituresIncurredButNotYetPaid,,,2595000.000,,,,6360000.000,,,,9644000.000,,,,8039000.000
CashPeriodIncreaseDecrease,,,363834000.000,,,,35051000.000,,,,12102000.000,,,,45932000.000
ComprehensiveIncomeNetOfTax,-2601000.000,2436000.000,-5614000.000,-4486000.000,-4514000.000,20698000.000,-9439000.000,-19242000.000,-13957000.000,-40559000.000,-47940000.000,-47203000.000,-31141000.000,-17215000.000,-55471000.000
CostOfRevenue,4346000.000,4578000.000,7193000.000,8640000.000,9541000.000,11611000.000,15421000.000,16753000.000,19876000.000,21635000.000,22493000.000,24864000.000,24030000.000,27703000.000,26655000.000
CostOfServicesMaintenanceCosts,4236000.000,4341000.000,7029000.000,8509000.000,9268000.000,10968000.000,14549000.000,,,,,,,,
CostsIncurredAssetRetirementObligationIncurred,,,,,,,304000.000,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,3381000.000,,,,-2571000.000,,,,99000.000,,,,128000.000
Depreciation,,,2520000.000,,,,4799000.000,,,,7607000.000,,,,13435000.000
EarningsPerShareBasic,-0.050,0.040,-0.090,-0.070,-0.070,0.320,-0.140,-0.270,-0.190,-0.570,-0.620,-0.640,-0.400,-0.260,-0.710
EarningsPerShareBasicAndDiluted,,,,,,,-0.140,-0.270,-0.190,,-0.620,-0.640,-0.400,,-0.710
