,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccruedLiabilitiesCurrent,8000.000,10000.000,20329.000,19968.000,1066973.000,941238.000,379743.000,63009.000,133932.000,125000.000
AdditionalPaidInCapital,24569.000,5006850.000,5058668.000,5130195.000,5932579.000,6680314.000,7027367.000,7991327.000,7995597.000,8020737.000
Assets,,173667039.000,173625541.000,173553652.000,173798263.000,173312832.000,173208869.000,173271209.000,173485073.000,158140540.000
AssetsCurrent,371970.000,1131808.000,1060975.000,975400.000,955493.000,396241.000,236387.000,219219.000,257968.000,242551.000
AssetsHeldInTrustCurrent,,,,,172842770.000,172916591.000,172972482.000,173051990.000,173227105.000,157897989.000
AssetsHeldInTrustNoncurrent,,172535231.000,172564566.000,172578252.000,172842770.000,172916591.000,172972482.000,173051990.000,173227105.000,157897989.000
BusinessAcquisitionSharePrice,,,,,,,,,,10.000
CashAndCashEquivalentsAtCarryingValue,98595.000,1110063.000,1045663.000,967449.000,871920.000,132324.000,2470.000,1551.000,1551.000,1551.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,0.010,,,,,,,,,
CommonStockOtherSharesOutstanding,562500.000,16258632.000,16250688.000,16242250.000,16137312.000,16055829.000,16016030.000,15912582.000,15896071.000,14315363.000
CommonStockOtherValueOutstanding,,162619530.000,162567711.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,4312500.000,5303868.000,5311812.000,5320250.000,5425188.000,5506671.000,5546470.000,5649918.000,5666429.000,5694413.000
CommonStockSharesOutstanding,4312500.000,5303868.000,5311812.000,5320250.000,5425188.000,5506671.000,5546470.000,5649918.000,5666429.000,5694413.000
CommonStockValue,431.000,530.000,531.000,532.000,542.000,550.000,554.000,565.000,566.000,569.000
DebtInstrumentFaceAmount,,,,,,,,1900000.000,3400000.000,3400000.000
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,,,3400000.000,3400000.000
DeferredLongTermLiabilityCharges,,6037500.000,6037500.000,6037500.000,6037500.000,6037500.000,6037500.000,6037500.000,6037500.000,6037500.000
DeferredOfferingCosts,273375.000,,,,,,,,,
DueFromRelatedParties,,,,,,,,635681.000,,
DueToAffiliateCurrent,,10000.000,10000.000,10000.000,10000.000,10000.000,30000.000,60000.000,90000.000,120000.000
DueToOtherRelatedPartiesClassifiedCurrent,16321.000,,,,,,,635681.000,,
DueToRelatedPartiesCurrent,,,,,,,,635681.000,0.000,0.000
EquityMethodInvestmentOwnershipPercentage,0.200,,,,,,,,,
Liabilities,356321.000,6047500.000,6057829.000,6057468.000,7104473.000,7366785.000,7609879.000,8636190.000,8854325.000,9143131.000
LiabilitiesAndStockholdersEquity,371970.000,173667039.000,173625541.000,173553652.000,173798263.000,173312832.000,173208869.000,173271209.000,173485073.000,158140540.000
LiabilitiesCurrent,,,,,,,,698690.000,133932.000,125000.000
NotesPayableRelatedPartiesClassifiedCurrent,100000.000,100000.000,100000.000,100000.000,,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,,,388047.000,1192636.000,1900000.000,2682893.000,2980631.000
OtherOwnershipInterestsOfferingCosts,,,10960590.000,10960590.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,21745.000,15312.000,7951.000,83573.000,263917.000,233917.000,217668.000,256417.000,241000.000
RetainedEarningsAccumulatedDeficit,-9351.000,-7371.000,-59198.000,-130726.000,-933120.000,-1680863.000,-2027920.000,-2991891.000,-2996162.000,-3021305.000
SaleOfStockPricePerShare,18.000,,,,,,,,,
StockholdersEquity,15649.000,5000009.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,15649.000,167619539.000,167567712.000,167496184.000,166693790.000,165946047.000,165598990.000,164635019.000,164630748.000,148997409.000
TemporaryEquityCarryingAmountAttributableToParent,,162619530.000,162567711.000,162496183.000,161693789.000,160946046.000,160598989.000,159635018.000,159630747.000,143997408.000
TemporaryEquitySharesOutstanding,,16258632.000,16250688.000,16242250.000,,,,,,
