,2011-09-30
AccountsPayableTradeCurrent,204326.000
AccountsReceivableNetCurrent,50069.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,231515.000
AdditionalPaidInCapitalCommonStock,2143929.000
Assets,2671693.000
AssetsCurrent,116750.000
BuildingsAndImprovementsGross,480620.000
Cash,34580.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,50000000.000
CommonStockSharesIssued,31139145.000
CommonStockSharesOutstanding,31139145.000
CommonStockValue,31140.000
DueToRelatedPartiesCurrent,220857.000
Goodwill,1228379.000
InterestPayableCurrent,240808.000
Land,919380.000
Liabilities,2635942.000
LiabilitiesAndStockholdersEquity,2671693.000
LiabilitiesCurrent,1438335.000
LiabilitiesNoncurrent,1197607.000
LinesOfCreditCurrent,90351.000
LongTermDebtCurrent,639051.000
LongTermDebtNoncurrent,1197607.000
PrepaidExpenseAndOtherAssetsCurrent,32101.000
PropertyPlantAndEquipmentNet,1326564.000
RetainedEarningsAccumulatedDeficit,-2139318.000
StockholdersEquity,35751.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,35751.000
