,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AffiliateCosts,,,,,,119.000,,,,6030.000
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,,,,,,,,1397361.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-60.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.120,-0.120,-0.050,-0.010,-0.020,-0.000,-0.010,-0.010,-0.080
IncomeLossAttributableToParent,,-75336.000,,,,-10389.000,,,,
IncreaseDecreaseInAccountsPayable,,44358.000,,,,10270.000,,,,44363.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,-392343.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,-2022797.000
NetCashProvidedByUsedInFinancingActivities,,30918.000,,,,119.000,,,,6030.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,30918.000,,,,119.000,,,,6030.000
NetCashProvidedByUsedInOperatingActivities,,-30978.000,,,,-119.000,,,,-6030.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-30978.000,,,,-119.000,,,,-6030.000
NetIncomeLoss,-684.000,-75336.000,-75246.000,-32024.000,-10589.000,-10389.000,-2995.000,-3971.000,-6099.000,-50393.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,30918.000,,,,119.000,,,,6030.000
SellingGeneralAndAdministrativeExpense,684.000,75336.000,75246.000,32024.000,10589.000,10389.000,2995.000,3971.000,6099.000,50393.000
WeightedAverageNumberOfSharesContingentlyIssuable,646176.000,646176.000,646176.000,646176.000,-1292352.000,646176.000,646176.000,646176.000,-1292352.000,646176.000
