,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,3000.000,,,,2000.000,,,,-7000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,30000.000,,,,33000.000,,,,46000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,83000.000,2000.000,,23000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,24000.000,,,,,,,,
BankOwnedLifeInsuranceIncome,1125.000,13000.000,12000.000,13000.000,11000.000,12000.000,13000.000,13000.000,-3000.000,24000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-9900000.000,,,,1117000.000,,,,57000.000
ComprehensiveIncomeNetOfTax,-1260931.000,-204000.000,-239000.000,-290000.000,-327000.000,54000.000,-177000.000,-351000.000,-1405000.000,-53000.000
CurrentFederalStateAndLocalTaxExpenseBenefit,,,,,,-3000.000,,,,-5000.000
DeferredIncomeTaxExpenseBenefit,,20000.000,,,,131000.000,,,,5000.000
DepreciationNonproduction,,35000.000,,,,34000.000,,,,31000.000
EarningsPerShareBasic,,-0.100,-0.120,-0.160,-0.150,0.000,-0.100,-0.200,-0.660,-0.020
EarningsPerShareDiluted,,-0.100,-0.120,-0.160,-0.150,0.000,-0.100,-0.200,-0.660,-0.020
EquipmentExpense,15022.000,12000.000,13000.000,13000.000,12000.000,12000.000,10000.000,11000.000,9000.000,9000.000
FederalDepositInsuranceCorporationPremiumExpense,29165.000,26000.000,27000.000,24000.000,24000.000,22000.000,23000.000,23000.000,8000.000,-6000.000
FeesAndCommissions,9298.000,12000.000,8000.000,17000.000,9000.000,8000.000,8000.000,7000.000,12000.000,10000.000
FeesAndCommissionsDepositorAccounts,2950.000,2000.000,4000.000,3000.000,3000.000,3000.000,2000.000,2000.000,3000.000,3000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,347000.000,,
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,347000.000,,
GainLossOnSaleOfProperties,,,,8000.000,,,,,,
GainLossOnSaleOfSecuritiesNet,,,,,,25000.000,2000.000,4000.000,,16000.000
GainsLossesOnSalesOfOtherRealEstate,,5000.000,2000.000,3000.000,3000.000,2000.000,3000.000,2000.000,,
HeldToMaturitySecuritiesUnrecognizedHoldingGains,,347000.000,,,,,,,,
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,,36000.000,,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,7553000.000,7692000.000,,5859000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,13000.000,19000.000,,26000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,,,,,108000.000,81000.000,,85000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,,,6353000.000,6536000.000,,5346000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,,,,,12000.000,16000.000,,26000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeCashBasisMethod,,,,,,,93000.000,72000.000,,73000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,,,,,,1200000.000,1156000.000,,513000.000
