,2011-06-25,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01
AccountsPayableCurrent,28645000.000,37636000.000,48838000.000,39198000.000,37679000.000,45292000.000,61428000.000,52104000.000,35977000.000,29218000.000,39843000.000,37843000.000,33162000.000,51456000.000,61533000.000,50183000.000,38807000.000,69983000.000,92554000.000,83035000.000,83875000.000,76789000.000,62486000.000,59371000.000
AccountsReceivableNetCurrent,73684000.000,68954000.000,80616000.000,65444000.000,56200000.000,91544000.000,107039000.000,112133000.000,96668000.000,87180000.000,100643000.000,107405000.000,120686000.000,136085000.000,154596000.000,131224000.000,109448000.000,141586000.000,186243000.000,184309000.000,193414000.000,152467000.000,150370000.000,124325000.000
AccruedLiabilitiesCurrent,24518000.000,23373000.000,22421000.000,19106000.000,17666000.000,23669000.000,25483000.000,19940000.000,18221000.000,21290000.000,22431000.000,20244000.000,22546000.000,23593000.000,26441000.000,28061000.000,30114000.000,35704000.000,33736000.000,33319000.000,36466000.000,37857000.000,31580000.000,32636000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,1969000.000,1411000.000,1534000.000,1131000.000,1033000.000,1831000.000,2631000.000,3864000.000,4446000.000,5363000.000,5168000.000,4246000.000,4198000.000,4955000.000,2302000.000
AccruedRoyaltiesCurrent,,,,,937000.000,1058000.000,1516000.000,704000.000,1150000.000,999000.000,1540000.000,1503000.000,1804000.000,2152000.000,2648000.000,3009000.000,3301000.000,3716000.000,4290000.000,4449000.000,5045000.000,5376000.000,5375000.000,5290000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,105049000.000,111216000.000,117226000.000,122878000.000,128705000.000,133977000.000,140056000.000,146190000.000,148452000.000,154742000.000,160798000.000,167365000.000,171396000.000,176922000.000,183855000.000,190916000.000,199230000.000,208096000.000,215040000.000,223541000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-1870000.000,-1255000.000,-1650000.000,-1767000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-928000.000,-1597000.000,-2195000.000,-1725000.000,-2564000.000,-1816000.000,-2228000.000,-2520000.000,-3420000.000,-3474000.000,-3486000.000,-3212000.000,-3113000.000,-3655000.000,-4618000.000,-4510000.000,-4459000.000,360000.000,1123000.000,4774000.000,-1737000.000,-6010000.000,-28324000.000,-22189000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,,81000.000,-164000.000,-166000.000,0.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,847051000.000,863805000.000,876927000.000,893131000.000,904963000.000,920482000.000,930618000.000,942490000.000,1000106000.000,1016397000.000,1025661000.000,1038216000.000,1046375000.000,1064723000.000,1077225000.000,1090676000.000,1104672000.000,1289087000.000,1300301000.000,1313783000.000,1325238000.000,1341501000.000,1354082000.000,1374830000.000
