,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,9746000.000,,,,10655000.000,,,,13865000.000,,,,12157000.000,,,,12815000.000,
AccountsPayableCurrent,19638000.000,19674000.000,15468000.000,14069000.000,12804000.000,14027000.000,13500000.000,11992000.000,9724000.000,11160000.000,14603000.000,9823000.000,11097000.000,9818000.000,11894000.000,11538000.000,14913000.000,15184000.000,12863000.000,13324000.000,11892000.000,17137000.000,13748000.000,10574000.000
AccountsReceivableNetCurrent,20413000.000,20405000.000,19696000.000,17229000.000,18600000.000,19574000.000,17370000.000,15733000.000,20756000.000,25960000.000,16127000.000,17701000.000,18569000.000,18193000.000,13533000.000,15725000.000,17574000.000,17016000.000,9613000.000,10709000.000,11671000.000,13741000.000,10294000.000,17386000.000
AccountsReceivableNetNoncurrent,5565000.000,5669000.000,5572000.000,5312000.000,4800000.000,5431000.000,6109000.000,6550000.000,5845000.000,5496000.000,6869000.000,6468000.000,6668000.000,8475000.000,6235000.000,5857000.000,5451000.000,5921000.000,4993000.000,4749000.000,4567000.000,5437000.000,5633000.000,6826000.000
AccruedIncomeTaxesCurrent,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,16093000.000,14041000.000,11296000.000,12869000.000,14482000.000,14750000.000,9746000.000,11710000.000,15550000.000,15580000.000,10655000.000,11984000.000,14781000.000,15140000.000,13865000.000,13849000.000,15051000.000,15083000.000,12157000.000,12767000.000,10142000.000,11828000.000,12815000.000,17725000.000
AccruedRentCurrentAndNoncurrent,,,,,,,,,,,,,,,3251000.000,,,,1928000.000,,,,2917000.000,
AccruedRentNoncurrent,8063000.000,8093000.000,8365000.000,8677000.000,8743000.000,8707000.000,8663000.000,8433000.000,8351000.000,8268000.000,7695000.000,7442000.000,7250000.000,7081000.000,6852000.000,6822000.000,6709000.000,6584000.000,4177000.000,3824000.000,3673000.000,3602000.000,3896000.000,5549000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,116350000.000,119842000.000,122274000.000,129085000.000,132377000.000,137172000.000,137834000.000,139648000.000,142166000.000,147410000.000,146795000.000,151643000.000,156373000.000,150055000.000,136910000.000,156967000.000,143174000.000,147102000.000,122037000.000,121938000.000,121361000.000,126877000.000,124192000.000,159237000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,7467000.000,,,,7072000.000,,,,6101000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4748000.000,-4748000.000,-6716000.000,-6716000.000,-6716000.000,-6716000.000,-6776000.000,-6626000.000,-6476000.000,-6326000.000,-3562000.000,-3450000.000,-3337000.000,-3224000.000,-7467000.000,-7236000.000,-7005000.000,-6773000.000,-7072000.000,-6850000.000,-6628000.000,-6406000.000,-6101000.000,-5881000.000
AdditionalPaidInCapital,19213000.000,19620000.000,19535000.000,19632000.000,21041000.000,21650000.000,22677000.000,23345000.000,24312000.000,24334000.000,24177000.000,25109000.000,25769000.000,26551000.000,26350000.000,26661000.000,27025000.000,27131000.000,27292000.000,27564000.000,27860000.000,28271000.000,28554000.000,28486000.000
AllowanceForDoubtfulAccountsReceivableCurrent,20560000.000,20642000.000,20194000.000,17027000.000,16879000.000,18156000.000,17751000.000,15711000.000,14542000.000,14368000.000,13787000.000,13375000.000,13738000.000,13678000.000,12193000.000,11684000.000,11476000.000,12366000.000,9126000.000,9255000.000,8604000.000,8407000.000,9887000.000,12839000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,1662000.000,1777000.000,1664000.000,1587000.000,1434000.000,1622000.000,1078000.000,1156000.000,995000.000,835000.000,982000.000,955000.000,988000.000,1322000.000,1016000.000,987000.000,979000.000,943000.000,797000.000,734000.000,660000.000,742000.000,765000.000,1220000.000
Assets,380443000.000,366462000.000,362251000.000,356352000.000,333601000.000,333928000.000,346774000.000,298658000.000,287140000.000,290286000.000,305949000.000,242058000.000,240159000.000,195447000.000,213707000.000,176896000.000,175593000.000,221908000.000,210279000.000,190300000.000,178998000.000,190394000.000,163207000.000,136909000.000
