,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedInvestmentIncomeReceivable,452000000.000,458000000.000,459000000.000,440000000.000,442000000.000,440000000.000,445000000.000,424000000.000,429000000.000,427000000.000,428000000.000,418000000.000,419000000.000,417000000.000,411000000.000,410000000.000,406000000.000,415000000.000,403000000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,2396000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,306000000.000,,,,248000000.000,,,,243000000.000,,,,239000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,806000000.000,1130000000.000,1245000000.000,1195000000.000,1255000000.000,1309000000.000,1570000000.000,1431000000.000,1402000000.000,744000000.000,715000000.000,1035000000.000,1257000000.000,1504000000.000,1438000000.000,1110000000.000,1060000000.000,707000000.000,661000000.000
AdditionalPaidInCapital,140000000.000,157000000.000,173000000.000,190000000.000,124000000.000,143000000.000,162000000.000,178000000.000,105000000.000,126000000.000,150000000.000,171000000.000,108000000.000,129000000.000,151000000.000,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,171000000.000,135000000.000,156000000.000,179000000.000
Assets,50689000000.000,51442000000.000,51495000000.000,50865000000.000,50718000000.000,51010000000.000,51641000000.000,52184000000.000,52090000000.000,51240000000.000,51067000000.000,50433000000.000,50790000000.000,51440000000.000,52070000000.000,51286000000.000,50852000000.000,50726000000.000,51192000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,1884000000.000,2022000000.000,1538000000.000,1629000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,62000000.000,48000000.000,125000000.000,82000000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,35216000000.000,34762000000.000,34920000000.000,34975000000.000,35384000000.000,35398000000.000,35734000000.000,35837000000.000,36246000000.000,35959000000.000,36331000000.000,36313000000.000,36838000000.000,36958000000.000,36483000000.000,36467000000.000,35469000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,894000000.000,900000000.000,887000000.000,742000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,19000000.000,10000000.000,13000000.000,31000000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,1271000000.000,1264000000.000,1270000000.000,1261000000.000,1234000000.000,1244000000.000,1227000000.000,1281000000.000,1163000000.000,1057000000.000,1111000000.000,1106000000.000,1098000000.000,1089000000.000,1074000000.000,1083000000.000,1060000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,,,,,2697000000.000,2864000000.000,2287000000.000,2258000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,42000000.000,24000000.000,37000000.000,35000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,81000000.000,58000000.000,138000000.000,113000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,4172000000.000,2778000000.000,2106000000.000,1837000000.000,1418000000.000,997000000.000,1614000000.000,2417000000.000,7554000000.000,7494000000.000,8781000000.000,6086000000.000,4785000000.000,4834000000.000,4697000000.000,2873000000.000,7360000000.000,4519000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,39000000.000,34000000.000,101000000.000,78000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,3462000000.000,2057000000.000,1430000000.000,1276000000.000,1100000000.000,726000000.000,1378000000.000,2216000000.000,7340000000.000,7212000000.000,8089000000.000,4579000000.000,2037000000.000,2762000000.000,3176000000.000,2164000000.000,6561000000.000,3649000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,710000000.000,721000000.000,676000000.000,561000000.000,318000000.000,271000000.000,236000000.000,201000000.000,214000000.000,282000000.000,692000000.000,1507000000.000,2748000000.000,2072000000.000,1521000000.000,709000000.000,799000000.000,870000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,11678000000.000,11870000000.000,11595000000.000,11215000000.000,11261000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,12265000000.000,12647000000.000,12626000000.000,12356000000.000,12371000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,11438000000.000,11536000000.000,11635000000.000,11279000000.000,11712000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,11924000000.000,12102000000.000,12274000000.000,11916000000.000,12352000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,7454000000.000,7387000000.000,7105000000.000,7162000000.000,7029000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,7521000000.000,7601000000.000,7490000000.000,7656000000.000,7530000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,32316000000.000,32784000000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesFairValue,33483000000.000,34373000000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,,2326000000.000,2447000000.000,2185000000.000,2148000000.000,2161000000.000,2149000000.000,2212000000.000,2284000000.000,1946000000.000,2073000000.000,2922000000.000,2438000000.000,2220000000.000,2174000000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,,2353000000.000,2476000000.000,2213000000.000,2174000000.000,2192000000.000,2180000000.000,2241000000.000,2311000000.000,1967000000.000,2097000000.000,2947000000.000,2460000000.000,2239000000.000,2193000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,,7197000000.000,7178000000.000,7234000000.000,7471000000.000,7679000000.000,7733000000.000,7635000000.000,7664000000.000,7720000000.000,7862000000.000,8328000000.000,8639000000.000,8434000000.000,8037000000.000
