,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccruedIncomeTaxes,,,,34000.000,,,,,,
AccruedInvestmentIncomeReceivable,384000.000,352000.000,404000.000,325000.000,,355000.000,349000.000,339000.000,298000.000,305000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,9142000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1028000.000,743000.000,811000.000,1319000.000,,1051000.000,-111000.000,-361000.000,-630000.000,-217000.000
AdditionalPaidInCapital,78819000.000,78740000.000,-2916000.000,78489000.000,,78349000.000,78302000.000,78256000.000,78217000.000,78218000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,37626000.000,,,
Assets,549534000.000,530399000.000,534030000.000,507267000.000,,506014000.000,503028000.000,498565000.000,497812000.000,506806000.000
AvailableForSaleSecurities,79777000.000,77990000.000,89260000.000,86089000.000,,99383000.000,96024000.000,100960000.000,93472000.000,88008000.000
AvailableForSaleSecuritiesAmortizedCost,,,,83952000.000,,97680000.000,96203000.000,101546000.000,94493000.000,88359000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,6210000.000,,30955000.000,39372000.000,48250000.000,49205000.000,41660000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,5540000.000,,30236000.000,38431000.000,45516000.000,42964000.000,32287000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,670000.000,,719000.000,941000.000,2734000.000,6241000.000,9373000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,12792000.000,,20605000.000,23836000.000,25765000.000,25046000.000,20500000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,13166000.000,,20901000.000,23576000.000,25417000.000,24574000.000,20368000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,11373000.000,,5834000.000,4579000.000,6002000.000,3347000.000,6842000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,11535000.000,,5910000.000,4615000.000,6024000.000,3381000.000,6769000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,59502000.000,,65549000.000,61025000.000,62999000.000,60320000.000,58227000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,61100000.000,,66837000.000,61025000.000,62709000.000,59714000.000,58073000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,83952000.000,,97680000.000,96203000.000,101546000.000,94493000.000,88359000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,285000.000,,5692000.000,6763000.000,6780000.000,5780000.000,2790000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,288000.000,,5735000.000,6808000.000,6810000.000,5803000.000,2798000.000
AvailableForSaleSecuritiesDebtSecurities,,,,86089000.000,,99383000.000,96024000.000,100960000.000,93472000.000,88008000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,86089000.000,,99383000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,-479000.000,,602000.000,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,,,,12917000.000,,11462000.000,11017000.000,16395000.000,27030000.000,39673000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,-433000.000,,-340000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,-479000.000,,-602000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,-46000.000,,-262000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,2616000.000,,2305000.000,,,,
BankOwnedLifeInsurance,6684000.000,6744000.000,6802000.000,6921000.000,,7042000.000,7100000.000,7161000.000,7222000.000,7281000.000
Capital,,,,,,,49773000.000,,,
CapitalRequiredForCapitalAdequacy,,,,,,,28075000.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,,,,35093000.000,,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,,,
