,2013-06-30,2014-06-30,2015-06-30
CashPeriodIncreaseDecrease,-180.000,70.000,-84.000
GeneralAndAdministrativeExpense,3975.000,4315.000,4254.000
IncomeLossFromContinuingOperations,-9975.000,-10315.000,-10254.000
IncreaseDecreaseInAccountsPayable,-443.000,,5040.000
IncreaseDecreaseInAccountsPayableRelatedParties,10238.000,10385.000,5130.000
IncreaseDecreaseInDueToRelatedParties,,108747.000,108747.000
NetCashProvidedByUsedInFinancingActivities,10238.000,10385.000,5130.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10238.000,10385.000,5130.000
NetCashProvidedByUsedInOperatingActivities,-10418.000,-10315.000,-5214.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10418.000,-10315.000,-5214.000
NetIncomeLoss,-9975.000,-10315.000,-10254.000
OperatingCostsAndExpenses,9975.000,10315.000,10254.000
OtherGeneralAndAdministrativeExpense,6000.000,6000.000,6000.000
ProceedsFromRelatedPartyDebt,92362.000,102747.000,102747.000
RelatedPartyTransactionAmountsOfTransaction,98362.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16643057.000,16643057.000,16643057.000
