,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilities,258495.000,,579666.000,697821.000,764607.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,329985.000,,,,834829.000,967651.000,962999.000,997813.000,883985.000,185752.000,140710.000,192863.000,194638.000,130120.000,120821.000,170933.000
AccountsReceivableNet,77351.000,9255.000,16978.000,18598.000,86199.000,,,,,87316.000,222215.000,30476.000,10746.000,36667.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,734.000,151908.000,174971.000
AccruedLiabilities,,,,406105.000,517495.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,408206.000,,,702553.000,630764.000,630763.000,630763.000,704580.000,,,,,,,
AccruedSalesCommissionCurrent,,,,191176.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,244870.000,253915.000,238149.000
AdditionalPaidInCapital,5249933.000,5539441.000,5555783.000,5681692.000,5794519.000,5809996.000,5825472.000,5840948.000,5856424.000,5871900.000,12222917.000,12717427.000,12892252.000,13267876.000,13617526.000,13967176.000,14346796.000
AdvancesOnInventoryPurchases,,,,,,250000.000,,,,,,,,,,,
AdvancesToAffiliate,,,,,,,,,9672.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,9700.000,,,,,,,
Assets,1430849.000,1252513.000,1369036.000,1245851.000,1160042.000,466510.000,437875.000,355731.000,1239695.000,1142415.000,1443089.000,1254547.000,1273429.000,1110250.000,1515495.000,1469102.000,1571223.000
AssetsCurrent,1176050.000,982884.000,1115197.000,1006803.000,930631.000,261063.000,247410.000,243401.000,856584.000,879462.000,1102901.000,841301.000,812610.000,722430.000,1041106.000,983397.000,1122943.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,-97610.000,,,,,,,,,,,-190833.000,,,,,
Cash,13195.000,46390.000,203.000,15371.000,1208.000,,,990.000,305322.000,261436.000,307861.000,173257.000,94488.000,11104.000,,,
CashAndCashEquivalentsAtCarryingValue,,46390.000,203.000,15371.000,1208.000,,,990.000,305322.000,261436.000,307861.000,,94488.000,11104.000,258842.000,41605.000,18946.000
CashEquivalentsAtCarryingValue,13195.000,,,,,,,,,,,173257.000,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,1055000.000,1055000.000,1055000.000,1055000.000,1055000.000,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,0.000,0.000,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,100000000.000,100000000.000,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000.000,,,,48463370.000,48463370.000,,,,48463370.000,40500000.000,40995000.000,41170000.000,41546000.000,41896000.000,42246000.000,42626000.000
CommonStockSharesOutstanding,,,,,48463370.000,48463370.000,,,,48463370.000,40500000.000,40995000.000,41170000.000,41546000.000,41896000.000,42246000.000,42626000.000
CommonStockValue,4741.000,4771.000,4771.000,4796.000,4846.000,4846.000,4846.000,4846.000,4846.000,4846.000,,,,,41896.000,42246.000,42626.000
CommonStockholdersEquity,,-1162349.000,,,,,,,,,,,,,,,
ConversionOfStockAmountConverted,,,,109592.000,109592.000,,,,,,,,,,,,
ConvertibleDebt,1000000.000,54666.000,57439.000,60212.000,62985.000,65757.000,68530.000,71303.000,71303.000,71303.000,,,,,,,
ConvertibleDebtCurrent,,1017821.000,1111112.000,1389649.000,1500000.000,1839000.000,1863500.000,1863500.000,2838500.000,3513500.000,,,,,,,
CustomerAdvancesCurrent,,,,,,,,,,,,,50000.000,,,,
CustomerDepositsCurrent,250000.000,250000.000,280619.000,352335.000,403860.000,312684.000,294685.000,294685.000,362479.000,367900.000,,,7575.000,44524.000,12583.000,13224.000,40790.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,,,1.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,0.030,0.030,0.030
DeferredCosts,,,,,,,,,,25778.000,,,,,,,
DeferredRentAssetNetCurrent,,,,,,,,,,,25778.000,23419.000,22240.000,33370.000,,,
DeferredRentCredit,,,,,,,,,,,,,,,30978.000,28946.000,26554.000
DeferredSalesCommission,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,1600000.000,,,,3100000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,1300000.000,,,,,,,
DepositAssets,,,,,,,,,,,,,,,88750.000,88750.000,88750.000
DepositLiabilitiesAccruedInterest,,,,50473.000,39723.000,,247217.000,321640.000,298404.000,115520.000,,,321.000,,,,
Deposits,,,,,,30000.000,,,,31160.000,,,,,,,
DepositsAssetsCurrent,,,,,,,2072.000,2072.000,190124.000,,,,,18900.000,,,
DueFromOfficersOrStockholdersCurrent,,,,242546.000,511987.000,347333.000,357330.000,354815.000,361872.000,374587.000,2096.000,,50000.000,180000.000,,,
DueFromRelatedPartiesCurrent,13500.000,13500.000,13500.000,13500.000,13500.000,13500.000,13500.000,13500.000,13500.000,,,,,,,,
DueToOfficersOrStockholders,-1148.000,103268.000,343397.000,345814.000,615255.000,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,117206.000,-16212.000,240129.000,,,,,,,,,,,,675000.000,675000.000,710000.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,100000.000,,,,,,,,,,,,,
DueToRelatedParties,274460.000,334247.000,,,,,,,,,,,,,,,
ExtendedProductWarrantyAccrual,,,,,,,2500.000,2500.000,2500.000,3976.000,,,,,,,
ExtendedProductWarrantyAccrualNoncurrent,,,,,,,,,,,,,,,37687.000,23435.000,27057.000
InventoryFinishedGoods,,,,,,,,,,92252.000,,,,155455.000,155455.000,,
InventoryGross,,,,14611.000,,2072.000,,,,41461.000,98135.000,29460.000,4725.000,28969.000,,,
InventoryNet,742999.000,657475.000,658920.000,607052.000,580587.000,201743.000,196838.000,196839.000,196839.000,408287.000,345500.000,499176.000,557943.000,559403.000,605401.000,651982.000,759001.000
InventoryPartsAndComponentsNetOfReserves,,,,,,,,,,331677.000,,,,,,,
InventoryRawMaterials,,,,,,,,,,,,,,,,560712.000,
InventoryValuationReserves,,,,,,,,,,,,,,,39552.000,5338.000,5338.000
InventoryWorkInProcess,,,,,,,,,,,,,,,,91270.000,
LeaseholdImprovementsGross,,,,,,8767.000,,,,10317.000,,,,13722.000,53783.000,53783.000,53782.000
Liabilities,,2414862.000,3150296.000,3664480.000,4283709.000,4607894.000,4749627.000,4762387.000,5814879.000,6588213.000,417397.000,329280.000,541708.000,663526.000,1131870.000,1097662.000,1181553.000
LiabilitiesAndStockholdersEquity,1430849.000,1252513.000,1369036.000,1245851.000,1160042.000,466510.000,437875.000,355731.000,1239695.000,1142415.000,1443089.000,1254547.000,1273429.000,1110250.000,1515495.000,1469102.000,1571233.000
LiabilitiesCurrent,2098708.000,2459599.000,3110439.000,3486541.000,4071035.000,4569349.000,4740902.000,4759887.000,5812379.000,6558459.000,313245.000,182535.000,348150.000,452414.000,898911.000,872274.000,942615.000
LineOfCredit,150000.000,,150000.000,,136069.000,,124703.000,110183.000,101245.000,,,,,92190.000,,,
LinesOfCreditCurrent,,150000.000,,,,,,,,,,,,,,,
LoansAndLeasesReceivableCommercial,,,,,,,,,,,,,,65144.000,,,
LoansAndLeasesReceivableRelatedParties,,,,,,347333.000,,,,374587.000,,,,,,,
LoansPayable,,,,,,,,354815.000,,,,,,,,,
LongTermDebt,45773.000,44875.000,39857.000,177939.000,212674.000,38545.000,6225.000,,,,,,,,62677.000,57947.000,53463.000
LongTermDebtCurrent,48547.000,130000.000,180000.000,184132.000,130707.000,289538.000,311225.000,260182.000,251245.000,242190.000,125397.000,41825.000,22391.000,33252.000,81208.000,63229.000,20892.000
LongTermLoansPayable,,,,,,130413.000,,,,92190.000,84670.000,81670.000,,,,,
MachineryAndEquipmentGross,,,,,,113090.000,,,,113090.000,,,,125730.000,195592.000,199059.000,199061.000
NotesPayable,,,,,,,,,,,,102747.000,148174.000,155143.000,164294.000,173007.000,185327.000
NotesPayableRelatedPartiesCurrent,,,,,36403.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,6300000.000,,,,7600000.000,,,,8600000.000,,,
OtherAdditionalCapital,,,,,,4308286.000,4493492.000,4516486.000,4955795.000,,789656.000,658766.000,464460.000,270016.000,,,
OtherAssets,12285.000,36186.000,36186.000,36186.000,43186.000,36186.000,36186.000,36186.000,316186.000,100000.000,100000.000,100000.000,100000.000,88750.000,,,
OtherAssetsCurrent,329005.000,256264.000,425596.000,352282.000,248867.000,45820.000,37072.000,37072.000,340923.000,122423.000,227325.000,138392.000,149433.000,115256.000,,,
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,340923.000,,,,,,,,
OtherInventoriesSpareParts,,,,,,,,,,,,,,507269.000,,,
OtherInventoryScrap,,,,,,182337.000,,,,,,,,,,,
OtherLongTermDebtCurrent,,,,,,47669.000,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,82755.000,66753.000,,,,,,42029.000,5125.000,1993.000,,48028.000,61104.000,38475.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,,176129.000,137902.000,170025.000
PrepaidExpenseCurrent,,,,,,,35000.000,30000.000,72650.000,,,63978.000,48510.000,,,,
PrepaidInsurance,,,,63740.000,38383.000,13748.000,,,68477.000,49802.000,55490.000,37366.000,79546.000,67387.000,80663.000,55165.000,101914.000
PrepaidRent,,,,,,,,,,,31671.000,2463.000,14659.000,,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,,,630509.000,650870.000,597689.000
PropertyPlantAndEquipmentNet,242514.000,233443.000,217653.000,202862.000,186225.000,169261.000,154279.000,76144.000,66925.000,162953.000,240188.000,313246.000,,299070.000,385639.000,396955.000,359540.000
PropertyPlantAndEquipmentOther,,,,,,19867.000,,,,21995.000,,,,23020.000,23020.000,24427.000,26907.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,-130372.000,,,,-137855.000,,,360819.000,-221516.000,,,
PublicUtilitiesPropertyPlantAndEquipmentVehicles,,,,,,157909.000,,,,63154.000,,,,,,185335.000,
RetainedEarningsAccumulatedDeficit,-5968306.000,-6706561.000,-7341814.000,-8205117.000,-8923032.000,-9956226.000,-10142070.000,-10252450.000,-10436454.000,-11322544.000,-11237725.000,-11833155.000,-12201701.000,-12862698.000,-13275797.000,-13637982.000,-13999742.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,,,,,0.500,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,0.500,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,0.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,0.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.500,0.500,0.500,0.500,0.500,0.500,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,,,,,,0.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,,,,,242250.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,,,,,0.000,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,1130000.000,,,,,,,,,,,,
