,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,6296000.000,5355000.000,5158000.000,5024000.000,5268000.000,4752000.000,3926000.000,4203000.000
AccountsReceivableNetCurrent,4330000.000,2958000.000,2833000.000,2574000.000,2715000.000,2594000.000,2278000.000,2212000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6450000.000,-7111000.000,-6816000.000,-7691000.000,-7156000.000,-7023000.000,-7060000.000,-7009000.000
AdditionalPaidInCapital,41173000.000,39304000.000,40090000.000,39111000.000,39419000.000,41129000.000,39882000.000,41283000.000
Assets,45988000.000,14886000.000,13644000.000,11453000.000,10515000.000,9979000.000,9060000.000,9026000.000
AssetsCurrent,14095000.000,5482000.000,5217000.000,4665000.000,4447000.000,4346000.000,3953000.000,3828000.000
AssetsHeldForSaleCurrent,,551000.000,550000.000,,,,,
AssetsHeldForSaleOtherNoncurrent,,630000.000,376000.000,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,695000.000,426000.000,434000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,430000.000,231000.000,151000.000,455000.000,210000.000,230000.000,287000.000,154000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,21805824.000,21805825.000,21805825.000,24259869.000,24259869.000,27259869.000,27259869.000,27778894.000
CommonStockSharesOutstanding,21805824.000,21805825.000,21805825.000,24259869.000,24259869.000,27259869.000,27259869.000,27778894.000
CommonStockValue,1176000.000,1121000.000,1143000.000,1106000.000,1115000.000,1152000.000,1117000.000,1152000.000
DeferredTaxAssetsNetCurrent,6776000.000,587000.000,599000.000,578000.000,582000.000,652000.000,632000.000,652000.000
DeferredTaxLiabilitiesCurrent,374000.000,194000.000,197000.000,191000.000,192000.000,173000.000,168000.000,173000.000
DividendsPayableCurrent,,,,,,,,158000.000
FilmCosts,,6294000.000,5701000.000,4724000.000,4178000.000,3971000.000,3694000.000,3927000.000
ForeignCurrencyExchangeRateTranslation1,,,,,0.790,0.760,0.780,0.760
Goodwill,12438000.000,,,,,,,
InventoryNet,1909000.000,982000.000,896000.000,804000.000,716000.000,619000.000,502000.000,517000.000
Liabilities,18414000.000,22975000.000,22669000.000,2296000.000,20674000.000,9573000.000,9402000.000,10157000.000
LiabilitiesAndStockholdersEquity,45987000.000,14886000.000,13644000.000,11453000.000,10515000.000,9979000.000,9060000.000,9026000.000
LiabilitiesCurrent,15228000.000,20237000.000,20002000.000,18488000.000,18449000.000,7535000.000,6477000.000,6722000.000
LiabilitiesOfAssetsHeldForSale,,704000.000,455000.000,,,,,
LongTermDebtAndCapitalLeaseObligations,2491000.000,2312000.000,2233000.000,2296000.000,2225000.000,2038000.000,2925000.000,3435000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,401000.000,333000.000,397000.000,413000.000,422000.000,425000.000,366000.000,385000.000
OtherAssetsNoncurrent,600000.000,520000.000,513000.000,483000.000,463000.000,453000.000,407000.000,405000.000
OtherIntangibleAssetsNet,6449000.000,,,,,,,
OtherLiabilitiesCurrent,3624000.000,9591000.000,9708000.000,8680000.000,8384000.000,809000.000,682000.000,692000.000
PreferredStockParOrStatedValuePerShare,,,,4.000,4.000,,,
PreferredStockSharesAuthorized,10000000.000,100000000.000,100000000.000,10000000.000,10000000.000,1300000.000,1300000.000,1300000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,800000.000,800000.000,800000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,800000.000,800000.000,800000.000
PreferredStockValue,,,,,,10560000.000,10240000.000,10560000.000
PrepaidExpenseAndOtherAssetsCurrent,650000.000,173000.000,188000.000,254000.000,224000.000,251000.000,254000.000,293000.000
PropertyPlantAndEquipmentNet,4385000.000,1960000.000,1837000.000,1581000.000,1427000.000,1209000.000,1006000.000,866000.000
RetainedEarningsAccumulatedDeficit,-8325000.000,-41403000.000,-43442000.000,-41857000.000,-43537000.000,-45412000.000,-44521000.000,-47117000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,5334.000,5334.000,1000.000,1000.000,1000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,3.280,3.280,1.890,1.890,1.890
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,5334.000,5334.000,1000.000,1000.000,1000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,3.280,3.280,1.890,1.890,1.890
ShortTermBorrowings,3239000.000,3081000.000,3088000.000,3217000.000,3213000.000,264000.000,257000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,27573000.000,-8089000.000,-9025000.000,-9331000.000,-10159000.000,-10154000.000,-10582000.000,-11691000.000
TaxesPayableCurrent,1293000.000,979000.000,999000.000,963000.000,970000.000,1112000.000,1078000.000,1111000.000
