,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,7965.000,13343.000,14607.000,25951.000,28407.000,842152.000,,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,1461498.000,2193975.000,2229944.000,2098318.000,2741175.000,2848947.000
AccountsPayableCurrentAndNoncurrent,,,,,,,843207.000,947123.000,1085122.000,34397.000,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,735709.000,793158.000,748120.000,932381.000,280875.000,887679.000
AccountsReceivableNet,,,,,,161036.000,146505.000,,75071.000,46063.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,157784.000,,,80334.000,443437.000,419664.000,432692.000,640250.000,652792.000
AccruedLiabilitiesCurrent,259087.000,263374.000,266542.000,275226.000,286894.000,680363.000,788844.000,957501.000,882758.000,154973.000,946672.000,1102484.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,1293676.000,1293676.000,1419215.000,1446929.000,1446929.000,1530492.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,4541.000,9131.000,-1928.000,-5244.000,-25223.000,-29943.000,-65392.000,-1441630.000,-1225839.000,-1234945.000,-1420074.000
AdditionalPaidInCapital,18473461.000,18473461.000,18473461.000,18473461.000,18473461.000,13531537.000,13984745.000,15562727.000,16978361.000,20570139.000,21455815.000,37858122.000,65819434.000,67442739.000,73221836.000,75679027.000
AdvancesToAffiliate,,,,2000.000,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,6318.000,6318.000,64812.000,64812.000,64812.000,82942.000
AllowanceForNotesReceivable,600000.000,600000.000,600000.000,600000.000,600000.000,,,,,,,,,,,
Assets,9018.000,520.000,4151.000,879.000,851.000,4096512.000,4241808.000,4791689.000,4583583.000,4528917.000,4707301.000,18889811.000,27422580.000,27846745.000,30307223.000,30316875.000
AssetsCurrent,9018.000,520.000,4151.000,879.000,851.000,203724.000,195506.000,693665.000,127326.000,137770.000,365896.000,939835.000,920072.000,1204776.000,1613220.000,1733196.000
BankLoans,,,,,,,,,,,,,148006.000,202667.000,264885.000,226524.000
BankOverdrafts,,,,,,,,,,,,,,42697.000,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,310937.000,310937.000,310937.000,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,943746.000,943746.000,68746.000,379683.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,17698000.000,,,
CapitalUnitsAuthorized,,,,,100000000.000,,,,,,,,,,,
Cash,9018.000,520.000,4151.000,879.000,851.000,27273.000,32284.000,69048.000,43377.000,63900.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,9018.000,520.000,4151.000,879.000,851.000,27273.000,32284.000,69048.000,43377.000,63900.000,126326.000,53518.000,111878.000,38607.000,262424.000,196431.000
CashUninsuredAmount,,,,,,,,,,,,,250000.000,,,
CommitmentsFairValueDisclosure,,,,,,,,,,,,,1254683.000,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,168000.000,168000.000,168000.000,168000.000
CommonStockSharesAuthorized,,,,,,,,,,,175000000.000,175000000.000,175000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,,,,,,,,,,,64556120.000,86737660.000,133840174.000,145658700.000,3193833.000,3485487.000
CommonStockSharesOutstanding,,,,,,,,,,,64556120.000,86737660.000,133840174.000,145658700.000,3193833.000,3485487.000
CommonStockValue,33459.000,33459.000,33459.000,33459.000,33459.000,95141.000,95237.000,,59573.000,63112.000,64556.000,86738.000,133840.000,145658.000,3194.000,3486.000
CommonStockValueOutstanding,,,,,,,,2406.000,,,,,,,,
ConvertibleDebt,,,,,,,,21513.000,,,,,,,,
ConvertibleDebtCurrent,,,,,,,,,,969367.000,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,10294.000,9548.000,8177.000,7255.000,5701.000,4192.000
ConvertibleNotesPayable,,,,,,17338.000,,,13598.000,,,,,,,
