,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-03-31
AccountsPayableCurrent,5580000.000,6171000.000,7142000.000,11944000.000,7998000.000,8937000.000,8298000.000,8490000.000,8476000.000,11273000.000,11078000.000,14978000.000,14852000.000,15558000.000,8950000.000,10529000.000,10073000.000,9169000.000,10240000.000,10796000.000,8669000.000,8112000.000,9345000.000
AccountsReceivableGrossCurrent,,,,,89699000.000,108332000.000,110334000.000,110438000.000,108224000.000,124623000.000,128364000.000,140120000.000,145254000.000,167518000.000,128148000.000,136208000.000,137335000.000,152545000.000,132340000.000,140820000.000,136952000.000,143876000.000,128056000.000
AccruedIncomeTaxesCurrent,2365000.000,1925000.000,466000.000,1119000.000,813000.000,4570000.000,1997000.000,1703000.000,1702000.000,1198000.000,1485000.000,1854000.000,1588000.000,2133000.000,231000.000,532000.000,581000.000,2083000.000,2126000.000,2710000.000,2472000.000,3814000.000,3659000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,70854000.000,75540000.000,77623000.000,81603000.000,85385000.000,90054000.000,94244000.000,99077000.000,103629000.000,102297000.000,105226000.000,111008000.000,113863000.000,117997000.000,119620000.000,124168000.000,128101000.000,129283000.000,132109000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-7000.000,-1065000.000,-1675000.000,-3047000.000,-5078000.000,-3561000.000,-1928000.000,-4452000.000,-4717000.000,-2020000.000,-3573000.000,-1511000.000,-3416000.000,-9427000.000,-20121000.000,-21113000.000,-21765000.000,-22149000.000,-24991000.000,-20099000.000,-23682000.000,-27262000.000,-28274000.000
AdditionalPaidInCapital,181521000.000,184553000.000,185984000.000,188443000.000,189669000.000,191586000.000,193512000.000,195241000.000,196377000.000,197462000.000,199254000.000,201831000.000,203195000.000,204987000.000,206289000.000,208064000.000,208727000.000,210222000.000,212013000.000,213737000.000,215420000.000,215956000.000,219176000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,2072000.000,2431000.000,1648000.000,1884000.000,1966000.000,2205000.000,2060000.000,2296000.000,2611000.000,2630000.000,2600000.000,2980000.000,3270000.000,3372000.000,3735000.000,2907000.000,2814000.000,2509000.000,3835000.000
Assets,248517000.000,287562000.000,300732000.000,329816000.000,304823000.000,381027000.000,396914000.000,376660000.000,372668000.000,415866000.000,426717000.000,443972000.000,511254000.000,532071000.000,477329000.000,471727000.000,465916000.000,480064000.000,463957000.000,482675000.000,468281000.000,492166000.000,469730000.000
AssetsCurrent,97530000.000,132383000.000,127039000.000,133623000.000,113777000.000,134954000.000,144369000.000,139637000.000,137688000.000,165073000.000,166436000.000,175129000.000,183646000.000,215986000.000,171422000.000,171466000.000,171254000.000,186425000.000,174581000.000,187946000.000,177714000.000,200957000.000,177174000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,3315000.000,3615000.000,4887000.000,,,,,,,,,,,,,,,,
