,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-09-30,2017-03-31
AmortizationOfFinancingCosts,,,,,,,,286773.000
AmortizationOfIntangibleAssets,,,,,,,5291330.000,4333475.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,15524161.000,18311391.000
BusinessCombinationAcquisitionRelatedCosts,125000.000,,,,125000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,24485.000,,,,-29329.000,,,2073171.000
CostOfServices,,,,,,,136377568.000,140425746.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,,,,,136377568.000,140425746.000
DepreciationAndAmortization,,,,,,,444745.000,445229.000
DepreciationDepletionAndAmortization,,,,,,,,4778704.000
DividendsPreferredStock,,,,,,,666667.000,1072384.000
EarningsPerShareBasic,,,,,,,-0.930,-0.090
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.020,-0.040,-0.020,0.090,,
EarningsPerShareDiluted,,,,,,,-0.930,-0.090
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-0.036,-0.113
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,2000000.000,,,,2000000.000,,,
FederalDepositInsuranceCorporationPremiumExpense,250000.000,,,,250000.000,,,
GeneralAndAdministrativeExpense,6774.000,,,,,,31222863.000,10688937.000
HeldToMaturitySecuritiesTransferredSecurityUnrealizedGainLoss,,,,,10109.000,51175.000,,
IncomeLossFromContinuingOperations,,-34078.000,-118756.000,,-98080.000,-647024.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-21309138.000,-1774144.000
IncomeTaxExpenseBenefit,,,,,,,772160.000,-199920.000
IncomeTaxesPaidNet,,,,,,,,9178.000
IncreaseDecreaseInAccountsPayable,,,,,,,,2730189.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6424.000,,,,40004.000,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-5392707.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,-1153213.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,241114.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,133963.000
IncreaseDecreaseInOtherReceivables,,,,,,,,-71610.000
IncreaseDecreaseInPrepaidExpense,,,,,-28747.000,,,
IncreaseDecreaseInPrepaidExpensesOther,,,,,,,,530335.000
IncreaseDecreaseInPrepaidTaxes,,,,,,,,209098.000
IncreaseDecreaseInRestrictedCash,,,,,,,,-90251.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,0.000
InterestExpense,,,,,,,1764711.000,
InterestPaid,,,,,,,,2145189.000
InvestmentIncomeInterest,,27926.000,2001.000,,9902.000,18330.000,,
NetCashProvidedByUsedInFinancingActivities,24835.000,,,,,,,-211324.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,24835.000,,,,,,,-211324.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,-8012305.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,-8012305.000
NetCashProvidedByUsedInOperatingActivities,-350.000,,,,-29329.000,,,10296800.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-350.000,,,,-29329.000,,,10296800.000
NetIncomeLoss,-6774.000,-6152.000,-116755.000,-113926.000,-78069.000,422481.000,-22081298.000,-1574224.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-22747965.000,-2646608.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,-22747965.000,-2646608.000
NonoperatingIncomeExpense,,,,,,,-2003741.000,-2531770.000
OperatingExpenses,,34078.000,118756.000,,98080.000,647024.000,173336506.000,155893387.000
OperatingIncomeLoss,,,,,,,-19305397.000,757626.000
OtherCostOfServices,,,,,,,23428462.000,24860667.000
OtherNoncashIncomeExpense,,,,,,,,-26000.000
OtherNonoperatingIncomeExpense,,,,,,,-239030.000,-72175.000
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,,,,,0.000
PaymentsForUnderwritingExpense,5000000.000,,,,5000000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,1331275.000
PaymentsToDevelopSoftware,,,,,,,,1721416.000
PreferredStockDividendsIncomeStatementImpact,,,,,,,666667.000,1072384.000
ProceedsFromIssuanceOfCommonStock,250.000,,,,,,,
ProceedsFromLoanOriginations1,42948.000,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,-230034.000
ProceedsFromStockOptionsExercised,,,,,,,,518710.000
ProceedsFromWarrantExercises,750000.000,,,,,,,
RepaymentsOfLongTermDebt,,,,,,,,500000.000
Revenues,,,,,,,154031109.000,156651013.000
SaleOfStockNumberOfSharesIssuedInTransaction,1500000.000,,,,,,,
SalesRevenueNet,,,,,,,154031109.000,156651013.000
ShareBasedCompensation,,,,,,,,1336978.000
StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,500000.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,24449816.000,29124399.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3433333.000,11534457.000,4701776.000,-15353364.000,4723496.000,4733106.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,24449816.000,29124399.000
