,2013-10-31,2014-10-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,28971.000
AdjustmentsToAdditionalPaidInCapitalOther,100.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,200239.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13536.000,
CashPaidForCapitalizedInterest,,0.000
DebtConversionConvertedInstrumentAmount1,5058.000,
EarningsPerShareBasic,-0.010,
GeneralAndAdministrativeExpense,51861.000,
GrossProfit,,-17266.000
IncomeLossFromContinuingOperations,,-805272.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2851.000,
IncreaseDecreaseInOperatingAssets,,0.000
IncreaseDecreaseInOperatingLiabilities,,171268.000
InterestExpense,,65700.000
LegalFees,96673.000,
MarketingAndAdvertisingExpense,,159093.000
NetCashProvidedByUsedInFinancingActivities,180818.000,599340.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,180818.000,599340.000
NetCashProvidedByUsedInOperatingActivities,-167282.000,-605033.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-167282.000,-605033.000
NetIncomeLoss,-170133.000,-805272.000
OperatingExpenses,,722306.000
OperatingIncomeLoss,-170133.000,
OtherGeneralAndAdministrativeExpense,,97219.000
OtherOperatingIncome,170133.000,
ProceedsFromContributedCapital,5158.000,
ProceedsFromIssuanceOfCommonStock,,0.000
ProceedsFromRepaymentsOfNotesPayable,175000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,660.000,
ProceedsFromRepaymentsOfShortTermDebt,,600000.000
ProfitLoss,-170133.000,-805272.000
ResearchAndDevelopmentExpense,17500.000,
Revenues,,47930.000
SalesRevenueNet,,47930.000
SellingAndMarketingExpense,4099.000,
ShareBasedCompensation,,28971.000
StockIssuedDuringPeriodSharesOther,42500000.000,
StockRepurchasedAndRetiredDuringPeriodShares,-2450000.000,
WeightedAverageNumberOfSharesOutstandingBasic,16246960.000,42524548.000
