,2011-03-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNet,,37733000.000,,,,26601000.000,,,,26319000.000,,,,30999000.000,,,,32292000.000,,,,111722000.000,0.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,-13669000.000,-24669000.000,,,,,,,,,,,
AcquiredFiniteLivedIntangibleAssetAmount,,,,7369000.000,17552000.000,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,-3442000.000,,,,3915000.000,,,,3922000.000,,,,4523000.000,,,,5295000.000,,,,5460000.000,
Assets,,,,,,,,,,,,,,,,,,,,,,,11135972000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,0.000,,,,,,,,,,,,,,,,
AssetsHeldInTrust,,,,,,,,24457000.000,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,7890000.000,7990000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,1000.000,1000.000,1000.000,4000.000,8000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,-31000.000,-74000.000,44000.000,83000.000,14000.000,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,7930000.000,7906000.000,7965000.000,7969000.000,7996000.000,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,84619000.000,144119000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,43523000.000,44623000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,,,,,,10171000.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,,0.000,,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,,,36855000.000
ConcentrationRiskPercentage,,0.050,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,-1703000.000,-1723000.000,441000.000,,-3766000.000,,,,-3225000.000,,,,-4752000.000,,,,-5604000.000,2722000.000,3013000.000,3866000.000,4674000.000,13237000.000
DeferredCompensationLiabilityCurrentAndNoncurrent,,21100000.000,22800000.000,21900000.000,22600000.000,22800000.000,23900000.000,23900000.000,24900000.000,26100000.000,26400000.000,27100000.000,26800000.000,27600000.000,29100000.000,29000000.000,27800000.000,28632000.000,29176000.000,,,28214000.000,
DeferredCosts,,,,,,,,,,69963000.000,,,,71502000.000,,,,79619000.000,,,,,
DeferredCostsLeasingNet,,56500000.000,,,,55500000.000,,,,59027000.000,,,,60889000.000,,,,66367000.000,,,,,
DeferredFinanceCostsNet,,13700000.000,,,,14000000.000,,,,10936000.000,,,,10613000.000,,,,13252000.000,,,,,
DeferredTaxAssetsGross,,22260000.000,,,,23233000.000,,,,21460000.000,,,,17851000.000,,,,14313000.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,13727000.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,,
DeferredTaxAssetsNet,,,,,,1119000.000,,,,857000.000,,,,549000.000,,,,567000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,300000.000,,,,1033000.000,,,,2019000.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsOther,,,,,,435000.000,,,,887000.000,,,,1370000.000,,,,2376000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,838000.000,,,,488000.000,,,,385000.000,,,,148000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,9700000.000,,,,5667000.000,,,,3273000.000,,,,3299000.000,,,,6242000.000,,,,,
DeferredTaxAssetsValuationAllowance,,6479000.000,,,,22114000.000,,,,20603000.000,,,,17302000.000,,,,13746000.000,,,,,
DeferredTaxLiabilities,,2054000.000,,,,1119000.000,,,,857000.000,,,,549000.000,,,,567000.000,,,,,
DeferredTaxLiabilitiesDeferredExpense,,4000000.000,,,,-2637000.000,,,,-2184000.000,,,,-1832000.000,,,,-1157000.000,,,,,
DeferredTaxLiabilitiesTaxDeferredIncome,,2000000.000,,,,519000.000,,,,537000.000,,,,549000.000,,,,567000.000,,,,,
DerivativeFairValueOfDerivativeAsset,,,,,,4307000.000,7679000.000,,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,37000.000,,,,76000.000,64000.000,51000.000,45000.000,,,,,,,,,,,,,,
DerivativeFixedInterestRate,,0.008,,,,,,,,,,,,,,,,,,,,,
DevelopmentInProcess,,224077000.000,,,,192067000.000,,,,186450000.000,,,,239538000.000,,,,,,,,,
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,-41456000.000,,,,38995000.000,,,,-29261000.000,,,,-29380000.000,,,,-28972000.000,,,,-29520000.000,
EquityMethodInvestmentSummarizedFinancialInformationAssets,,3501775000.000,,,,3434954000.000,,,,2939599000.000,,,,2807502000.000,,,,2675385000.000,,,,2608742000.000,
EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,,997141000.000,,,,982961000.000,,,,853580000.000,,,,806578000.000,,,,768840000.000,,,,798432000.000,
EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,,3501775000.000,,,,3434954000.000,,,,2939599000.000,,,,2807502000.000,,,,2675385000.000,,,,2608742000.000,
EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,,512421000.000,,,,518505000.000,,,,468099000.000,,,,442050000.000,,,,414681000.000,,,,405722000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,,,-45639000.000,,,,-56695000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,6607000.000,,,,7265000.000,,,,10603000.000,,,,10293000.000,,,,12073000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,2441000.000,,,,3224000.000,,,,4374000.000,,,,5055000.000,,,,6081000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,3238000.000,,,,3852000.000,,,,5354000.000,,,,5947000.000,,,,7023000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,3999000.000,,,,4902000.000,,,,6589000.000,,,,6899000.000,,,,8945000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,5076000.000,,,,5780000.000,,,,8569000.000,,,,8309000.000,,,,10300000.000,
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,,,,,,,151019000.000,,,,175526000.000,
FiniteLivedIntangibleAssetsNet,,,,,,42459000.000,,,,44805000.000,,,,52365000.000,,,,105380000.000,,,,118831000.000,
GeneralPartnersCapitalAccountUnitsOutstanding,,89921858.000,,,,90394486.000,,,,92333161.000,,,,94108061.000,,,,97212638.000,,,,104497286.000,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,386882000.000,,,,442927000.000,,,,358849000.000,,,,333167000.000,,,,306206000.000,,,,296699000.000,
Land,,1273606000.000,,,,,,,,,,,,,,,,,,,,,
LettersOfCreditOutstandingAmount,,17400000.000,22400000.000,21600000.000,20800000.000,20800000.000,19400000.000,19300000.000,19300000.000,19300000.000,19300000.000,5700000.000,5900000.000,5900000.000,5900000.000,5900000.000,5900000.000,5900000.000,5900000.000,5800000.000,5800000.000,5800000.000,7300000.000
Liabilities,,,,,,,,,,,,,,,,,,,,,,,4371469000.000
LiabilitiesAndStockholdersEquity,,,,,,,,,,,,,,,,,,,,,,,11135972000.000
LimitedPartnersCapitalAccountUnitsOutstanding,,177164.000,,,,177164.000,,,,165796.000,,,,154170.000,,,,154170.000,,,,154000.000,
LongTermDebt,,1982440000.000,2023358000.000,2063299000.000,1821412000.000,1941891000.000,1930443000.000,1892124000.000,1864437000.000,1854697000.000,,,,2021357000.000,,,,1872478000.000,1835300000.000,1984216000.000,1627621000.000,1642420000.000,3407226000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,1112536000.000,1112537000.000,1123687000.000,,632764000.000,,,,607303000.000,,,,768686000.000,,,,820601000.000,820602000.000,839976000.000,1097004000.000,840067000.000,2111306000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,199375000.000,5306000.000,3883000.000,,24191000.000,,,,172632000.000,,,,432483000.000,,,,47609000.000,,,,91618000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,19018000.000,169018000.000,169648000.000,,488959000.000,,,,61514000.000,,,,184443000.000,,,,237997000.000,237997000.000,238360000.000,238313000.000,288970000.000,298194000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,441482000.000,526483000.000,557103000.000,,189648000.000,,,,489693000.000,,,,61810000.000,,,,275130000.000,275130000.000,420393000.000,109753000.000,239047000.000,544518000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,185000000.000,184964000.000,185491000.000,,418181000.000,,,,102148000.000,,,,521606000.000,,,-2000.000,62461000.000,62461000.000,62461000.000,62184000.000,125205000.000,230653000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,23326000.000,23327000.000,23928000.000,,184382000.000,,,,418182000.000,,,,47577000.000,,,,423076000.000,423076000.000,423076000.000,122805000.000,62187000.000,151457000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,18756000.000,2963000.000,1428000.000,,84335000.000
MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,33154000.000
MinorityInterestInOperatingPartnerships,,13100000.000,,,,16300000.000,,,,19200000.000,,,,31800000.000,,,,30500000.000,,,,,
MortgageLoansOnRealEstateCarryingAmountOfMortgages,,,,,,473955000.000,,,,476472000.000,,,,,,,,,,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,,,,,,,,,,,,,,,,,,,7800000.000,7800000.000,7800000.000,7800000.000,8000000.000
NoncontrollingInterestInVariableInterestEntity,,,,,,,,,,,,,,,,,,,19208000.000,19208000.000,17374000.000,17565000.000,17709000.000
NotesPayable,,,,,,,,1767124000.000,1764437000.000,,1855690000.000,1946063000.000,1948243000.000,,1889727000.000,1868700000.000,1808652000.000,,1670750000.000,1674631000.000,1364200000.000,,2749202000.000
NotesReceivableGross,,35800000.000,,,,23800000.000,,,,,,,,,,,,,,,,,
NotesReceivableNet,,,,,,,,18502000.000,26128000.000,,11938000.000,11917000.000,12132000.000,,12169000.000,12281000.000,11314000.000,,10487000.000,10480000.000,10480000.000,10481000.000,10992000.000
OffMarketLeaseUnfavorable,,12700000.000,,,,20325000.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,141438.000,,,,134024.000,,,,146460.000,,,,226853.000,,,,290822.000,,,,498807.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,7917.000,,,,7732.000,,,,7797.000,,,,8234.000,,,,8450.000,,,,9740.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,6325.000,,,,4649.000,,,,4064.000,,,,4754.000,,,,6393.000,,,,11290.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,6841.000,,,,6181.000,,,,5164.000,,,,5006.000,,,,7106.000,,,,11706.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,7226.000,,,,6713.000,,,,6906.000,,,,6074.000,,,,7374.000,,,,12131.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,7921.000,,,,7136.000,,,,7456.000,,,,7793.000,,,,7599.000,,,,11464.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,105208.000,,,,101613.000,,,,115073.000,,,,194992.000,,,,253900.000,,,,442476.000,
OperatingLeasesFutureMinimumPaymentsReceivable,,2467178.000,,,,2348786.000,,,,2413292000.000,,,,2607616.000,,,,2654674.000,,,,2698745.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,348317.000,,,,332351.000,,,,344464000.000,,,,384955.000,,,,414025.000,,,,434070.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,208830.000,,,,196098.000,,,,198298000.000,,,,217686.000,,,,228796.000,,,,241549.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,241593.000,,,,240376.000,,,,244639000.000,,,,262123.000,,,,278450.000,,,,295289.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,276791.000,,,,276784.000,,,,288315000.000,,,,310255.000,,,,323354.000,,,,346356.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,312298.000,,,,311905.000,,,,324227000.000,,,,354968.000,,,,372266.000,,,,390872.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,1079349.000,,,,991272.000,,,,1013349000.000,,,,1077629.000,,,,1037783.000,,,,990609.000,
OperatingLossCarryforwards,,,,,,2900000.000,,,,5600000.000,,,,,,,,,,,,,
OtherAssets,,,,,,,,,,,,,,,,,,,,,,,939242000.000
OtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,964243000.000
OtherReceivables,,10166000.000,,,,8582000.000,,,,7411000.000,,,,9570000.000,,,,10708000.000,,,,12058000.000,
PartnersCapitalAccountUnits,,90099022.000,,,,90571650.000,,,,92498957.000,,,,94262231.000,,,,97366808.000,,,,104651456.000,
PreferredStockLiquidationPreference,,275000000.000,,,,,,,,,,,,,,,,,,,,,
PreferredStockLiquidationPreferenceValue,,,,,,325000000.000,,,,325000000.000,,,,325000000.000,,,,325000000.000,,,,,
PreferredStockSharesOutstanding,,11000000.000,,,,,,,,,,,,,,,,,,,,,
PreferredUnitsOutstanding,,500000.000,,,,,,,,,,,,,,,,,,,,,
RealEstateAccumulatedDepreciation,,791619000.000,,,,782749000.000,,,,844873000.000,,,,933708000.000,,,,1043787000.000,,,,1124391000.000,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,,,,,,,,541605000.000,,,,501875000.000,,,,467093000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,2694253000.000,,,,2776752000.000,,,,3005432000.000,,,,3088639000.000,,,,3267744000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,1215659000.000,,,,1249779000.000,,,,1404454000.000,,,,1457261000.000,,,,1665755000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,3909912000.000,,,,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,-896125000.000,,,,-845868000.000,,,,-688058000.000,,,,463537000.000,,,,485025000.000,,,,522490000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,3669911000.000,,,,3491039000.000,,,,3472314000.000,,,,2572774000.000,,,,2641828000.000,,,,2790644000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,1325982000.000,,,,1264741000.000,,,,1242276000.000,,,,1370286000.000,,,,1419047000.000,,,,1620365000.000,
RealEstateFederalIncomeTaxBasis,,3400000000.000,,,,3400000000.000,,,,3300000000.000,,,,4600000000.000,,,,4700000000.000,,,,5100000000.000,
RealEstateGrossAtCarryingValue,,4101912000.000,,,,3909912000.000,,,,4026531000.000,,,,4409886000.000,,,,4545900000.000,,,,4933499000.000,
RealEstateHeldforsale,,,,,,,,,,0.000,,,,,,,,,,,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,,791619000.000,,,,,,,,,,,,,,,,,,,,,
RealEstateInvestmentPropertyAtCost,,4101912000.000,,,,,,,,,,,,,,,,,,,,,
RealEstateInvestmentPropertyNet,,3310293000.000,,,,,,,,,,,,,,,,,,,,,
RealEstateInvestments,,,,,,,,,,,,,,,,,,,,,,,10196730000.000
RestrictedCashAndCashEquivalents,,6000000.000,,,,6500000.000,,,,,,,,,,,,,,,,,
SECScheduleIIIRealEstateInvestmentPropertyNet,,,,,,,,,,3181658000.000,,,,3476178000.000,,,,3502113000.000,,,,3809108000.000,
SecuredDebt,,448360000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,4100000.000,,,,4100000.000,,,,4100000.000,,,,4100000.000,,,,4100000.000,,,,4100000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,3200000.000,,,,3100000.000,,,,2800000.000,,,,2800000.000,,,,2500000.000,,,,2300000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,386149.000,,,,315924.000,,,,295924.000,,,,8741.000,,,,8741.000,,,,8741.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,52.120,,,,52.390,,,,52.460,,,,88.450,,,,88.450,,,,88.450,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,35.610,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,51.430,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,-5598000.000,,,,-1664000.000,,,,-1822000.000,,,,-216000.000,,,,178000.000,,,,170000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,386149.000,,,,315924.000,,,,295924.000,,,,8741.000,,,,8741.000,,,,8741.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,52.120,,,,52.390,,,,52.460,,,,88.450,,,,88.450,,,,88.450,
