,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,3000000.000,,,,,,,
AdditionalPaidInCapital,1500.000,1500.000,1500.000,1500.000,1375.000,1375.000,1375.000,1375.000,1500.000,
Assets,,,3000778.000,53.000,49.000,33.000,113.000,,81.000,
AssetsCurrent,200.000,1076.000,778.000,53.000,49.000,33.000,113.000,,,
BankOverdrafts,,,,,,,,14.000,,
Cash,200.000,1076.000,778.000,53.000,49.000,33.000,113.000,,81.000,2.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,31000000.000,5000000.000,5000000.000,41000000.000,31000000.000,41000000.000,
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,31000000.000,5000000.000,5000000.000,41000000.000,31000000.000,41000000.000,
CommonStockValue,500.000,,3100.000,3100.000,4100.000,4100.000,4100.000,4100.000,4100.000,
DebtInstrumentFaceAmount,,96500.000,104798.000,104798.000,103923.000,103923.000,104123.000,104123.000,106218.000,
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,,,,,,,,,,0.000
DeferredTaxAssetsGross,,,,109345.000,109349.000,109365.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,109345.000,109349.000,109349.000,109485.000,109612.000,111737.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1800.000,100024.000,-108620.000,-109345.000,-109349.000,-109365.000,-109485.000,-109612.000,106012.000,111886.000
DueToOfficersOrStockholdersCurrent,,,,,,,,,103998.000,106288.000
LiabilitiesAndStockholdersEquity,,1076.000,3000778.000,53.000,49.000,33.000,113.000,,81.000,
LiabilitiesCurrent,,96500.000,3104798.000,104798.000,103923.000,103923.000,104123.000,104137.000,106218.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockValue,,3100.000,,,,,,,,
PropertyPlantAndEquipmentNet,,,3000000.000,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,-111737.000,
StockholdersEquity,200.000,95424.000,-104020.000,-104745.000,-103874.000,-103890.000,-104010.000,-104137.000,-106137.000,
TaxCreditCarryforwardValuationAllowance,,,,,109349.000,109365.000,,,,
ValuationAllowanceAmount,,,,109345.000,,,,,,
