,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1253000.000,949000.000,1059000.000,517000.000,764000.000,1191000.000,7597000.000,817000.000,1485000.000,1331000.000,1082000.000,718000.000,817000.000
AccruedIncomeTaxes,,,,,,,,,,,,300000.000,500000.000
AccruedLiabilitiesAndOtherLiabilities,,,2179000.000,2207000.000,3028000.000,3451000.000,6313000.000,6122000.000,6068000.000,6514000.000,5845000.000,6167000.000,6372000.000
AccruedLiabilitiesCurrent,921000.000,1585000.000,,,,3451000.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,824000.000,,,,928000.000,,,,1184000.000,,,
AdditionalPaidInCapitalCommonStock,12637000.000,139193000.000,171636000.000,172497000.000,173468000.000,174168000.000,195136000.000,196737000.000,197853000.000,199303000.000,200742000.000,202240000.000,203492000.000
Assets,29270000.000,77407000.000,105175000.000,100872000.000,96585000.000,90174000.000,210126000.000,196077000.000,188052000.000,180797000.000,173218000.000,165952000.000,158780000.000
AssetsCurrent,25583000.000,75436000.000,93109000.000,77434000.000,65109000.000,64132000.000,173798000.000,152802000.000,136777000.000,102575000.000,135862000.000,119977000.000,135694000.000
CashAndCashEquivalentsAtCarryingValue,8030000.000,8623000.000,46836000.000,44229000.000,44483000.000,39187000.000,140260000.000,44402000.000,17884000.000,28868000.000,55980000.000,42499000.000,35500000.000
CashCashEquivalentsAndShortTermInvestments,24530000.000,73100000.000,,,,,,,,,,,
CertificatesOfDepositAtCarryingValue,,,41000000.000,20642000.000,10350000.000,10776000.000,15306000.000,21764000.000,20788000.000,18093000.000,14793000.000,7110000.000,7288000.000
CommonStockCapitalSharesReservedForFutureIssuance,,1913000.000,,,,2804000.000,,,,2718000.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000.000,150000000.000,150000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,166.000,14082000.000,16410.000,16441000.000,16486000.000,16491000.000,17994000.000,18038000.000,18038000.000,18052956.000,18058000.000,18074000.000,18084000.000
CommonStockSharesOutstanding,166.000,14082000.000,16410.000,16441000.000,16476000.000,16476000.000,17979000.000,18033000.000,18033000.000,18047956.000,18053000.000,18074000.000,18077000.000
CommonStockValue,,14000.000,16000.000,16000.000,16000.000,16000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000
ContractualObligationDueInNextTwelveMonths,,89000.000,,,,,,,,,,,
ContractualObligationDueInSecondYear,,151000.000,,,,,,,,,,,
ContractualObligationDueInThirdYear,,152000.000,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,1748000.000,,,,,,,,,,,,
DeferredRevenue,,,,,,,46898000.000,46898000.000,46898000.000,46898000.000,43725000.000,36033000.000,24818000.000
DeferredRevenueNoncurrent,,,,,,,51939000.000,40215000.000,28491000.000,16766000.000,8214000.000,5103000.000,8411000.000
DeferredTaxAssetsGross,,24161000.000,,,,36918000.000,,,,37473000.000,,,
DeferredTaxAssetsNet,,75000.000,,,,73000.000,,,,61000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,22661000.000,,,,28559000.000,,,,27103000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,1262000.000,,,,7941000.000,,,,8771000.000,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,238000.000,,,,418000.000,,,,1599000.000,,,
DeferredTaxAssetsValuationAllowance,,24086000.000,,,,36845000.000,,,,37412000.000,,,
DeferredTaxLiabilities,,75000.000,,,,73000.000,,,,61000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,75000.000,,,,73000.000,,,,61000.000,,,
DerivativeLiabilitiesNoncurrent,551000.000,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,1591000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,5100000.000,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,1542000.000,,,,,,,,,,,,
FinancialLiabilitiesFairValueDisclosure,551000.000,,,,,,,,,,,,
